h_3_0,h_3_1,h_3_2,h_3_3
0.9528435,3.620982e-05,0.029812127,0.024335027
0.9536546,3.5583973e-05,0.029119968,0.024921477
0.029165208,0.025285572,0.9543606,3.552437e-05
0.03140831,0.023981243,0.032011926,0.023727
5.608797e-05,0.94021666,5.710125e-05,0.9391473
5.4091215e-05,0.9409977,0.033134103,0.023228735
5.3614378e-05,0.94066966,0.033129483,0.023354173
0.95382726,3.540516e-05,0.02922225,0.024832368
5.272031e-05,0.9416251,0.033072144,0.023398548
0.95346797,3.5732985e-05,0.029116392,0.024925023
0.031614333,0.023824304,0.03123483,0.024329364
0.029220074,0.024756134,0.95343196,3.528595e-05
0.030537665,0.024205893,0.031513035,0.023449391
0.030611575,0.02414608,0.031541318,0.023427576
5.3703785e-05,0.94060314,0.033867627,0.022835344
0.032762766,0.023354352,5.5372715e-05,0.93822515
0.95286626,3.6746264e-05,0.029681116,0.024316639
0.02956587,0.024936348,0.9543596,3.552437e-05
0.033232212,0.023465008,5.632639e-05,0.93886584
5.3673983e-05,0.94064045,0.03372392,0.022934973
0.03301868,0.023171246,5.3614378e-05,0.94005156
0.9503464,3.746152e-05,0.9508618,3.6597252e-05
5.0663948e-05,0.94250864,0.9569409,3.400445e-05
0.9543476,3.5464764e-05,0.029290527,0.024641722
0.031276047,0.024084479,0.032019615,0.023721665
0.95748496,3.3676624e-05,5.018711e-05,0.9426806
0.034111768,0.02285263,5.352497e-05,0.9417552
0.028751343,0.025164604,0.9535499,3.516674e-05
0.95022696,3.749132e-05,0.9505193,3.6895275e-05
0.0310871,0.023771226,0.031570762,0.023405015
5.4091215e-05,0.9410288,0.033263594,0.023134261
0.032947987,0.023676455,5.4359436e-05,0.9408009
0.03154263,0.023747027,0.030857593,0.023828566
5.7160854e-05,0.9391153,5.725026e-05,0.9390082
0.03248459,0.023560345,5.3435564e-05,0.94023025
0.033702374,0.022693336,5.2541494e-05,0.9412271
0.033088833,0.02356869,5.635619e-05,0.93883646
0.95732564,3.388524e-05,5.015731e-05,0.9426849
0.03117761,0.024029106,0.030906588,0.023789853
0.030926049,0.02422759,0.031388044,0.023421764
0.030893952,0.024389118,0.03199458,0.023744106
0.030981988,0.024318129,0.0321272,0.02364391
5.310774e-05,0.9419589,0.033214718,0.02317211
5.3614378e-05,0.94065917,0.033833504,0.022856772
0.031031698,0.023815483,0.031324953,0.02359271
0.030667901,0.024911016,0.031879187,0.023707509
0.031166136,0.024037868,0.030999064,0.023717523
0.9569972,3.412366e-05,5.1259995e-05,0.9414713
0.033539206,0.022804469,5.3852797e-05,0.939831
5.26309e-05,0.9417567,0.033788204,0.02289161
0.95737195,3.376603e-05,5.0127506e-05,0.9427078
5.0663948e-05,0.94251704,0.95663977,3.4332275e-05
5.3614378e-05,0.94061506,0.0339773,0.022757739
5.197525e-05,0.94109297,0.95679045,3.4183264e-05
0.031107903,0.0240843,0.03085202,0.023833185
0.03162393,0.023684561,0.030914128,0.023783773
0.03155735,0.02373597,0.030760229,0.023905486
5.3584576e-05,0.940716,0.033017218,0.023435384
5.3703785e-05,0.9413568,0.033866793,0.02271372
0.030447155,0.024614066,0.031526893,0.023316562
0.029314071,0.024675608,0.9533374,3.540516e-05
0.9530374,3.606081e-05,0.029942006,0.024227142
0.9532368,3.5971403e-05,0.029934555,0.024232745
5.5104494e-05,0.93988705,0.033845454,0.022726566
5.3673983e-05,0.9406303,0.03305137,0.023412436
4.9859285e-05,0.94346356,0.9570125,3.4034252e-05
0.95021456,3.7550926e-05,0.95040107,3.695488e-05
0.028810203,0.025111884,0.95376134,3.4958124e-05
0.9540068,3.582239e-05,0.029242992,0.024683446
0.95555854,3.5315752e-05,5.248189e-05,0.9401783
0.9541898,3.567338e-05,0.029237479,0.024687678
0.029492736,0.02499938,0.9542464,3.555417e-05
0.033259243,0.023450762,5.4568052e-05,0.940651
0.9575301,3.361702e-05,5.0127506e-05,0.9427036
0.9568763,3.4183264e-05,5.1230192e-05,0.9415306
0.028830767,0.02509433,0.95345473,3.528595e-05
0.0314914,0.023919106,0.031230837,0.024332851
0.9502033,3.7521124e-05,0.95064604,3.683567e-05
0.02882126,0.025102556,0.95356023,3.516674e-05
0.032244235,0.023737371,5.492568e-05,0.93871754
0.03368792,0.02270326,5.2541494e-05,0.94120425
0.03125134,0.023645699,0.030765027,0.024029464
0.031421214,0.024306059,0.031356007,0.02410847
0.033986658,0.022938639,5.352497e-05,0.941759
0.03355512,0.02279362,5.3703785e-05,0.93991023
0.9553617,3.5464764e-05,5.248189e-05,0.9401515
5.0783157e-05,0.9424659,0.95713925,3.3944845e-05
0.033226103,0.023024976,5.26011e-05,0.94118905
0.031897575,0.023934871,0.031389117,0.024078965
0.95370877,3.5583973e-05,0.02905482,0.024978101
0.029299706,0.024687469,0.95354617,3.5226345e-05
5.4895878e-05,0.93935156,0.032849103,0.023556024
5.2064657e-05,0.9411435,0.956575,3.4302473e-05
0.028878301,0.025051415,0.9538668,3.4868717e-05
0.030737698,0.02485329,0.031942695,0.0236592
0.9504084,3.734231e-05,0.9506407,3.6805868e-05
0.031848848,0.023972064,0.031452954,0.024029285
0.029056758,0.025381595,0.95426244,3.5613775e-05
0.030458748,0.024604946,0.031393915,0.023417324
0.0289917,0.02543956,0.9541542,3.567338e-05
0.032473117,0.02356863,5.352497e-05,0.9401529
0.030810386,0.023988932,0.030899167,0.023923427
0.953099,3.606081e-05,0.029843003,0.02430883
0.95002943,3.7699938e-05,0.950277,3.710389e-05
0.031159729,0.02417934,0.03130415,0.024277836
0.029393435,0.025085747,0.9540212,3.5762787e-05
5.1945448e-05,0.94113976,0.9566808,3.4302473e-05
0.029083043,0.025358588,0.9541493,3.5703182e-05
5.7071447e-05,0.9391873,5.608797e-05,0.9402189
0.95241296,3.7163496e-05,0.029762566,0.02425018
0.952685,3.6895275e-05,0.029619217,0.024368972
0.9531089,3.6001205e-05,0.0297063,0.024422586
0.02923444,0.024744272,0.9532204,3.5464764e-05
5.683303e-05,0.93947816,5.888939e-05,0.93737096
5.3673983e-05,0.94066894,0.03293863,0.023494393
5.5342913e-05,0.93969995,0.033091694,0.023255497
0.033335894,0.023393422,5.465746e-05,0.9405688
5.0723553e-05,0.94254315,0.9568378,3.4183264e-05
0.029075384,0.025364727,0.9543653,3.552437e-05
0.9535235,3.567338e-05,0.029051393,0.024981648
0.9529066,3.6150217e-05,0.029713005,0.02441749
0.031383485,0.02399996,0.03216219,0.02361402
0.031068772,0.024251431,0.031300217,0.024281144
0.029147029,0.025301844,0.95425767,3.555417e-05
0.031773508,0.02403009,0.0313949,0.024074852
0.029613376,0.024895966,0.95424235,3.555417e-05
0.9544004,3.5494566e-05,0.029198796,0.0247204
0.030821532,0.023980439,0.030832767,0.02397582
0.9541678,3.5613775e-05,0.02929607,0.02463746
0.032232195,0.023746133,5.5015087e-05,0.93857855
0.03197196,0.023877919,0.031447202,0.024033427
0.02958858,0.024917543,0.95413303,3.5732985e-05
0.03079608,0.024468035,0.032002002,0.023738742
5.3673983e-05,0.94139206,0.033798933,0.02276057
5.671382e-05,0.93953955,5.722046e-05,0.93909216
0.03265336,0.023891985,5.596876e-05,0.939304
0.950005,3.7699938e-05,0.9504065,3.7014484e-05
0.031591266,0.02384159,0.031342536,0.024244219
0.031016141,0.023827285,0.031430364,0.023512095
4.979968e-05,0.9434618,0.9571045,3.3915043e-05
0.030749023,0.024038196,0.03079617,0.024005204
0.031337142,0.02436775,0.03204018,0.023581833
0.029154181,0.024813682,0.95320296,3.5464764e-05
0.031125426,0.02453658,0.031985104,0.023623884
0.9561759,3.477931e-05,5.1140785e-05,0.941688
