h_1_0,h_1_1,h_1_2,h_1_3,h_1_4,h_1_5,h_1_6,h_1_7,h_1_8,h_1_9
0.9896574,-0.99954,0.92551416,-0.99999964,-0.86970943,-0.27441937,-0.9993145,0.99977744,-0.99999905,0.9969889
0.9945442,-0.9998663,-0.8594131,-0.99960834,-0.8833891,-0.79193413,-0.9180724,0.9998803,-0.9999997,0.99972755
0.9979402,-0.9999995,0.9351467,-0.83015454,-0.9621172,-0.6426174,-0.9968508,0.82470626,-0.9925014,0.99847025
0.26215476,-0.9978051,0.99897057,-0.9125262,0.9986678,-0.98698133,-0.6220033,0.9992775,0.767648,0.999988
-0.98122346,0.022765374,0.737008,-0.4914913,-0.9989313,0.99497575,-0.25844523,-0.8763162,-0.9272017,0.9963527
-0.996236,-0.9915528,0.51952136,0.99858916,0.99590975,0.85170096,0.9702907,-0.9816393,0.99788964,0.9781478
0.037313543,-0.98598194,-0.70296484,0.87484777,0.4177129,0.9648735,0.9047451,-0.96486145,0.9212261,-0.41868687
0.6708848,0.82319075,0.87085223,-0.9923959,0.9162013,-0.3425972,0.99782044,0.986353,-0.93414485,0.9955868
-0.9659896,-0.9996737,-0.9440278,0.8603123,0.96645975,0.99947166,0.9985204,-0.9829966,0.83808297,0.09556119
0.9601325,-0.9995952,0.95575476,-0.999167,0.81540626,-0.9935728,-0.9213225,0.999984,-0.9999599,0.99997413
0.9407902,-0.008450507,-0.15409815,-0.9952796,-0.9749776,0.96591586,0.5444425,0.98081666,-0.9999669,0.92872703
-0.99967164,-0.6344254,-0.21544652,0.99475044,0.96170807,0.99715954,0.91247505,-0.99484885,-0.94888353,0.9933522
-0.99976504,-0.99486774,0.62162334,0.99453694,0.999677,0.93672264,0.2789954,-0.8266922,-0.78710663,0.9999681
0.7111201,0.8433173,0.9908336,-0.90775,0.8096059,0.9591848,-0.52258706,0.98771137,-0.99011606,0.99997765
0.76919895,0.30603394,0.9746577,-0.9866004,0.7263504,-0.74974746,-0.030711658,0.99969006,-0.9949567,0.97506416
-0.01829335,0.95561403,0.95463216,-0.9974133,0.73831457,-0.2485056,0.468375,0.9995286,-0.999964,0.99877566
0.71227163,0.74541444,0.9699555,-0.9654316,-0.4803697,-0.5546791,-0.81509054,0.9836199,-0.99877733,0.99604553
-0.99989575,0.088146135,0.99985445,-0.025544954,0.999623,0.6010959,-0.77166474,0.97170246,-0.90818167,1.0
-0.9993437,-0.88942194,0.54824555,0.9975837,0.9936561,0.96221554,0.97925293,-0.9943048,0.95813507,-0.21990363
0.8591058,-0.004415863,0.89521444,-0.99992603,-0.8102257,0.6292272,-0.7687715,0.99923605,-0.9999993,0.9890892
-0.698237,-0.21224248,0.78967184,0.9524358,0.9845131,0.81802493,0.97126013,-0.80697966,0.9996392,0.99974835
-0.97650427,-0.9997974,-0.9512785,-0.029781917,0.91678065,0.9338544,0.980215,-0.96540654,-0.96983033,-0.8235606
0.84672093,-0.75635636,0.943757,-0.662708,-0.9125034,0.04840034,-0.85040313,0.9273984,-0.9904659,0.99987465
-0.78852403,-0.7973957,0.58912534,-0.99715585,0.08145384,0.90006226,-0.5517996,0.9440602,-0.98701984,0.98697335
0.9325953,-0.9996406,0.9751041,-0.9998991,0.6554105,-0.98137784,-0.66432387,0.99988127,-0.9999909,0.99907273
0.85130894,0.11076217,0.99673593,-0.99983823,-0.56442857,-0.56237566,-0.9279558,0.98851854,-0.99998486,0.9963893
0.33929503,0.474916,0.94661736,-0.96606845,-0.01682282,0.4928976,0.3609821,0.9728358,-0.99957466,0.9813617
0.26510596,-0.99527055,0.65301114,-0.3459539,-0.071621224,0.8208001,0.842128,-0.9731836,0.7947924,-0.9057721
0.99857473,0.5367479,0.99241704,-0.99586046,0.99762076,-0.99524677,0.99961174,0.9993599,-0.9958138,0.9996233
-0.98891217,-0.99862766,-0.9280439,-0.9110818,0.93542737,0.98135763,0.92639685,-0.94564176,-0.98636943,-0.98777
-0.9999067,0.9986539,0.9981557,-0.99992293,-0.58011246,0.9984852,-0.7576194,0.99985564,-0.99996424,0.99550664
-0.953611,0.6084412,0.92883044,-0.9040107,-0.6217774,0.838057,-0.67660594,0.9889727,-0.9578001,0.74885267
-0.9936243,-0.50445384,-0.32619974,-0.9974026,-0.88484174,0.99997073,-0.98522556,0.837479,-0.9992646,0.9978244
-0.9660514,0.9364892,0.8838809,-0.99999344,-0.6949233,0.99452114,-0.19204327,0.9999402,-0.9999987,0.99942875
0.1929032,0.7508806,0.8998418,-0.95625234,-0.35765475,0.40701702,-0.5579476,0.9971176,-0.9999792,0.9994732
-0.3127542,-0.77838975,0.65845615,0.9918506,0.9420079,0.9901773,0.95369947,-0.992597,-0.19558327,-0.21273151
0.8866649,-0.90724975,-0.905545,-0.99965215,-0.99534744,0.79123265,-0.4468492,0.96971935,-0.9999734,0.37621543
-0.45343736,0.9373011,0.98574597,-0.99998814,-0.99540854,0.9864915,-0.835299,0.99601465,-0.9999957,0.923301
0.72656053,-0.3548393,0.88950545,-0.99878716,-0.2794786,0.55613935,-0.85365623,0.99853367,-0.99972516,0.9953327
0.42984143,0.6351372,0.9573187,-0.9475638,-0.8027039,-0.22444677,-0.9135174,0.99161595,-0.9974712,0.9960212
-0.9987453,-0.989092,-0.44130802,0.9327969,0.97147584,0.8005767,0.99557394,-0.99297947,-0.9457979,-0.062456913
-0.9874351,-0.99367833,0.5227139,0.17415357,0.9915841,0.45276225,0.97763807,-0.9455104,-0.37710562,-0.9774429
-0.8147051,-0.89748937,0.5417262,0.99917287,0.618062,0.9901379,0.5816117,-0.99615943,-0.12702338,0.37805906
-0.9965468,-0.99979866,-0.9045587,0.9554666,0.42674217,0.9987946,0.6836347,-0.99789643,0.9997058,0.9799809
-0.102414675,0.6626753,0.9026608,-0.9976807,-0.93261653,0.3777211,0.26600868,0.9922123,-0.99995255,0.97928303
-0.9383887,-0.99998957,-0.18467963,-0.99398607,0.987838,-0.74080515,0.11415991,0.9996741,-0.9999994,0.99996436
-0.99748975,-0.9999973,-0.45093536,0.7304498,0.9988668,-0.41972184,0.9845869,-0.966216,-0.33292904,0.09487061
0.9250202,0.17908216,0.9151817,-0.99551064,0.13505761,0.2702432,0.41246736,0.99226004,-0.9998779,0.9983078
0.9160802,-0.9857466,-0.861442,-0.94064766,0.9697025,-0.8640042,0.99801064,0.9527372,-0.62983304,0.9987824
-0.9996866,-0.18423814,-0.31606296,0.95396256,0.999544,0.82950425,0.9872815,-0.58993906,-0.9940427,0.99591976
-0.9958624,-0.91202265,-0.13726862,-0.50214326,0.99910206,0.9921152,0.99657637,-0.012319313,-0.8393181,-0.5832867
-0.5103193,-0.99678737,-0.22707018,0.70855606,0.81322324,0.99344826,0.974415,-0.99333483,0.8382967,-0.92470187
0.8389259,-0.42797226,0.50009996,-0.9999757,0.42765832,-0.34708366,-0.97990704,0.99287385,-0.99993646,0.99024856
0.54892015,-0.71340466,-0.8004327,-0.9990476,-0.9920113,0.98304546,-0.82542336,0.9174157,-0.99903744,0.5475026
-0.9368199,-0.9859918,0.9939607,0.9999856,0.9812381,0.98430485,0.84066725,-0.9998687,0.9792032,0.9051059
-0.7351461,-0.97923434,0.9632497,-0.9994744,0.98355174,-0.9966646,0.42470723,0.9999175,-0.9936459,0.99819815
-0.99993664,0.9860227,0.9739819,-0.9815473,-0.9605378,0.999366,-0.7347521,-0.5447417,-0.69880897,0.8646177
0.118543014,-0.5522696,0.89345664,-0.99999684,-0.95912236,-0.75104773,-0.5469994,0.9992732,-0.9999989,0.9998891
0.999828,0.4513645,0.98774505,-0.9999912,-0.90128785,-0.94166,0.9849333,0.99414057,-0.9999479,0.99992126
-0.8664469,-0.97294754,-0.7201009,-0.15781018,0.9545551,0.83096594,0.99933493,-0.7990275,-0.9395823,-0.82607204
0.98507744,0.7874126,0.9191681,-0.9998878,0.69023263,-0.20892918,0.7491805,0.99977297,-0.9999938,0.9809488
-0.9999347,-0.9979587,0.9265955,0.9850982,0.99522734,0.9920867,0.6404788,-0.96626484,-0.9207503,0.9999997
-0.99985325,-0.9996931,-0.5506911,-0.9127806,0.99991155,0.9223945,0.9991298,-0.9673542,-0.9926759,-0.88308316
-0.9049927,-0.99912035,-0.06933704,0.4928587,0.9142631,0.8832877,0.9303535,-0.99438095,0.8290709,-0.6749871
-0.97731125,-0.99164903,-0.48103642,0.850593,0.94009584,0.99508667,0.98813295,-0.97427183,0.9508074,0.0057238974
-0.8596077,0.9599568,0.9039544,-0.99301106,-0.9630804,0.99343103,-0.53011024,0.9997714,-0.9996728,0.97962075
-0.9975115,-0.98878586,-0.043449547,0.96648186,0.998547,0.4350172,0.9762755,-0.9701985,-0.4169351,0.7056469
-0.2543431,-0.7869747,0.8875033,0.9417518,0.9823982,0.9132552,0.963737,-0.61373585,0.99707395,0.9899597
0.84954655,0.98475504,0.99744475,-0.995094,-0.6466254,-0.34156072,-0.49769005,0.9995443,-0.99991477,0.99994725
0.90242225,-0.9950643,-0.84809536,-0.9999968,-0.4058949,0.05909295,0.90150934,0.99183327,-0.9999624,0.7648116
-0.9999452,-0.98466694,0.9671951,0.9985714,0.9995826,0.84099656,0.93171984,-0.9910325,0.7275681,0.9997465
-0.99874747,-0.9971468,0.37612143,0.9777209,0.998134,0.7539464,0.9440797,-0.99908346,-0.104855284,-0.63804036
0.65653056,-0.986252,0.9655493,-0.99998146,0.5435209,-0.7591372,-0.9833368,0.99770343,-0.9967999,0.9152568
-0.86434513,-0.99636096,0.45964694,0.99984765,0.52733386,0.96964985,0.9899973,-0.99949265,0.9654571,0.81072557
0.40638283,-0.9905117,0.9082427,-0.9999999,0.9957832,-0.9590325,0.009171273,0.9999985,-1.0,0.9998313
0.99878734,-0.49287617,0.57714057,-0.99999785,0.40529332,-0.9372307,0.92211294,0.99978185,-0.9998876,0.9999827
-0.9995562,-0.8755021,0.9930451,0.9994005,0.9985257,0.9405858,0.35671303,-0.9977602,0.9164868,0.9998245
-0.9954142,-0.9871202,0.7798126,0.99997973,0.80634665,0.996909,0.9775127,-0.99940664,0.9829885,0.9378826
-0.9888848,-0.9954315,0.6291817,-0.9978668,0.99902946,0.03509877,-0.9560648,0.9998331,-0.9930786,0.9995159
0.71364224,0.6946838,0.68560266,-0.99602747,-0.8610126,0.9029985,-0.057205573,0.97279245,-0.9917119,0.35373208
0.28676587,-0.9199141,0.28541332,0.46735528,0.98774946,0.3882149,0.9648769,-0.51902276,0.98996484,0.9475121
-0.9960855,-0.98372567,-0.37635654,0.7307586,0.84353393,0.95333123,0.92384297,-0.99885994,-0.58763564,-0.9970868
-0.99326617,-0.9959825,-0.45339325,0.95385766,0.9993975,0.82020164,0.9965549,-0.8642753,0.89024913,0.9970392
0.71756166,-0.95816344,0.9185533,0.9999222,0.7039749,0.9790746,0.50069,-0.99464506,0.54944366,0.92588234
-0.99793315,-0.99454176,-0.8235596,-0.7659722,0.99521685,0.93132573,0.98083127,-0.47196853,-0.53511316,-0.82873577
0.26089033,0.8055055,0.9951014,0.99995816,0.99643,0.9866981,0.8814627,-0.92586225,0.997106,1.0
-0.3764083,-0.8996068,0.9945681,0.9993105,0.9833286,0.9969215,-0.004167964,-0.9988399,-0.13463801,0.999882
-0.6442375,-0.9998168,-0.8880053,0.9183061,0.98758864,0.95325387,0.9952719,-0.997296,0.98184705,0.79246414
-0.24489522,0.91276217,0.9785917,-0.99986356,0.9234422,-0.56785727,0.027240371,0.9999958,-0.9998085,0.9989136
-0.99915075,-0.96369296,0.84725285,0.33553213,0.94769704,0.66838986,0.66761476,-0.96283853,-0.1452983,-0.794773
-0.88209504,0.7860253,0.80765474,-0.99997944,-0.39418218,0.6961193,0.7380667,0.99983734,-0.9998075,0.99664044
0.173376,0.94829434,0.986775,-0.9989613,0.6941977,0.13378106,0.8076965,0.9971652,-0.9999619,0.94801193
-0.9984767,-0.9761987,0.9935651,0.99627864,0.9997854,0.7296911,0.8485169,-0.9640616,0.7593935,0.9997086
-0.16549557,-0.9955192,0.9962445,0.98848426,0.9968632,0.96672153,-0.56819934,-0.8848388,0.9999436,0.9999998
-0.79594374,-0.9782221,0.79769385,0.99239546,0.922743,0.94823325,0.99796146,-0.98444515,0.9714628,0.9873469
-0.15312898,0.4240369,0.9002492,-0.9999985,0.08070599,0.30023682,-0.60837215,0.9999997,-1.0,0.9999174
-0.157116,0.90078735,0.8753725,0.8467712,0.9854259,0.8813864,0.97046715,-0.71416676,0.9875938,0.99331737
-0.8429987,-0.9921239,-0.40878174,-0.16224815,0.9801526,0.9714738,0.9877497,-0.08052164,0.9996364,0.9676674
-0.98454046,-0.9827848,-0.8838098,-0.99999994,0.97980165,0.9485969,0.95570874,0.99979055,-0.99996907,-0.7158268
-0.99458617,-0.9999763,-0.95241106,0.7319551,0.8538774,0.9990304,-0.6415309,-0.9957702,0.8750293,0.99736893
-0.5704145,0.9900903,0.9880209,-0.99351317,0.9933927,-0.9211009,0.9918328,0.99990654,-0.98225695,0.99971247
-0.64883286,-0.7814165,-0.07501287,-0.9995881,0.9100037,0.64618176,0.8919716,0.11046091,-0.8929992,-0.8960855
-0.9697896,-0.99091566,-0.069040775,0.94595,0.9298308,0.9539433,0.9980854,-0.99447674,-0.9962127,0.020479025
-0.9980351,-0.9999235,-0.94085413,-0.7735759,0.9914644,0.9969322,0.98906213,-0.9962907,-0.7244953,-0.98264354
-0.93440974,-0.9998728,0.9967606,0.9561771,0.99837375,0.9180231,-0.5212441,-0.99048495,0.9996316,0.999941
-0.99176997,-0.99356854,0.2526775,0.9583314,0.8161605,0.98495185,0.9591652,-0.9993595,-0.8711055,-0.9322357
-0.8374268,-0.9985489,-0.9458547,-0.98013365,0.62686926,0.9864033,0.97841,0.8374111,-0.99999976,0.99992347
0.5441581,-0.9918309,-0.18642022,0.99567395,0.33925736,0.97707295,0.9920297,-0.9941604,0.6693351,-0.94101936
0.92695343,-0.9999427,0.27545798,-0.99978024,0.09898022,-0.9914524,-0.9964922,0.9999851,-0.99998516,0.9983826
0.5378883,0.79488575,0.99385715,-0.9994334,-0.89865893,-0.8600091,-0.98694074,0.99995685,-0.9999959,0.99993384
0.9905725,0.8719159,0.97480196,-0.9998669,-0.7084012,-0.028116932,0.026835594,0.99955684,-0.99990183,0.9997111
-0.91456383,-0.877322,0.3217341,0.9915242,0.8937217,0.9567465,0.7773175,-0.9894008,-0.7415557,-0.6629441
-0.1477862,0.83482134,0.70166,-0.9999682,-0.9071883,0.15681255,-0.669372,0.99996,-0.99999475,0.98250085
0.66347384,0.3422331,-0.3482206,-0.9998203,-0.99413425,0.48856527,-0.75129503,0.99923265,-0.999949,0.99383056
-0.89407516,-0.62994313,0.97975713,0.9991482,0.9912377,0.8844894,0.9714112,-0.997551,0.9969188,0.99961936
0.9520388,-0.30411518,-0.5588915,-0.9996473,-0.7614257,-0.49833307,0.949507,0.9960126,-0.999572,0.9554066
-0.99978405,0.91827637,0.9888371,-0.9959188,-0.5870051,0.84275156,-0.94988066,0.8059478,-0.9788871,-0.019617997
-0.2356286,0.7968431,0.98705316,-0.99517345,-0.578456,-0.09995807,-0.85438055,0.99992144,-0.999974,0.9998221
0.99390113,-0.994031,0.9889633,-0.9216367,-0.78014934,-0.9898047,-0.9954557,0.9943991,-0.99011487,0.99678624
-0.9886313,-0.7281693,0.98751736,0.99993986,0.9922125,0.9767593,0.95140624,-0.9996018,0.9219744,0.99967265
-0.8854095,-0.85736847,0.40969208,-0.64157116,0.49269882,0.92688674,0.7588382,-0.9896032,-0.56473196,-0.98471993
0.61567026,-0.8710294,0.71903807,-0.99999964,-0.96860355,-0.47546446,-0.9786903,0.99996847,-1.0,0.9988467
-0.99070406,0.67086905,0.92544013,-0.99983734,-0.8270553,0.62600803,-0.73373765,0.9999969,-0.9996245,0.9978001
-0.95443296,-0.99030304,0.9393914,0.9998504,0.96441424,0.9510471,0.75211525,-0.9962192,0.8607539,0.9999624
-0.96747524,-0.9385187,0.9551418,0.9996777,0.9782908,0.9737911,0.9341031,-0.9975483,0.9781462,0.95352805
-0.8964784,-0.97983134,-0.14735904,0.97656775,0.9585612,0.9373484,0.93560547,-0.9280257,0.94645685,-0.2734797
-0.6614888,-0.9985292,0.17671575,0.9933683,0.5578954,0.87987554,0.85481346,-0.9938066,0.99626875,0.8809647
-0.7517932,-0.72416604,0.6901384,0.99814546,0.7968351,0.963427,0.71851194,-0.9821165,-0.045644507,0.9873117
-0.9232797,-0.8826505,-0.6393448,-0.9976429,-0.8374377,0.7067854,-0.67511433,0.99976367,-0.99995065,0.98259014
-0.08696678,0.0052396543,0.8993147,0.99254125,0.99541044,0.8509779,0.9930887,-0.6908147,0.99769104,0.99992615
0.8701147,-0.9706017,0.97035885,-1.0,0.35723028,-0.96612483,-0.9998038,0.9999995,-1.0,1.0
-0.7639026,-0.97010297,-0.67887866,-0.99999803,0.9539918,0.7829656,0.83047354,0.48572427,-0.9902076,-0.9548885
0.7568905,0.9942841,0.9936543,-0.99296343,0.9987793,-0.93246067,0.99674964,0.99498296,-0.99762446,0.9990146
