h_2_0,h_2_1,h_2_2,h_2_3,h_2_4
-0.9488791,0.99677444,0.9923852,0.998898,-0.93708825
0.907424,-0.15592986,-0.96276176,-0.9595557,0.6968941
0.97987974,-0.98380685,-0.9818275,-0.99131656,0.96430546
-0.9912438,0.9991681,0.9846071,0.9990252,-0.94972944
0.9746226,-0.83673966,-0.97972023,-0.48142686,0.96452653
-0.9963097,0.9982224,0.99662554,0.99988437,-0.9853834
0.7477559,-0.5222839,-0.9072722,-0.89673066,0.8655381
-0.9921293,0.9491412,0.9902697,0.9944638,-0.9804989
-0.9771336,0.90134215,0.9454465,0.9761903,-0.8846215
-0.99362034,0.9977659,0.9848081,0.9982617,-0.97301924
0.9587199,-0.993192,-0.71200985,-0.98611534,0.9944598
0.9686376,-0.9762581,-0.9841794,-0.99257606,0.96343935
0.99022174,-0.9567081,-0.98151904,-0.9897343,0.98493356
-0.66018295,0.9730138,0.9302101,0.99613845,-0.5633903
-0.891651,0.9912845,0.98230666,0.9950404,-0.65469617
0.9965665,-0.9994827,-0.9880961,-0.9899895,0.9984752
-0.9718413,0.9989423,0.99427664,0.9991704,-0.9576506
0.9672987,-0.95788246,-0.8049512,-0.9911691,0.9715063
-0.81587327,0.9497983,0.9815351,0.99823636,-0.538587
-0.9818858,0.9978891,0.99824184,0.99925053,-0.9933308
0.97213596,-0.9534599,-0.9857665,-0.73962665,0.9424121
0.931908,-0.9850154,-0.7042446,-0.98895216,0.98575646
-0.99105465,0.9966597,0.98543316,0.9975402,-0.97653085
-0.89512104,0.99013287,0.98795676,0.9991764,-0.8704128
0.98878556,-0.9042496,-0.9987871,-0.9842899,0.9857749
0.8760568,-0.04932788,-0.86564445,-0.9841026,0.5710097
-0.79489976,0.99867564,0.9319838,0.9936646,-0.5956736
-0.8714332,0.99816644,0.9689119,0.995737,-0.74917805
-0.9093286,0.99351335,0.9908405,0.99937284,-0.91653776
0.9990234,-0.9995043,-0.9989932,-0.99944127,0.99872816
-0.9388132,0.9935232,0.9964099,0.9997177,-0.9250269
0.875357,-0.9393478,-0.21794319,-0.8939777,0.98976326
-0.38731965,0.5765434,0.7251359,-0.43284565,-0.5001197
-0.9842566,0.9168332,0.8772018,0.49103153,-0.95571566
-0.9308491,0.9994433,0.9816737,0.9908873,-0.89564955
0.8645735,-0.97739697,-0.6291191,-0.9606356,0.97055846
0.9442715,-0.9924951,-0.95022625,-0.97798264,0.96926326
0.99809325,-0.9996686,-0.9951741,-0.9901876,0.9992404
0.99536204,-0.99872667,-0.98061013,-0.99826586,0.9947937
0.9986925,-0.9997518,-0.9945465,-0.9908225,0.99955153
0.9046412,-0.9939357,-0.07503874,-0.8152347,0.93656135
0.9056519,-0.65700567,-0.71538097,-0.076421544,0.9361064
-0.9652131,0.99730015,0.9981757,0.9997234,-0.9730305
-0.9936654,0.99851876,0.99398464,0.99965906,-0.9959341
0.9854286,-0.901164,-0.9842863,-0.9820845,0.9697797
-0.99748206,0.9996764,0.99928206,0.9996122,-0.9984817
0.9945145,-0.99768656,-0.9830458,-0.9870425,0.99901396
0.9758824,-0.9385813,-0.9868987,-0.95615333,0.88387746
-0.8442167,0.9990561,0.94959646,0.99263906,-0.7407263
-0.711371,0.99272656,0.91474205,0.9936806,-0.11750562
0.97936517,-0.85225755,-0.9973483,-0.97096974,0.9760933
0.9951209,-0.9909323,-0.99268,-0.994039,0.9965308
0.9850245,-0.95255536,-0.9828705,-0.99316996,0.9792224
0.9992757,-0.9994153,-0.99922043,-0.9993174,0.99929994
0.70974344,-0.4912187,-0.7602484,-0.860719,0.9009639
-0.99573654,0.9985628,0.9982403,0.99987805,-0.99247
0.99644935,-0.9972741,-0.9981662,-0.98861563,0.9962184
-0.8741385,0.9940096,0.9854994,0.99873006,-0.9374145
-0.9928515,0.99836934,0.97661036,0.9906303,-0.96985793
0.99635285,-0.9986149,-0.99363357,-0.976194,0.99816877
0.8153008,-0.93448275,-0.7200587,-0.8896937,0.9120781
0.9944763,-0.99770254,-0.9796644,-0.98461676,0.9987967
0.99914587,-0.99962735,-0.9986664,-0.9984986,0.9994556
0.98363143,-0.9600957,-0.9884022,-0.9719784,0.9726704
-0.9345177,0.7763047,0.90919524,0.998459,-0.8934733
0.9943476,-0.97151774,-0.9882807,-0.98937297,0.9923379
-0.9891531,0.99182206,0.9563336,0.9693285,-0.9538133
0.98183095,-0.98909795,-0.99042565,-0.99615014,0.97790855
0.96340644,-0.9882007,-0.9782703,-0.9917367,0.96827924
0.8844704,-0.97043765,-0.821488,-0.9826959,0.8831918
0.9750872,-0.9811181,-0.9820696,-0.9933355,0.9544675
0.9945967,-0.99314606,-0.9970393,-0.9959324,0.99295473
-0.9660871,0.99791354,0.9476013,0.99945426,-0.8818164
0.8891717,-0.9563649,-0.9593887,-0.9546978,0.82692885
0.99243885,-0.9958245,-0.9970171,-0.99682015,0.9892532
0.9915465,-0.9939244,-0.9946956,-0.9760948,0.9945972
0.99894387,-0.999432,-0.9988878,-0.999076,0.9989582
-0.980197,0.999299,0.98108685,0.9968123,-0.9205379
-0.9859796,0.98615,0.97770846,0.9971052,-0.8779914
-0.9219282,0.99438184,0.96767044,0.9986326,-0.79445666
-0.97925675,0.99847686,0.99877167,0.99896675,-0.9939562
0.99338555,-0.9944515,-0.9915695,-0.993775,0.98522264
0.7417591,-0.9029049,0.24889344,-0.97382414,0.88242304
-0.93259186,0.99017704,0.9913367,0.9836174,-0.80326843
0.9894333,-0.9682995,-0.9920601,-0.9629661,0.98375547
0.8379254,-0.661638,-0.2500453,-0.905057,0.6715322
-0.74182147,0.99819165,0.88138133,0.9544711,-0.70874554
-0.9707661,0.96669734,0.9095144,0.92851293,-0.8997505
-0.99837494,0.99891144,0.9972928,0.9998243,-0.99728626
0.9922621,-0.99378955,-0.9909305,-0.9919872,0.9965691
0.9083957,-0.9613835,-0.9665869,-0.96990955,0.8672883
-0.9542113,0.9956293,0.9966419,0.99981225,-0.94803333
0.9214944,-0.9795693,-0.21569158,-0.95542926,0.9802568
0.9713957,-0.9494198,-0.965617,-0.9071818,0.97051895
0.9978159,-0.99975246,-0.9848761,-0.99718714,0.99888575
0.999219,-0.9991405,-0.99661237,-0.99716985,0.99798477
-0.9882937,0.99608815,0.9616659,0.98482597,-0.94912636
0.9921232,-0.9456987,-0.99440306,-0.9853404,0.9844968
-0.68989724,0.9946033,0.914856,0.9969626,-0.019711547
-0.98312855,0.98805,0.9482831,0.97482157,-0.9158781
-0.99755955,0.99785817,0.9980867,0.99967295,-0.9955756
-0.9970529,0.999386,0.9991391,0.99973184,-0.9976952
0.9863461,-0.9924431,-0.9916062,-0.996206,0.97698945
-0.9094068,0.9972224,0.987271,0.9960339,-0.80665207
-0.8773713,0.9915234,0.98482597,0.99943376,-0.9231632
0.9993657,-0.99921256,-0.9994943,-0.99921864,0.9990009
0.89709073,-0.87730795,-0.78939146,-0.9187989,0.73195124
-0.9302917,0.99504095,0.9957749,0.9996741,-0.91140044
-0.9938261,0.99844134,0.9924368,0.9995127,-0.9646671
0.9919921,-0.9978578,-0.9780331,-0.9858398,0.99856675
-0.95861304,0.99548596,0.99705094,0.9997072,-0.97175306
0.977975,-0.98815584,-0.87609583,-0.9630066,0.99415165
0.9901196,-0.9845805,-0.95221144,-0.97307444,0.9891084
-0.9190189,0.9918727,0.9933263,0.99953127,-0.8862925
-0.9579902,0.9960973,0.99746215,0.99978906,-0.96425563
0.80938387,-0.9552107,-0.49063933,-0.95501375,0.96551925
0.9828051,-0.98365194,-0.9977654,-0.9828755,0.96734226
-0.72480005,0.9683922,0.97119236,0.9968202,-0.8721084
-0.99665225,0.9991782,0.98795646,0.9986959,-0.9803922
-0.9805728,0.99893874,0.99888027,0.99926,-0.9916374
-0.51436234,0.9857944,0.82622254,0.9995134,-0.48870203
-0.99075794,0.9868579,0.97471094,0.96379274,-0.9764066
-0.4351456,0.9943153,0.6611,0.99702746,-0.82902855
-0.5827778,0.98699677,0.85408807,0.9979233,-0.047194302
-0.98936003,0.9995593,0.9988946,0.9995513,-0.9965841
0.9877524,-0.9766927,-0.9815049,-0.9969586,0.98981583
-0.9825711,0.9834373,0.974328,0.9983297,-0.84908915
0.95256037,-0.940685,-0.93489903,-0.9824574,0.8833931
0.9756986,-0.8830721,-0.9824114,-0.9805313,0.9544003
-0.9164447,0.99281967,0.99535465,0.99956644,-0.8880632
-0.74879354,0.9685445,0.9466069,0.99901867,-0.5668476
-0.9464855,0.9962471,0.99656075,0.9997849,-0.9558965
0.9866151,-0.9881007,-0.98902375,-0.99321204,0.9894614
-0.5106015,0.9910407,0.77369463,0.99176466,-0.87395203
-0.95093495,0.97760624,0.9957043,0.9886796,-0.9876924
-0.9720412,0.85392576,0.8416437,0.03057467,-0.9444357
-0.9610808,0.9955171,0.99503165,0.9948475,-0.9708215
0.9794172,-0.95536435,-0.9217252,-0.9955892,0.9742368
-0.92126656,0.7640725,0.6597425,0.666739,-0.7118079
-0.9710309,0.99908173,0.97078073,0.99771196,-0.867922
-0.9935096,0.9953009,0.9780202,0.9855464,-0.97710836
-0.87205976,0.9743876,0.9863069,0.9990162,-0.72040373
-0.99326694,0.9988593,0.9735502,0.9990865,-0.9311724
-0.3988551,0.67590296,0.7158871,-0.43307713,-0.65466326
-0.992463,0.9979794,0.9755201,0.9998303,-0.98997647
0.9956676,-0.99871266,-0.98327667,-0.99535453,0.9985275
0.99969226,-0.99988496,-0.9994459,-0.99979514,0.99971724
0.9988535,-0.99777573,-0.99918383,-0.997375,0.9973124
-0.9876069,0.9985205,0.96365184,0.9987668,-0.8981955
0.99685836,-0.99828213,-0.9969386,-0.99892575,0.9952317
0.9937253,-0.9925379,-0.99662006,-0.99774927,0.98197865
-0.9251037,0.9954701,0.99459636,0.99964803,-0.9409014
0.9884258,-0.98350734,-0.9570575,-0.9908074,0.95123285
0.9110637,-0.9874185,-0.9871874,-0.9918782,0.95855623
0.9974213,-0.9988367,-0.99690235,-0.9990826,0.9976624
0.9990856,-0.99988383,-0.99506325,-0.99610233,0.99972403
-0.9379763,0.9961311,0.9954332,0.999707,-0.94413716
-0.9591107,0.9260503,0.8856597,0.98750967,-0.760962
0.99789023,-0.99972683,-0.9919222,-0.99545515,0.999062
0.9875556,-0.99612147,-0.98610425,-0.9971388,0.98708963
-0.9366704,0.99485785,0.99568725,0.999717,-0.9245765
-0.953179,0.996107,0.9969202,0.9998007,-0.95342517
-0.9974312,0.9991864,0.99878234,0.999805,-0.99684227
-0.94851935,0.9955088,0.9963468,0.99955904,-0.9708599
-0.78566724,0.99442214,0.9596414,0.99820673,-0.6745982
0.8333936,-0.96866435,-0.595,-0.98211855,0.8166271
-0.7367192,0.9924296,0.9388638,0.9983538,-0.8944247
0.9965652,-0.9990668,-0.9876002,-0.99184275,0.9993079
-0.9667453,0.85466915,0.7879154,0.43804038,-0.8936767
0.9946895,-0.96590275,-0.9913993,-0.99450374,0.99084806
-0.88243544,0.99588597,0.98361313,0.99880373,-0.9401458
0.9804581,-0.94084996,-0.9922852,-0.98728484,0.9784876
0.96650255,-0.9947138,-0.77685905,-0.98756456,0.99586016
-0.98750275,0.99064463,0.96407664,0.9985669,-0.93462974
-0.86268073,0.21795955,0.4695745,-0.38338077,-0.6385642
0.9123976,-0.5930651,-0.96797794,-0.84647214,0.8236554
0.9507245,-0.443656,-0.9895941,-0.91493,0.9093534
0.99677044,-0.9997855,-0.9801201,-0.99759024,0.9988358
0.9516322,-0.8919206,-0.958155,-0.973091,0.84913236
0.99740475,-0.9915431,-0.99896675,-0.99066025,0.98876435
0.84694254,-0.963591,-0.9389342,-0.9340675,0.9116075
0.900262,-0.7872152,-0.96904486,-0.97053736,0.94371235
-0.23626064,0.99625653,0.3778965,0.9691114,-0.19683418
0.99414474,-0.99723333,-0.98320735,-0.98537374,0.9990176
-0.726371,0.99288505,0.9371074,0.9967204,-0.90161854
0.9000646,-0.9515937,-0.9080607,-0.97901607,0.88581896
-0.98134613,0.9988911,0.9989546,0.99948573,-0.9919118
-0.99546045,0.9979392,0.9963295,0.9997915,-0.9813281
-0.99472755,0.9973592,0.9836417,0.9978194,-0.96957797
0.99080783,-0.98555607,-0.98513263,-0.9875758,0.9919248
-0.9772699,0.9987074,0.99855375,0.99971914,-0.9878345
-0.9827965,0.98450756,0.9605812,0.94919163,-0.95527947
-0.98290896,0.998663,0.9987934,0.99928266,-0.9933959
0.9879257,-0.9946494,-0.9817259,-0.9531493,0.9960043
0.9276251,-0.9238225,-0.9295494,-0.88554657,0.9584047
0.9942039,-0.99176097,-0.99849504,-0.9930834,0.9865245
-0.99231935,0.98223877,0.9838325,0.9976968,-0.99261856
0.90344596,-0.80171484,-0.48640206,-0.95361817,0.87400115
0.9939214,-0.9933206,-0.99483466,-0.9964897,0.9940258
-0.95159495,0.9928661,0.996522,0.9995735,-0.944491
0.9871572,-0.95570725,-0.96551985,-0.99507993,0.98169297
-0.91085154,0.9994047,0.97797835,0.9944878,-0.85023624
-0.9390464,0.8800659,0.8212003,0.98137856,-0.59158695
-0.9874342,0.99841315,0.9966212,0.9990332,-0.98556274
0.9896381,-0.9942714,-0.9553922,-0.9804656,0.9839516
-0.99807775,0.9979513,0.9972277,0.9999001,-0.99200916
-0.50061166,0.9924837,0.62317985,0.9839828,-0.63891655
0.99710065,-0.99880946,-0.9965447,-0.99641347,0.9969729
-0.60497785,0.98259276,0.90115404,0.98873216,-0.70466876
0.8901576,-0.8931568,-0.9144489,-0.9932383,0.55857146
-0.9965939,0.9994664,0.9836782,0.9957805,-0.98210675
-0.97933066,0.99891233,0.9987278,0.99949795,-0.98983246
-0.9534333,0.91599315,0.9032615,0.9914233,-0.6216941
0.9891364,-0.97407097,-0.96757287,-0.9894581,0.9892779
-0.9916912,0.999105,0.9853029,0.9976749,-0.9778964
-0.9112102,0.99011135,0.9951554,0.9995048,-0.88862145
0.98652935,-0.99329746,-0.9528825,-0.99032587,0.9968729
-0.8612911,0.93239963,0.3901666,0.99187475,-0.57028717
0.9991987,-0.99956304,-0.9991462,-0.99922997,0.99917567
-0.9901431,0.9993256,0.9829976,0.9977478,-0.9384287
0.7890646,0.22929855,-0.8263214,-0.18077055,0.9476051
-0.9875668,0.98987055,0.95298415,0.97490716,-0.9387807
0.95364773,-0.9886773,-0.9903963,-0.9939863,0.9679344
-0.26026568,0.9955544,0.4231879,0.9706719,-0.012974546
-0.931844,0.99490416,0.99539346,0.9996093,-0.9238791
0.9927784,-0.9968253,-0.98694366,-0.97452074,0.99792814
-0.7851867,0.99675906,0.9373474,0.99710435,-0.29182708
0.8796398,0.16903213,-0.88544333,-0.9787148,0.5444549
0.78951705,-0.824472,-0.31722766,-0.77443206,0.88745636
-0.8457983,0.99539715,0.9865844,0.9988223,-0.84334445
-0.9616081,0.9988085,0.9786611,0.9985875,-0.85664415
-0.9858481,0.9890511,0.9498732,0.98635745,-0.91060185
0.85161823,-0.3124381,-0.8069796,-0.92388433,0.65332514
0.6310136,-0.35398573,-0.8602048,0.24526262,0.7412528
0.9944622,-0.9956388,-0.9975645,-0.9967343,0.99038774
-0.98666656,0.9991624,0.9991638,0.99915,-0.9961559
-0.7851644,0.9963187,0.94465244,0.99936515,-0.88621676
-0.9413962,0.637281,0.98208606,0.97320706,-0.8291038
-0.9451173,0.99645567,0.9961412,0.9997546,-0.9540478
0.9905231,-0.9894004,-0.99335337,-0.99117184,0.9883235
-0.97856545,0.9988087,0.9986618,0.99972004,-0.98755443
-0.93770427,0.9937959,0.99719834,0.99969196,-0.9319577
0.95819783,-0.9563262,-0.716022,-0.98669416,0.96858114
0.9914263,-0.9871906,-0.9935154,-0.993492,0.9924275
-0.9862676,0.9993365,0.99911696,0.9996591,-0.99423635
-0.8398018,0.9963875,0.97131246,0.99796265,-0.9469579
-0.9076568,0.9860996,0.993827,0.99953103,-0.88063425
-0.8687244,0.9896114,0.98782575,0.99948657,-0.8693066
0.9632771,-0.99240106,-0.9507992,-0.9787463,0.96888506
-0.8898602,0.9987289,0.9743938,0.9876962,-0.85989183
0.99732935,-0.9963006,-0.99787396,-0.9970641,0.9965806
0.9518878,-0.9521285,-0.7334013,-0.96179956,0.96587545
0.9986282,-0.9994707,-0.99824804,-0.99775255,0.99884343
-0.9474879,0.9984065,0.9942419,0.99856085,-0.98321193
-0.71223646,0.99354357,0.93559027,0.995255,-0.89934343
0.98296607,-0.99588186,-0.9250098,-0.9740535,0.9949188
-0.91559887,0.9958609,0.990689,0.9994884,-0.95199823
0.98996323,-0.99405086,-0.9906849,-0.99226165,0.9927307
0.93593884,-0.868024,-0.9475934,-0.9195782,0.7386215
0.97675514,-0.95756185,-0.9067559,-0.9958845,0.97030205
-0.9387333,0.9960551,0.9957264,0.9998156,-0.9466746
0.9951384,-0.99147946,-0.99859273,-0.99147916,0.99355584
0.9974933,-0.9967553,-0.9977364,-0.9974475,0.99711484
0.9930514,-0.9976847,-0.97393304,-0.9887392,0.99865746
-0.5206498,0.98120445,0.88216645,0.99903995,-0.59511536
-0.98232806,0.99650556,0.99508697,0.9997401,-0.94992405
-0.87104404,0.99445534,0.98224354,0.9972889,-0.95116675
0.009322701,0.9938012,0.14009006,0.9915283,0.16165613
0.9057943,-0.9879695,-0.77466613,-0.99246114,0.9052922
0.9721472,-0.88286763,-0.9750108,-0.9127908,0.9764395
0.8070587,-0.704219,-0.5233019,-0.93913037,0.79454744
0.98842925,-0.993655,-0.974028,-0.9538506,0.99629587
0.90814936,-0.96725506,-0.84378535,-0.9737208,0.97592425
0.97772545,-0.8835556,-0.97522795,-0.98647255,0.96247345
0.9934076,-0.97952914,-0.99632496,-0.9888764,0.97280777
-0.9846205,0.9988125,0.9954794,0.999612,-0.97018576
-0.74214214,0.9947236,0.92285573,0.9952541,-0.90687186
0.978226,-0.9355298,-0.98807156,-0.971326,0.9421231
-0.9988096,0.9994751,0.9985487,0.99985373,-0.99706006
0.9922541,-0.9365031,-0.9923928,-0.98741394,0.9842796
0.9871085,-0.99417996,-0.99269974,-0.9973775,0.98531616
0.9812264,-0.979429,-0.9917295,-0.9894289,0.9493978
-0.67726547,0.99522203,0.90145224,0.99814355,-0.8851748
0.9955873,-0.999042,-0.97855675,-0.9907989,0.9986331
0.9557282,-0.8331898,-0.96227634,-0.95002794,0.9347958
-0.95784575,0.99645704,0.99761045,0.9998087,-0.9617615
-0.9851609,0.9989896,0.99885553,0.99967384,-0.99309665
-0.68624353,0.99247277,0.9192968,0.9973644,-0.082999244
-0.87201667,0.9844388,0.9835894,0.9989208,-0.772376
0.99283946,-0.99620855,-0.94778013,-0.98379046,0.9928856
-0.9364736,0.9993242,0.98007643,0.99211437,-0.87061816
-0.72073334,0.98007846,0.21243572,0.84629524,-0.3536836
-0.8037774,0.99257165,0.97196376,0.99910724,-0.8634821
-0.92277694,0.9978003,0.9906034,0.9993153,-0.87209404
-0.95230186,0.99645835,0.99703246,0.99980617,-0.9504439
0.9210595,-0.72920096,-0.8861348,-0.977811,0.87748796
0.9873235,-0.9943868,-0.9934094,-0.9972026,0.98411775
-0.89464104,0.9912593,0.98850316,0.99919313,-0.8848346
-0.97156113,0.9972674,0.99735767,0.9974888,-0.98425716
-0.9916205,0.99888176,0.9925786,0.9995519,-0.9666501
0.99979764,-0.9998882,-0.99972755,-0.9997973,0.99976695
-0.9502223,0.85983026,0.6062811,0.08465324,-0.9229623
0.506942,-0.78087246,-0.38840938,-0.8472215,0.8786185
0.9934672,-0.9969344,-0.9933234,-0.99585074,0.99462867
0.8257796,-0.81621796,-0.949827,-0.97706515,0.88966805
0.99936557,-0.99986607,-0.99829274,-0.9980892,0.99964565
0.9935469,-0.9911723,-0.99274737,-0.9930523,0.996278
0.9781415,-0.93210495,-0.944466,-0.99396473,0.9678804
-0.9921491,0.9491518,0.96538234,0.84287417,-0.9857635
0.9770682,-0.6500105,-0.9928049,-0.95110005,0.93663776
0.9014604,-0.38322434,-0.9574658,-0.9605444,0.7800192
0.9696861,-0.88632745,-0.9642525,-0.8189757,0.9783896
0.8621519,-0.5718235,-0.5589681,-0.924195,0.76001936
-0.9220375,0.99427587,0.99310076,0.99955916,-0.93667567
-0.9576527,0.9987342,0.99514264,0.99948084,-0.98618525
0.97517115,-0.9363808,-0.9421923,-0.96468294,0.9759495
0.8898943,-0.9518716,-0.035145935,-0.9597865,0.95107174
0.9811359,-0.99380505,-0.9480565,-0.9811773,0.9966561
-0.93225443,0.99607694,0.99434865,0.999634,-0.94835764
0.69698256,-0.58652014,-0.9187776,-0.8924201,0.76029956
-0.98722804,0.96339196,0.94386697,0.888635,-0.96610117
0.92983174,-0.805646,-0.85141444,-0.9886737,0.89014196
-0.910774,0.7312274,0.81456,0.8556675,-0.7614564
0.89302063,-0.9594799,-0.81862396,-0.9767631,0.8221861
-0.9309107,0.5870277,0.7142752,-0.32464734,-0.8099184
-0.9877824,0.9873336,0.9619224,0.9818664,-0.95688653
-0.935563,0.9926254,0.9966444,0.9996659,-0.9281517
0.99746007,-0.992761,-0.99781466,-0.99098366,0.9882389
0.9806572,-0.99270433,-0.9883213,-0.9954626,0.9762749
-0.7874164,0.91998416,0.9829783,0.99686974,-0.6415697
-0.87799734,0.98141456,0.98477304,0.998941,-0.706741
-0.9832659,0.9987965,0.9989542,0.9989988,-0.99456847
-0.89030874,0.9991864,0.9735382,0.9946045,-0.7980066
0.98873156,-0.98914653,-0.92661476,-0.93090945,0.9932881
0.99920416,-0.9990983,-0.99932784,-0.9984535,0.9985083
-0.6449524,0.9884786,0.9539997,0.9548245,-0.36302572
-0.98924464,0.9911318,0.97828454,0.9985427,-0.94979966
0.99576944,-0.9980477,-0.9887996,-0.99043703,0.99921596
0.9968509,-0.99913204,-0.98876554,-0.9905751,0.9992488
-0.9955142,0.99900115,0.9801537,0.9949567,-0.9795967
-0.90044945,0.997614,0.98726755,0.9991701,-0.8149955
0.9422334,-0.99061245,-0.6559041,-0.9857067,0.9918084
0.9583071,-0.95439786,-0.95364195,-0.986232,0.8515735
0.98563266,-0.9772163,-0.9963144,-0.9793827,0.97195774
0.98489517,-0.9903262,-0.99085987,-0.98833764,0.9746296
0.99568725,-0.98964554,-0.99032104,-0.9930691,0.9940508
-0.90855765,0.9990178,0.96851766,0.9965708,-0.75193334
0.99842656,-0.99825925,-0.9976948,-0.99794716,0.9991504
0.94909865,-0.95132655,-0.83524495,-0.94276166,0.9444615
0.9445315,-0.9249227,-0.9758083,-0.9893176,0.9403294
-0.93720347,0.9958045,0.99423856,0.9996073,-0.9071833
0.9357857,-0.99315614,-0.8397949,-0.95654345,0.98125786
0.9471656,-0.7995116,-0.98306453,-0.9526678,0.91379505
0.8989799,-0.66052943,-0.90738434,-0.9665226,0.8242459
0.9880114,-0.9719827,-0.9975259,-0.99215376,0.98598236
0.991688,-0.94991016,-0.9860169,-0.9945912,0.98449665
-0.982188,0.96860695,0.9558564,0.9838933,-0.8992123
0.98757446,-0.9946058,-0.9942609,-0.98708826,0.9877678
-0.99794966,0.9975998,0.9966051,0.99940634,-0.99434763
0.99003494,-0.99606323,-0.9881008,-0.9984694,0.9862023
-0.86150223,0.9988228,0.9645843,0.995501,-0.68842924
0.9918719,-0.99416375,-0.99583226,-0.9946437,0.98802257
-0.953852,0.99685615,0.99699897,0.9997727,-0.95318836
-0.7859147,0.9962771,0.9433492,0.9961039,-0.93120307
0.9914671,-0.99623144,-0.99159527,-0.99881727,0.9933189
-0.9627168,0.9972185,0.9977604,0.9997999,-0.96705496
0.997681,-0.99945956,-0.9916985,-0.9929469,0.99943906
-0.9313425,0.9890072,0.99229896,0.9904785,-0.9849226
0.9961754,-0.99682695,-0.9973923,-0.9970314,0.9961308
0.9869833,-0.9945674,-0.9950822,-0.9794152,0.9876792
-0.86734116,0.96499103,0.9931271,0.9950925,-0.7194816
-0.996,0.99795234,0.99429506,0.99974436,-0.9816381
0.9502822,-0.9571863,-0.632021,-0.9889262,0.96486
-0.9819676,0.90893644,0.86598533,0.36077216,-0.9561136
0.9978868,-0.9994326,-0.992627,-0.9941884,0.9995018
-0.9559771,0.993889,0.9971927,0.999745,-0.94559187
-0.9359087,0.9928554,0.9959904,0.9996873,-0.9163865
0.9816731,-0.9869616,-0.91668886,-0.96197283,0.9588553
-0.9955353,0.99860126,0.99284345,0.999763,-0.98077047
-0.8755922,0.99771005,0.97628903,0.9986531,-0.69431585
-0.9587244,0.9964141,0.99757785,0.9996336,-0.9622698
0.9532628,-0.9618198,-0.9612628,-0.9517606,0.9061351
-0.95971984,0.99511015,0.99489605,0.9996912,-0.9583224
-0.87379026,0.9890031,0.9843058,0.99773955,-0.7476107
-0.9983521,0.99757457,0.99783415,0.9994159,-0.9966322
-0.89265376,0.9965981,0.9604583,0.8983169,-0.8919678
0.9962239,-0.99345094,-0.998461,-0.99339825,0.9889689
