h_2_0,h_2_1,h_2_2,h_2_3,h_2_4,h_2_5,h_2_6,h_2_7,h_2_8,h_2_9,h_2_10,h_2_11,h_2_12,h_2_13,h_2_14
0.5316833,0.07726318,0.5166472,0.0,0.65045923,0.5293249,0.67023045,0.37043464,0.18964696,0.03542185,0.0,0.0,0.55524033,0.027152516,0.0
0.7812327,0.0,0.71574795,0.0,1.1038758,0.91255003,0.7875246,0.6361548,0.0,0.0,0.0,0.0,0.6429539,0.0,0.0
0.0,0.8598353,0.0,0.0,0.0,0.0,0.29748756,0.0,1.0426608,1.2062186,0.0,0.0,0.0,0.59044135,1.0577604
0.8220238,0.21653375,0.6353279,0.0,0.9911154,1.0038576,0.48430467,0.45426622,0.0,0.362129,0.0,0.0,0.55880237,0.12501177,0.0
0.0,1.0239301,0.0,0.0,0.0,0.0,0.0,0.0,1.0689824,1.6634198,0.0,0.0,0.0,1.0216099,1.3026948
0.0,1.2625703,0.14865875,0.0,0.0,0.0,0.0,0.0,1.0168709,1.9779133,0.0,0.0,0.0,1.2359613,1.1923555
0.8416562,0.0,0.72105277,0.0,1.1138809,0.99085677,0.8440954,0.66442716,0.0,0.0,0.0,0.0,0.7306671,0.0,0.0
0.0,1.2770803,0.0,0.0,0.0,0.0,0.1085084,0.0,1.4850329,2.0221767,0.0,0.0,0.0,1.1650237,1.6639239
0.67156285,0.0,0.6803303,0.0,1.0769308,0.9191467,0.7998961,0.65989786,0.0,0.0,0.0,0.0,0.6231325,0.0,0.0
0.0,0.7861896,0.0,0.0035119657,0.09106055,0.08612188,0.26827407,0.0,0.92084295,1.4451346,0.0,0.0,0.0,1.1332908,1.0910573
0.0,1.3564728,0.0,0.0,0.0,0.0,0.0,0.0,1.50598,2.3558128,0.0,0.0,0.0,1.6044776,1.8093158
0.8833467,0.0,0.72418976,0.0,1.1197913,1.0181571,0.790436,0.638067,0.0,0.0,0.0,0.0,0.71727693,0.0,0.0
0.47072756,0.0,0.74910426,0.0,1.1045378,0.81131035,0.8249338,0.6623414,0.045657285,0.0,0.0,0.0,0.52156687,0.033144712,0.0
0.0,1.0354956,0.0,0.0,0.0,0.0,0.14043915,0.0,1.1386058,1.492607,0.0,0.0,0.0,0.8178945,1.2068073
0.0,1.0896285,0.0,0.0,0.0,0.0,0.20864822,0.0,1.2895908,1.5934983,0.0,0.0,0.0,0.8177465,1.3091062
0.6158509,0.042884786,0.5006739,0.0,0.8743618,0.7555738,0.67134774,0.48178038,0.08316482,0.11922522,0.0,0.0,0.5246037,0.011818394,0.07891297
0.0,0.8850231,0.0,0.0,0.026147768,0.0,0.1367793,0.0,1.1461952,1.7003696,0.0,0.0,0.0,1.058943,1.3639494
0.8498396,0.0,0.6914251,0.0,0.9995877,0.92574257,0.7768092,0.58597267,0.0,0.0,0.0,0.0,0.7398223,0.0,0.0
0.0,0.90314955,0.0,0.0,0.0,0.0,0.2218601,0.0,0.97915864,1.2914602,0.0,0.0,0.0,0.5801108,1.0981323
0.0,0.84121877,0.0,0.0,0.0,0.0,0.0,0.0,0.79734516,1.309998,0.0,0.0,0.0,0.6390934,0.97265667
0.66476834,0.0,0.78191745,0.0,1.1767452,0.8904632,0.89015,0.7191373,0.0,0.0,0.0,0.0,0.64061695,0.0,0.0
0.8501036,0.0,0.75702953,0.0,1.1514807,1.0066209,0.785847,0.6559464,0.0,0.0,0.0,0.0,0.68970305,0.0,0.0
0.7710954,0.0,0.78296494,0.0,1.176438,0.96471804,0.83551806,0.69728345,0.0,0.0,0.0,0.0,0.6721704,0.0,0.0
0.0,1.0170609,0.0,0.0,0.062706694,0.019882113,0.30749357,0.0,1.2139906,1.7942473,0.0,0.0,0.0,1.460161,1.4869676
0.71113944,0.0,0.7621417,0.0,1.1267658,0.91944176,0.8208391,0.6658736,0.0,0.0,0.0,0.0,0.6582025,0.0,0.0
0.5633453,0.0,0.6940917,0.0,1.053917,0.81596655,0.81576663,0.60179317,0.10956816,0.0,0.0,0.0,0.5988941,0.061257012,0.0
0.0,1.0289602,0.0,0.0,0.0,0.0,0.25666472,0.0,1.3419485,1.6404701,0.0,0.0,0.0,0.69523895,1.4793959
0.6661169,0.30261922,0.77547,0.0,1.1276255,0.9282923,0.5676545,0.46328163,0.0800933,0.5210429,0.0,0.0,0.5129233,0.26402158,0.1569358
0.81551266,0.0,0.7887949,0.0,1.1821347,0.9937099,0.78141934,0.6728444,0.0,0.0,0.0,0.0,0.66163844,0.0,0.0
0.20171165,0.37061182,0.27842987,0.0,0.35417783,0.28459698,0.19906709,0.0,0.30749032,0.75740063,0.0,0.0,0.19231167,0.4607908,0.51821315
0.64809287,0.0,0.7872275,0.0,1.1848747,0.8698889,0.83842134,0.69317245,0.023620846,0.0,0.0,0.0,0.58363605,0.0,0.0
0.80027425,0.0,0.67573225,0.0,0.854666,0.8210033,0.7454399,0.5226157,0.0,0.0,0.0,0.0,0.76514953,0.07349594,0.0
0.0,1.3010727,0.0,0.0,0.0,0.0,0.36580253,0.0,1.720965,2.0384717,0.0,0.0,0.0,1.3782221,2.0565252
0.77913463,0.0,0.7363429,0.0,1.0810742,0.9490742,0.87679,0.67624784,0.0,0.0,0.0,0.0,0.74361855,0.0,0.0
0.7039455,0.047135357,0.712981,0.0,1.1073732,0.83813226,0.74295133,0.60523266,0.05131045,0.12035857,0.0,0.0,0.5410638,0.0070687607,0.08904193
0.7710954,0.0,0.78296494,0.0,1.176438,0.96471804,0.83551806,0.69728345,0.0,0.0,0.0,0.0,0.6721704,0.0,0.0
0.0,1.0012257,0.0,0.0,0.0,0.0,0.0,0.0,0.9734491,1.4698453,0.0,0.0,0.0,0.7159675,1.1314455
0.7729717,0.0,0.67225194,0.0,1.069176,0.98389506,0.7475443,0.63486946,0.0,0.0,0.0,0.0,0.6488204,0.0,0.0
0.0,1.1398848,0.0,0.0,0.0,0.0,0.0,0.0,1.2308897,1.9128507,0.0,0.0,0.0,1.1645312,1.528607
0.023983017,0.6793174,0.11767228,0.0,0.0,0.0,0.16588774,0.0,0.6484381,0.984823,0.0,0.0,0.06930156,0.7947327,0.81842023
0.0,0.9403411,0.0,0.0,0.0,0.0,0.12619072,0.0,0.96787834,1.3552873,0.0,0.0,0.0,0.84309155,1.0774969
0.7410859,0.0,0.71573174,0.0,1.059929,0.92632246,0.8703478,0.6606957,0.0,0.0,0.0,0.0,0.72891337,0.0,0.0
0.0,0.9900852,0.0,0.0,0.0,0.0,0.11748339,0.0,1.023451,1.3944495,0.0,0.0,0.0,0.76956445,1.0617466
0.0,1.1503996,0.0058021694,0.0,0.0,0.0,0.0,0.0,1.256534,2.0240371,0.0,0.0,0.0,1.3626215,1.42733
0.6773344,0.0,0.6927656,0.0,1.0198612,0.887687,0.8405373,0.6122509,0.0,0.0,0.0,0.0,0.6942088,0.0,0.0
0.0,1.3176516,0.0,0.0,0.0,0.0,0.11613915,0.0,1.5893632,2.0593696,0.0,0.0,0.0,1.2237359,1.8093283
0.79596776,0.0,0.7110839,0.0,1.077473,0.96122074,0.8278219,0.64346874,0.0,0.0,0.0,0.0,0.72002804,0.0,0.0
0.2939819,0.09494146,0.6476562,0.0,1.013166,0.692674,0.74120176,0.59818494,0.13899991,0.21429473,0.0,0.0,0.3661337,0.1445871,0.19624448
0.48596945,0.0,0.73356307,0.0,1.1119616,0.7265608,0.8917311,0.6846271,0.12461526,0.0,0.0,0.0,0.52033675,0.0,0.04744601
0.60997504,0.0,0.59234494,0.0,0.89620984,0.8811561,0.77755487,0.6049749,0.0,0.0,0.0,0.0,0.66802716,0.0,0.0
0.0,0.9789007,0.0,0.0,0.0,0.0,0.13848902,0.0,1.0439577,1.5046757,0.0,0.0,0.0,0.8451796,1.1605325
0.7710954,0.0,0.78296494,0.0,1.176438,0.96471804,0.83551806,0.69728345,0.0,0.0,0.0,0.0,0.6721704,0.0,0.0
0.0,0.98917454,0.0,0.0,0.0,0.0,0.19154678,0.0,1.0368531,1.3061798,0.0,0.0,0.0,0.6044138,1.1330074
0.0,1.0248181,0.0,0.0,0.0,0.0,0.0,0.0,0.9836836,1.717063,0.0,0.0,0.0,0.89714444,1.1204699
0.63300145,0.022178156,0.7614316,0.0,1.1301045,0.84814435,0.7772475,0.6306782,0.02878389,0.058873095,0.0,0.0,0.56407046,0.0,0.0013417155
0.8833467,0.0,0.72418976,0.0,1.1197913,1.0181571,0.790436,0.638067,0.0,0.0,0.0,0.0,0.71727693,0.0,0.0
0.5878736,0.0,0.7810372,0.0,1.1834884,0.8157207,0.8427559,0.6927792,0.07853491,0.030948134,0.0,0.0,0.53252083,0.002324514,0.074579
0.0,1.4416976,0.0,0.0,0.0,0.0,0.051980764,0.0,1.7357626,2.3844457,0.0,0.0,0.0,1.4022796,1.9794167
0.33181414,0.0,0.5468558,0.042022783,0.895356,0.74860656,0.7457996,0.5704286,0.0071736556,0.020070491,0.0,0.0,0.46578765,0.04004612,0.0060473643
0.8416562,0.0,0.72105277,0.0,1.1138809,0.99085677,0.8440954,0.66442716,0.0,0.0,0.0,0.0,0.7306671,0.0,0.0
0.0,1.0153425,0.0,0.0,0.0,0.0,0.0,0.0,1.2119986,2.1122634,0.0,0.0,0.0,1.4814835,1.6634953
0.77913463,0.0,0.7363429,0.0,1.0810742,0.9490742,0.87679,0.67624784,0.0,0.0,0.0,0.0,0.74361855,0.0,0.0
0.0,0.9742028,0.0,0.0,0.0,0.0,0.31122097,0.0,1.1353381,1.3126574,0.0,0.0,0.0,0.7199728,1.3001124
0.0,1.069343,0.0,0.0,0.0,0.0,0.02341029,0.0,1.0878398,1.683025,0.0,0.0,0.0,1.0160737,1.2514836
0.0,1.4101655,0.0,0.0,0.0,0.0,0.0,0.0,1.6059798,2.4171665,0.0,0.0,0.0,1.4811622,2.0706959
0.0,0.9605312,0.0,0.0,0.0,0.0,0.013585895,0.0,0.9806124,1.7152902,0.0,0.0,0.0,1.1016304,1.6028416
0.6411551,0.0,0.64835715,0.040282052,0.9420145,0.8333343,0.717388,0.4890971,0.0,0.0,0.0,0.0,0.6303986,0.00975652,0.0
0.77913463,0.0,0.7363429,0.0,1.0810742,0.9490742,0.87679,0.67624784,0.0,0.0,0.0,0.0,0.74361855,0.0,0.0
0.0,1.4839488,0.0,0.0,0.0,0.0,0.0,0.0,1.6123488,2.6107812,0.0,0.0,0.0,1.6718628,2.045634
0.0,1.1552793,0.0,0.13325009,0.21551034,0.19680105,0.084033445,0.0,1.1011084,2.146321,0.0,0.0,0.0,1.7210126,1.5146333
0.8833467,0.0,0.72418976,0.0,1.1197913,1.0181571,0.790436,0.638067,0.0,0.0,0.0,0.0,0.71727693,0.0,0.0
0.7752647,0.0,0.7260326,0.0,1.1019667,0.97623765,0.7557137,0.62285966,0.0,0.0,0.0,0.0,0.6439516,0.0,0.0
0.70847154,0.0,0.79238343,0.0,1.1855643,0.9232175,0.83444524,0.6937723,0.0,0.0,0.0,0.0,0.6339,0.0,0.0
0.0,0.9977238,0.16548261,0.0,0.2899006,0.2572982,0.13089244,0.0,0.9065683,1.6784134,0.0,0.0,0.0,1.2781467,1.0958613
0.0,1.111605,0.0,0.0,0.0,0.0,0.23264559,0.0,1.3347417,1.7271862,0.0,0.0,0.0,1.1258836,1.4566315
0.08953147,0.46195474,0.13094835,0.0,0.030432165,0.05584819,0.16539943,0.0,0.3917367,0.7171771,0.0,0.0,0.16399363,0.59269726,0.5557682
0.45295918,0.0,0.70870864,0.0,1.0789512,0.73968256,0.82365376,0.6049738,0.18506338,0.077029824,0.0,0.0,0.532381,0.12494351,0.081969544
0.0,1.3460077,0.0,0.0,0.0,0.0,0.07602173,0.0,1.5401601,2.118644,0.0,0.0,0.0,1.0073613,1.7326524
0.84168303,0.0,0.72043884,0.0,1.1042521,0.9655012,0.7837096,0.6368475,0.0,0.0,0.0,0.0,0.6928351,0.0,0.0
0.71733373,0.0,0.77978814,0.0,1.1664771,0.93150264,0.8833086,0.7153073,0.0,0.0,0.0,0.0,0.67639744,0.0,0.0
0.0,1.0499519,0.0,0.0,0.0,0.0,0.0,0.0,1.0138377,1.7488173,0.0,0.0,0.0,1.1234719,1.2594014
0.0,1.4575889,0.0,0.0,0.0,0.0,0.09124998,0.0,1.7350124,2.3588586,0.0,0.0,0.0,1.5420449,2.0418582
0.0,1.3435445,0.0,0.0,0.0,0.0,0.016518325,0.0,1.5227153,2.1986547,0.0,0.0,0.0,1.147891,1.7557037
0.27974766,0.010113887,0.54190886,0.0,0.9334543,0.6711494,0.795934,0.6171856,0.120411776,0.077869534,0.0,0.0,0.39889807,0.04417502,0.12868549
0.0,1.2642338,0.0,0.0,0.0,0.0,0.13218307,0.0,1.3035498,1.868046,0.0,0.0,0.0,1.1392947,1.3394263
0.0,0.86049485,0.0,0.0,0.0,0.0,0.0,0.0,0.8122409,1.3728071,0.0,0.0,0.0,0.9626284,0.9963822
0.77913463,0.0,0.7363429,0.0,1.0810742,0.9490742,0.87679,0.67624784,0.0,0.0,0.0,0.0,0.74361855,0.0,0.0
0.8833467,0.0,0.72418976,0.0,1.1197913,1.0181571,0.790436,0.638067,0.0,0.0,0.0,0.0,0.71727693,0.0,0.0
0.6916367,0.0024229526,0.79872787,0.0,1.1943905,0.9034828,0.7823583,0.6676008,0.0032605622,0.052180644,0.0,0.0,0.57777035,0.013003558,0.015070774
0.37511063,0.53632915,0.18637225,0.0,0.5339978,0.40125692,0.41140765,0.1299901,0.6164508,1.0056351,0.0,0.0,0.07630326,0.5595561,0.85534203
0.4091546,0.0,0.75170124,0.0,1.1090698,0.76427376,0.8262241,0.6601929,0.09195215,0.03584203,0.0,0.0,0.4776829,0.06399877,0.06444754
0.39964932,0.0,0.4806494,0.0,0.8355494,0.77315193,0.7590927,0.59067965,0.0,0.0,0.0,0.0,0.5210919,0.0,0.0
0.35893756,0.2237926,0.4510234,0.0,0.6536787,0.6155479,0.49382314,0.27922696,0.18010311,0.33770132,0.0,0.0,0.40511295,0.2368368,0.060905952
0.15838847,0.8356105,0.0,0.0,0.0,0.0,0.36983645,0.0,1.2907717,1.5370475,0.0,0.0,0.0,0.88535494,1.4427155
0.0,0.72809404,0.0,0.0,0.0,0.0,0.25047415,0.0,0.8777392,1.152211,0.0,0.0,0.0,0.8337023,1.059049
0.0,1.1708928,0.0,0.0,0.0,0.0,0.03781557,0.0,1.3331679,1.8692744,0.0,0.0,0.0,1.072981,1.5596184
0.8416562,0.0,0.72105277,0.0,1.1138809,0.99085677,0.8440954,0.66442716,0.0,0.0,0.0,0.0,0.7306671,0.0,0.0
0.7410859,0.0,0.71573174,0.0,1.059929,0.92632246,0.8703478,0.6606957,0.0,0.0,0.0,0.0,0.72891337,0.0,0.0
0.7540021,0.16876218,0.5892941,0.0,0.7284794,0.6584362,0.44403717,0.2847314,0.058197804,0.1962116,0.0,0.0,0.5190366,0.0,0.0
0.7752647,0.0,0.7260326,0.0,1.1019667,0.97623765,0.7557137,0.62285966,0.0,0.0,0.0,0.0,0.6439516,0.0,0.0
0.55765283,0.0,0.6750095,0.0,1.068779,0.83554244,0.8510381,0.67717755,0.0037141815,0.0,0.0,0.0,0.5802336,0.0,0.0
0.084075555,0.35011047,0.45211422,0.50841767,0.6105068,0.59172475,0.24420008,0.0,0.13347043,0.94584376,0.0,0.0,0.25812504,0.71591175,0.57955545
0.059330598,0.14725357,0.27365464,0.07390613,0.6708446,0.6136342,0.69333065,0.42772853,0.21539202,0.29757887,0.0,0.0,0.34420112,0.19378276,0.21331157
0.64809287,0.0,0.7872275,0.0,1.1848747,0.8698889,0.83842134,0.69317245,0.023620846,0.0,0.0,0.0,0.58363605,0.0,0.0
0.8501036,0.0,0.75702953,0.0,1.1514807,1.0066209,0.785847,0.6559464,0.0,0.0,0.0,0.0,0.68970305,0.0,0.0
0.0,1.3450289,0.0,0.0,0.0,0.0,0.0,0.0,1.4492728,2.165749,0.0,0.0,0.0,1.1641221,1.7668909
0.0,1.33108,0.0,0.0,0.0,0.0,0.0,0.0,1.4244529,2.1572328,0.0,0.0,0.0,1.3176802,1.6353016
0.60599,0.0,0.5304806,0.0,0.88505316,0.886748,0.7170984,0.55916196,0.0,0.0,0.0,0.0,0.612208,0.0,0.0
0.0,1.3287938,0.0,0.0,0.0,0.0,0.0,0.0,1.2857887,1.9457862,0.0,0.0,0.0,1.0385233,1.3910824
0.0,1.0616708,0.0,0.0,0.0,0.0,0.29898825,0.0,1.4769396,1.775208,0.0,0.0,0.0,1.1492106,1.6872102
0.62877434,0.1400722,0.5718171,0.0,0.92801565,0.85918474,0.57563996,0.46603027,0.015826033,0.26620257,0.0,0.0,0.50527525,0.13832875,0.06563994
0.77913463,0.0,0.7363429,0.0,1.0810742,0.9490742,0.87679,0.67624784,0.0,0.0,0.0,0.0,0.74361855,0.0,0.0
0.76925486,0.0,0.7811855,0.0,1.1332889,0.9611138,0.8243288,0.67359424,0.0,0.008275701,0.0,0.0,0.689103,0.19900303,0.0
0.0,0.5732277,0.0,0.0,0.0,0.0,0.14317118,0.0,0.54965496,0.86441875,0.0,0.0,0.0,0.5007437,0.70397025
0.0,1.4597206,0.0,0.0,0.0,0.0,0.0,0.0,1.6792177,2.6857367,0.0,0.0,0.0,1.8537533,2.0925343
