h_1_0,h_1_1,h_1_2,h_1_3,h_1_4,h_1_5,h_1_6,h_1_7,h_1_8,h_1_9,h_1_10,h_1_11,h_1_12,h_1_13,h_1_14
0.0,0.0,0.21050867,0.0,0.30314416,0.30492315,0.010279313,0.0,0.0,0.2320459,0.2552273,0.15285785,0.31027213,0.23787132,0.0
0.258707,0.2200025,0.642766,0.0,0.0,0.0,1.3944739,0.0,0.83605576,0.0,0.0,1.2078699,0.0,0.21619505,0.0
0.1604662,0.5382936,1.0125308,0.0,0.0,0.0,2.2268982,0.0,0.8066479,0.0,0.0,1.474286,0.0,0.0,0.0
0.0,0.49761513,0.5466661,0.0,0.0,0.0,1.502193,0.0,0.41765743,0.0,0.154337,0.60341364,0.0,0.0,0.15297866
0.11460245,0.0,0.30310154,0.0,0.21374248,0.19921473,0.0,0.0,0.12842488,0.26922524,0.15528259,0.2995395,0.3606493,0.16912541,0.0
0.0,0.0,0.041665725,0.0,0.14111498,0.1878855,0.0,0.0,0.087355554,0.3925672,0.20022562,0.1396107,0.21741697,0.37908742,0.0
0.0,0.3666053,0.63703877,0.0,0.0,0.0,1.41731,0.0,0.23105073,0.0,0.03750083,0.9107615,0.11971989,0.0,0.0
0.0,0.0,0.21050867,0.0,0.30314416,0.30492315,0.010279313,0.0,0.0,0.2320459,0.2552273,0.15285785,0.31027213,0.23787132,0.0
0.0,0.24587059,0.8128657,0.0,0.06385687,0.23719174,1.1245784,0.0,0.29135448,0.0,0.14268014,0.8012853,0.20213693,0.0,0.0
0.0,0.11407514,0.4239182,0.0,0.0,0.2747692,0.5275418,0.0,0.1927331,0.0,0.20517461,0.28804904,0.03115356,0.15051894,0.11102232
0.0,0.038534183,0.21024384,0.0,0.31985286,0.15698417,0.21341205,0.0,0.10412738,0.21034428,0.21175379,0.3621025,0.36581016,0.2000756,0.0
0.0,0.32626075,0.7406201,0.0,0.0,0.14227389,0.76342475,0.0,0.47513047,0.0,0.27593726,0.57242054,0.0,0.0,0.014056667
0.0,0.0,0.37042856,0.0,0.38143596,0.3274284,0.09121419,0.0,0.10668616,0.10694033,0.25004256,0.26252505,0.4190781,0.103516296,0.0
0.13784042,0.0,0.50367105,0.0,0.32958445,0.31533226,0.0025131777,0.0,0.20405242,0.06682436,0.23236808,0.34203485,0.52844983,0.0,0.0
0.0,0.0,0.24964747,0.0,0.3270019,0.2943434,0.06627793,0.0,0.062226124,0.24431713,0.19318968,0.24830312,0.33650437,0.2735134,0.0
0.0,0.0,0.098036945,0.0,0.16455883,0.23360105,0.0,0.0,0.0,0.36582622,0.21855089,0.124390826,0.2511514,0.32008776,0.0063409936
0.0,0.0,0.109435,0.0,0.1948488,0.26442826,0.0,0.0,0.0,0.31305197,0.27213475,0.07024966,0.25337017,0.2689209,0.0668595
0.0,0.0,0.15997183,0.0,0.24899648,0.28467572,0.0,0.0,0.0,0.27254894,0.26368102,0.11155376,0.28182113,0.2533961,0.028050482
0.0,0.0,0.098036945,0.0,0.16455883,0.23360105,0.0,0.0,0.0,0.36582622,0.21855089,0.124390826,0.2511514,0.32008776,0.0063409936
0.0,0.32840434,0.39161438,0.0,0.0,0.0,1.191541,0.0,0.56086624,0.0,0.0,0.78348196,0.0,0.14193463,0.0
0.035843704,0.0,0.089586,0.0,0.1329276,0.15414712,0.046689607,0.0,0.0,0.20282483,0.35085937,0.14404874,0.26626378,0.14376184,0.095822014
0.0,0.10366799,0.34889975,0.0,0.15470347,0.17088729,0.36143848,0.0,0.21694686,0.121558726,0.15502252,0.3986689,0.21175611,0.21868147,0.0
0.0,0.0,0.24964747,0.0,0.3270019,0.2943434,0.06627793,0.0,0.062226124,0.24431713,0.19318968,0.24830312,0.33650437,0.2735134,0.0
0.0,0.034912337,0.31158236,0.0,0.41143954,0.34541804,0.12981373,0.0,0.023205727,0.15103984,0.23831981,0.23546605,0.36717412,0.20682174,0.0
0.0,0.36493015,0.6831368,0.0,0.0,0.14148682,1.0069231,0.0,0.6739435,0.0,0.04776576,0.53735745,0.04784417,0.0,0.03069558
0.47924402,0.3205487,1.1338687,0.0,0.0,0.0,1.8267384,0.0,0.54420745,0.0,0.1439433,1.3597528,0.0,0.0,0.0
0.0,0.29002514,1.3290248,0.0,0.0,0.0,1.6972677,0.0,0.76591706,0.0,0.0,1.364264,0.0,0.0,0.39149982
0.32363302,0.37130618,0.5508467,0.0,0.0,0.0,1.9914399,0.0,0.7034193,0.0,0.0,1.2015864,0.0,0.0,0.0
0.0,0.034912337,0.31158236,0.0,0.41143954,0.34541804,0.12981373,0.0,0.023205727,0.15103984,0.23831981,0.23546605,0.36717412,0.20682174,0.0
0.0,0.09870438,0.105357505,0.0,0.0,0.24912898,0.082415186,0.0,0.071640246,0.14540222,0.23085962,0.0,0.0,0.2567387,0.27493253
0.0,0.0,0.29709566,0.0,0.26670834,0.24552654,0.023909755,0.0,0.20559965,0.25299188,0.15132856,0.3295033,0.38618964,0.22137481,0.0
0.0,0.0,0.20066057,0.0,0.272639,0.23253858,0.036547296,0.0,0.003768295,0.18687409,0.30138952,0.17556442,0.33776093,0.13167864,0.0
0.0,0.0,0.23824942,0.0,0.29671192,0.2635162,0.062509306,0.0,0.1221192,0.2970914,0.13960584,0.30244428,0.33428562,0.32468027,0.0
0.0,0.0,0.098036945,0.0,0.16455883,0.23360105,0.0,0.0,0.0,0.36582622,0.21855089,0.124390826,0.2511514,0.32008776,0.0063409936
0.0,0.0153550245,0.28878626,0.0,0.3508596,0.28376365,0.12227651,0.0,0.1429919,0.25658837,0.1311521,0.3437484,0.3627366,0.30915546,0.0
0.0,0.007994704,0.26104552,0.0,0.35729188,0.3251706,0.07004654,0.0,0.0023330376,0.19154286,0.24677356,0.19416195,0.33872312,0.22234653,0.0
0.0,0.2194365,0.39514023,0.0,0.0,0.09088895,0.60839826,0.0,0.17956698,0.05666192,0.13191164,0.46545172,0.040387303,0.22368011,0.0
0.0,0.4989871,0.79407525,0.0,0.0,0.0,2.1732602,0.0,0.44738814,0.0,0.0,1.6139064,0.0,0.09548715,0.0
0.0,0.0,0.19911063,0.0,0.2728542,0.27409595,0.0065106973,0.0,0.041353427,0.28482017,0.20164344,0.20699902,0.30805337,0.28903818,0.0
0.0,0.0,0.24964747,0.0,0.3270019,0.2943434,0.06627793,0.0,0.062226124,0.24431713,0.19318968,0.24830312,0.33650437,0.2735134,0.0
0.0,0.12562202,0.15589434,0.0,0.0,0.26937643,0.14218241,0.0,0.09251294,0.1048992,0.22240588,0.0,0.00870879,0.2412139,0.23612353
0.0,0.0,0.098036945,0.0,0.16455883,0.23360105,0.0,0.0,0.0,0.36582622,0.21855089,0.124390826,0.2511514,0.32008776,0.0063409936
0.0,0.0,0.21050867,0.0,0.30314416,0.30492315,0.010279313,0.0,0.0,0.2320459,0.2552273,0.15285785,0.31027213,0.23787132,0.0
0.4129133,0.5592884,0.6950278,0.0,0.0,0.0,1.6128534,0.0,0.47371992,0.0,0.0,1.0305829,0.0,0.0,0.25175
0.0,0.0,0.066789895,0.0,0.07234764,0.092492715,0.039152376,0.0,0.015163336,0.30837333,0.24369165,0.25233108,0.26182625,0.24609557,0.0
0.0,0.0153550245,0.28878626,0.0,0.3508596,0.28376365,0.12227651,0.0,0.1429919,0.25658837,0.1311521,0.3437484,0.3627366,0.30915546,0.0
0.0,0.0,0.11499867,0.0,0.2558426,0.26978734,0.0,0.0,0.0,0.24651563,0.29893962,0.07263246,0.25030547,0.26122892,0.0
0.3901155,0.0,1.1236373,0.0,0.09339424,0.023841426,0.6244922,0.0,0.23159435,0.0,0.0,1.257675,0.76039064,0.0,0.0
0.0,0.0,1.1135162,0.0,0.0,0.11382298,1.261839,0.0,0.6421505,0.0,0.0,1.2535361,0.12565829,0.023596585,0.0
0.0,0.0,0.23993178,0.0,0.28814238,0.29592833,0.0,0.0,0.023200557,0.20999613,0.26108867,0.16638735,0.33622414,0.18621859,0.0
0.0,0.11342503,0.16083898,0.0,0.0,0.16631508,0.18687516,0.0,0.35295796,0.2754932,0.0,0.23675008,0.028284758,0.43035656,0.0
0.0,0.0,0.109435,0.0,0.1948488,0.26442826,0.0,0.0,0.0,0.31305197,0.27213475,0.07024966,0.25337017,0.2689209,0.0668595
0.0,0.0,0.109435,0.0,0.1948488,0.26442826,0.0,0.0,0.0,0.31305197,0.27213475,0.07024966,0.25337017,0.2689209,0.0668595
0.0,0.10967402,0.20745055,0.0,0.040344805,0.2934487,0.15403205,0.0,0.08040431,0.106308594,0.22427094,0.053353544,0.10543787,0.22873467,0.14529626
0.0,0.024331626,0.16985905,0.0,0.265594,0.21131085,0.077079736,0.0,0.031058647,0.3093412,0.17295706,0.2200297,0.2512776,0.33191642,0.0
0.0,0.47029218,0.43200526,0.0,0.0,0.047663033,1.1571877,0.0,0.37415445,0.0,0.08113916,0.4222432,0.0,0.112115934,0.0487314
0.0,0.0,0.06603257,0.002734039,0.027684942,0.037932724,0.069079064,0.0,0.32289508,0.4760561,0.0158602,0.46210146,0.24834979,0.49761102,0.0
0.0,0.26632035,0.3977681,0.0,0.0,0.0,1.4307976,0.0,0.55562496,0.0,0.0,0.91359746,0.0,0.0,0.059219405
0.0,0.11036694,0.90480196,0.0,0.0,0.0063259155,0.8762522,0.0,1.2281077,0.0,0.0,1.015041,0.20409064,0.0,0.0
0.0,0.0,0.098036945,0.0,0.16455883,0.23360105,0.0,0.0,0.0,0.36582622,0.21855089,0.124390826,0.2511514,0.32008776,0.0063409936
0.0,0.4483026,0.61148524,0.0,0.0,0.0,1.8638688,0.0,0.5319865,0.0,0.0,1.0339124,0.0,0.22047684,0.0
0.0,0.0,0.15983942,0.0,0.25735083,0.2107062,0.052078463,0.0,0.021921165,0.26169813,0.24194427,0.21617608,0.30959016,0.23449823,0.0
0.082172446,0.0,0.56799465,0.0,0.0,0.0,1.3764756,0.0,0.19102827,0.0,0.24897616,1.0178678,0.18612915,0.0,0.0
0.0,0.22871864,0.7929522,0.0,0.0,0.0,1.8379247,0.0,0.7287915,0.0,0.0,1.4430896,0.0,0.0,0.0
0.0,0.0,0.0866389,0.0,0.13426885,0.20277385,0.0,0.0,0.059501126,0.4186005,0.16496705,0.17853197,0.24893264,0.37125462,0.0
0.0,0.0,0.37042856,0.0,0.38143596,0.3274284,0.09121419,0.0,0.10668616,0.10694033,0.25004256,0.26252505,0.4190781,0.103516296,0.0
0.0,0.37831086,0.5567025,0.0,0.0,0.0,1.2345145,0.0,0.60908425,0.0,0.079105765,0.5619562,0.0,0.0,0.0
0.0,0.5305854,0.66447014,0.0,0.0,0.10158175,1.2510314,0.0,0.6364192,0.0,0.0,0.6201458,0.0,0.16737406,0.0
0.0,0.05242906,0.16002971,0.0,0.21191594,0.10163434,0.25802574,0.0,0.0,0.24675713,0.18269446,0.29768237,0.20585868,0.30417556,0.0
0.0997686,0.31226596,0.6098335,0.005377304,0.0,0.0,1.4002515,0.0,0.24922684,0.0,0.0,1.1444361,0.03204772,0.30617645,0.0
0.0,0.0,0.14199075,0.0,0.070112914,0.2446646,0.0,0.0,0.004734937,0.3499471,0.17297353,0.13014401,0.21438898,0.3092094,0.10138789
0.0,0.58709,0.4739855,0.0,0.0,0.0,1.0147411,0.0,0.46415073,0.0,0.0,0.5076922,0.0,0.25456443,0.2477769
0.03419256,0.29949337,0.17235962,0.0,0.0,0.0,1.0865449,0.0,0.5798098,0.0,0.0,0.6253734,0.0,0.08189301,0.06320402
0.0,0.007994704,0.26104552,0.0,0.35729188,0.3251706,0.07004654,0.0,0.0023330376,0.19154286,0.24677356,0.19416195,0.33872312,0.22234653,0.0
0.0,0.0,0.13717574,0.0,0.18841654,0.2230213,0.0,0.0,0.080373816,0.37809744,0.1565133,0.21983609,0.27738363,0.35572982,0.0
0.0,0.0,0.19911063,0.0,0.2728542,0.27409595,0.0065106973,0.0,0.041353427,0.28482017,0.20164344,0.20699902,0.30805337,0.28903818,0.0
0.0,0.13440727,0.9181699,0.0,0.0,0.0,1.650276,0.0,0.0775924,0.0,0.073805675,1.2638056,0.31493336,0.0,0.0
0.0,0.0,0.15413746,0.0,0.27970034,0.2592076,0.03731238,0.0,0.069207855,0.25878686,0.236902,0.16807772,0.27653772,0.29687098,0.0
0.0,0.0,0.32789552,0.0,0.24131525,0.33791983,0.13989773,0.0,0.0,0.10407978,0.25147313,0.26374775,0.32991228,0.205713,0.0
0.0,0.76856244,0.29969698,0.0,0.0,0.0,1.5810895,0.0,0.2867324,0.0,0.0,0.7951461,0.0,0.2840419,0.0
0.0,0.0,0.30745113,0.10101482,0.25977907,0.18231227,0.2625802,0.0,0.42581812,0.33716598,0.0,0.61814076,0.36061698,0.4900518,0.0
0.0,0.0,0.18771258,0.0,0.24256423,0.24326874,0.0027420819,0.0,0.101246506,0.33759442,0.14805956,0.2611402,0.30583462,0.34020504,0.0
0.26334146,0.05014642,0.3388719,0.0,0.0,0.0,0.42873895,0.0,0.27649793,0.11655007,0.043271482,0.47356245,0.12462796,0.15283218,0.0
0.0,0.02513368,0.3001843,0.0,0.3811496,0.31459084,0.12604514,0.0,0.083098814,0.20381409,0.18473595,0.28960723,0.36495537,0.2579886,0.0
0.0,0.0,0.1973426,0.0,0.0059569776,0.28655532,0.0,0.0,0.0,0.28129372,0.18098004,0.08175604,0.17984533,0.24716417,0.2569533
0.009869675,0.85701627,1.0055802,0.0,0.0,0.0,1.8585125,0.0,0.19512194,0.0,0.07396424,1.0409275,0.0,0.0,0.4134742
0.0,0.0,0.109435,0.0,0.1948488,0.26442826,0.0,0.0,0.0,0.31305197,0.27213475,0.07024966,0.25337017,0.2689209,0.0668595
0.0,0.06838824,0.2595347,0.018493596,0.3435994,0.22097854,0.19284555,0.0,0.13269712,0.2811094,0.10246572,0.35677907,0.30596083,0.3520337,0.0
0.0,0.0,0.19911063,0.0,0.2728542,0.27409595,0.0065106973,0.0,0.041353427,0.28482017,0.20164344,0.20699902,0.30805337,0.28903818,0.0
0.08733181,0.37168226,0.40420943,0.0,0.0,0.0,1.0755754,0.0,0.76734126,0.0,0.0,0.5207732,0.0,0.0,0.0
0.0,0.0,0.097904526,0.0,0.17291316,0.15963155,0.0,0.0,0.060941555,0.3549754,0.19681415,0.22901314,0.2789204,0.3011899,0.0
0.11255899,0.31564924,0.5060954,0.0,0.0,0.0,1.5775788,0.0,0.6416123,0.0,0.0,1.0168393,0.0,0.0,0.0
0.0,0.16618569,0.6511853,0.0,0.0,0.08434345,0.72402704,0.0,0.3825012,0.0,0.0,0.50085664,0.0,0.0,0.411557
0.0,0.2669667,0.615991,0.0,0.0,0.0,1.069815,0.0,0.5666628,0.0,0.06797767,0.5566687,0.0,0.0,0.1463452
0.0,0.0,0.06446183,0.0,0.20169492,0.2495399,0.0,0.0,0.0,0.28701866,0.30739334,0.03132837,0.22185448,0.2767537,0.023830859
0.0,0.32680747,0.65265054,0.0,0.0,0.0,0.9550961,0.0,0.7186763,0.0,0.08432984,0.48078746,0.0,0.0,0.050312534
0.0,0.18923247,1.0197699,0.0,0.0,0.0,1.0711673,0.0,0.8522991,0.0,0.0,1.209459,0.0,0.044893265,0.0
0.059861977,0.0,0.09388494,0.0,0.18669313,0.24054506,0.0,0.0,0.009309601,0.2649689,0.3132547,0.044857867,0.24780649,0.22510096,0.010493741
0.0,0.58421284,0.7152518,0.0,0.0,0.0,1.8098032,0.0,0.5288627,0.0,0.0,0.9802133,0.0,0.0,0.0
0.0,0.0,0.053063776,0.0,0.17140494,0.21871269,0.0,0.0,0.027462468,0.3397929,0.25380948,0.08546953,0.21963573,0.32792056,0.0
0.0,0.040492263,0.420833,0.0,0.44393802,0.27370635,0.25254777,0.0,0.18889238,0.055586502,0.21985206,0.40845147,0.47529814,0.069093645,0.0
0.0,0.08444068,0.31714603,0.019988563,0.4724334,0.35077715,0.22038266,0.0,0.07193285,0.08450349,0.26512465,0.23784885,0.36410946,0.19912976,0.0
0.048628315,0.0,0.030892573,0.0,0.16384205,0.13764876,0.0,0.0,0.0,0.26680788,0.35273644,0.088603795,0.25644368,0.159841,0.10905317
0.0,0.355595,0.47001675,0.0,0.0,0.0,1.1937642,0.0,0.5666307,0.0,0.09793553,0.71544236,0.085021555,0.0,0.0
0.0,0.0,0.19911063,0.0,0.2728542,0.27409595,0.0065106973,0.0,0.041353427,0.28482017,0.20164344,0.20699902,0.30805337,0.28903818,0.0
0.0,0.5523476,0.49773073,0.0,0.0,0.0,1.0675275,0.0,0.57768023,0.0,0.017299145,0.35475847,0.0,0.065982014,0.15827495
0.0,0.25855908,0.43732256,0.0,0.0,0.0,1.074004,0.0,0.8575758,0.03779009,0.0,0.9699832,0.0,0.23733106,0.0
0.0,0.037965726,0.2438131,0.0329508,0.3577057,0.2688753,0.1530782,0.0,0.17084633,0.23055506,0.16641067,0.3048271,0.33122092,0.3169883,0.0
0.0,0.0,0.0866389,0.0,0.13426885,0.20277385,0.0,0.0,0.059501126,0.4186005,0.16496705,0.17853197,0.24893264,0.37125462,0.0
0.0,0.052051317,0.35072115,0.0,0.43529725,0.3348383,0.18581235,0.0,0.10397151,0.16331106,0.17628221,0.3309113,0.39340636,0.24246383,0.0
0.0,0.6223329,0.80703825,0.0,0.0,0.0,1.8991607,0.0,0.6645794,0.0,0.0,1.2828041,0.0,0.12543541,0.0
0.04927431,0.0,0.24134931,0.0,0.29628152,0.18040146,0.12258249,0.0,0.046948947,0.101199284,0.33909798,0.23957509,0.39370066,0.009961188,0.0
0.0,0.0,0.098036945,0.0,0.16455883,0.23360105,0.0,0.0,0.0,0.36582622,0.21855089,0.124390826,0.2511514,0.32008776,0.0063409936
0.2970601,0.1418259,0.7065945,0.0,0.0,0.0,1.5893569,0.0,0.47722545,0.0,0.0,1.4613655,0.0,0.10499798,0.0
0.0,0.0,0.109435,0.0,0.1948488,0.26442826,0.0,0.0,0.0,0.31305197,0.27213475,0.07024966,0.25337017,0.2689209,0.0668595
0.0,0.6393813,0.5327906,0.0,0.0,0.0,1.2844019,0.0,0.31859738,0.0,0.064505726,0.42787576,0.0,0.0,0.2790645
0.0,0.3020597,0.689617,0.0,0.0,0.0,1.1092583,0.0,0.71183586,0.0,0.0,0.8378931,0.09116085,0.0,0.0
0.31702623,0.4937323,0.7269895,0.0,0.0,0.0,2.0077617,0.0,0.72283244,0.0,0.0,1.2122211,0.0,0.0,0.0
0.5691201,0.40883142,0.4956016,0.0,0.0,0.0,1.4950699,0.0,0.4867017,0.0,0.06424527,0.8020643,0.0,0.0,0.35446438
0.15272518,0.0,0.19772306,0.0,0.12667054,0.20015183,0.0,0.0,0.0074273534,0.22949043,0.25329405,0.16578428,0.25831845,0.19241452,0.0
0.0,0.0,0.109435,0.0,0.1948488,0.26442826,0.0,0.0,0.0,0.31305197,0.27213475,0.07024966,0.25337017,0.2689209,0.0668595
0.1526689,0.3505841,0.7076725,0.0,0.0,0.0,2.0380652,0.0,0.869135,0.0,0.0,1.5244606,0.0,0.0,0.0
0.0,0.0,0.95617044,0.0,0.0,0.0,1.5403821,0.0,0.42201048,0.0,0.0,1.6563662,0.48302606,0.0,0.0
0.0,0.0,0.0866389,0.0,0.13426885,0.20277385,0.0,0.0,0.059501126,0.4186005,0.16496705,0.17853197,0.24893264,0.37125462,0.0
0.0,0.0,0.16659886,0.0,0.17341475,0.21402647,0.0,0.0,0.12211403,0.3560477,0.16237468,0.23336558,0.30333564,0.3040771,0.0
0.0,0.0,0.24964747,0.0,0.3270019,0.2943434,0.06627793,0.0,0.062226124,0.24431713,0.19318968,0.24830312,0.33650437,0.2735134,0.0
0.0,0.050315123,0.98338604,0.0,0.0,0.091708735,0.90166,0.0,0.6597495,0.0,0.0,1.09432,0.3824514,0.0,0.0
0.0,0.34219468,0.6118862,0.0,0.0,0.0,1.6778061,0.0,0.42291582,0.0,0.2031561,0.8696677,0.00013838708,0.0,0.08395079
0.0,0.073106915,0.39749014,0.0,0.0,0.032162473,0.5685887,0.0,0.22818255,0.0,0.042643398,0.45536244,0.013291284,0.020671844,0.37528512
0.0,0.0,0.4289692,0.0,0.34961063,0.37841472,0.25943217,0.0,0.012259208,0.023073733,0.23456565,0.34635594,0.38681427,0.17466345,0.0
0.0,0.71422166,0.41865537,0.0,0.0,0.0,1.8112206,0.0,0.69231963,0.0,0.0,1.0219804,0.0,0.24080177,0.0
0.0,0.0,0.119322225,0.0,0.2114463,0.1910634,0.01731252,0.0,0.010185957,0.34984422,0.18141079,0.1787256,0.22282661,0.3474412,0.0
0.0,0.0,0.21050867,0.0,0.30314416,0.30492315,0.010279313,0.0,0.0,0.2320459,0.2552273,0.15285785,0.31027213,0.23787132,0.0
0.11978025,0.090586826,0.59645754,0.0,0.0,0.0,1.2527388,0.0,0.7823911,0.0,0.0,0.91540384,0.0,0.0,0.0
0.0,0.6261896,1.0533854,0.0,0.0,0.0,1.8120923,0.0,0.624032,0.0,0.0,1.2535017,0.0,0.034362763,0.2001232
0.0,0.594536,0.429444,0.0,0.0,0.0,1.8835715,0.0,0.6836796,0.0,0.0,1.1790617,0.0,0.21971262,0.0
0.0,0.059976,0.31299987,0.0,0.41957873,0.2298912,0.2614167,0.0,0.046954118,0.042242944,0.31632912,0.30865377,0.42465067,0.030564338,0.0
0.0,0.28805944,0.8622346,0.0,0.0,0.0,1.2777413,0.0,0.9227296,0.0,0.21811885,0.80055714,0.07470173,0.0,0.024680438
0.0,0.04209627,0.5467733,0.0,0.0,0.0,1.0599933,0.0,0.55082095,0.0,0.0,0.75939757,0.0,0.0,0.12773485
0.0,0.0,0.109435,0.0,0.1948488,0.26442826,0.0,0.0,0.0,0.31305197,0.27213475,0.07024966,0.25337017,0.2689209,0.0668595
0.0,0.0,0.0866389,0.0,0.13426885,0.20277385,0.0,0.0,0.059501126,0.4186005,0.16496705,0.17853197,0.24893264,0.37125462,0.0
0.0,0.0153550245,0.28878626,0.0,0.3508596,0.28376365,0.12227651,0.0,0.1429919,0.25658837,0.1311521,0.3437484,0.3627366,0.30915546,0.0
0.0,0.29321057,0.5302626,0.0,0.21334961,0.0,0.7036499,0.0,0.2504797,0.23349148,0.0,0.80549437,0.19259575,0.26624754,0.0
0.0,0.011763714,0.4209654,0.0,0.43558365,0.34767583,0.15098143,0.0,0.12755886,0.06643729,0.24158882,0.30382916,0.44752914,0.087991506,0.0
0.0,0.015845794,0.09269504,0.0,0.25663406,0.11475393,0.14698261,0.0,0.0,0.16267979,0.3761298,0.18038905,0.31488246,0.07425147,0.052531987
0.0,0.0,0.26394224,0.0,0.0,0.17073806,0.17035463,0.0,0.22578406,0.12256496,0.1775685,0.286485,0.23253931,0.16018939,0.0
0.0,0.63350976,0.63575536,0.0,0.0,0.0,1.3429782,0.0,0.009550422,0.08644158,0.0,0.99074745,0.0,0.284238,0.0
0.0,0.2570674,0.4453487,0.0,0.0,0.0,1.2392634,0.0,0.109980404,0.0,0.09762834,0.65515965,0.0,0.0,0.23323753
0.11335048,0.49131152,0.72929627,0.0,0.0,0.0,1.362612,0.0,0.6812396,0.0,0.0,0.8363015,0.0,0.0,0.0
0.0,0.0,0.098036945,0.0,0.16455883,0.23360105,0.0,0.0,0.0,0.36582622,0.21855089,0.124390826,0.2511514,0.32008776,0.0063409936
0.0,0.0,0.06446183,0.0,0.20169492,0.2495399,0.0,0.0,0.0,0.28701866,0.30739334,0.03132837,0.22185448,0.2767537,0.023830859
0.0,0.059589747,0.0597653,0.0,0.0,0.12582019,0.067340724,0.0,0.3112126,0.35649925,0.016524166,0.15414189,0.0,0.46140617,0.032858517
0.0,0.0,0.16659886,0.0,0.17341475,0.21402647,0.0,0.0,0.12211403,0.3560477,0.16237468,0.23336558,0.30333564,0.3040771,0.0
0.0,0.01958428,0.22177431,0.0,0.3417885,0.26178086,0.11561429,0.0,0.0,0.16842082,0.2870744,0.20333901,0.3402599,0.16780658,0.0
0.5535483,0.0,0.58720356,0.0,0.0,0.0,0.20890808,0.0,0.29803905,0.004973322,0.15293472,0.719597,0.55446863,0.0,0.0
0.0,0.019809496,0.23261313,0.0,0.27209374,0.06146601,0.48727095,0.0,0.0,0.0,0.43606988,0.39224127,0.3944981,0.0,0.0
0.0,0.02513368,0.3001843,0.0,0.3811496,0.31459084,0.12604514,0.0,0.083098814,0.20381409,0.18473595,0.28960723,0.36495537,0.2579886,0.0
0.0,0.0,0.13717574,0.0,0.18841654,0.2230213,0.0,0.0,0.080373816,0.37809744,0.1565133,0.21983609,0.27738363,0.35572982,0.0
0.2002991,0.5859974,0.6638433,0.0,0.0,0.0,1.5323141,0.0,0.9151288,0.0,0.0,0.94556755,0.0,0.0,0.0
0.0,0.37267435,0.80631155,0.0,0.0,0.0,1.4651865,0.0,0.89570165,0.0,0.0,1.1130184,0.0,0.0,0.0
0.009480532,0.0,0.07818795,0.0,0.10263762,0.12331991,0.04292099,0.0,0.0,0.25559908,0.2972755,0.1981899,0.264045,0.1949287,0.03530351
0.0,0.4122821,0.8149315,0.0,0.0,0.0,1.0846866,0.0,1.1578884,0.0,0.0,0.7392043,0.0,0.0,0.0
0.0,0.4876692,0.4210604,0.0,0.0,0.0,2.068309,0.0,0.036154248,0.0,0.13526131,1.0265849,0.0,0.0,0.0
