h_2_0,h_2_1,h_2_2,h_2_3
0.9999849,-0.45465907,-1.0,-1.0
0.999985,-0.036177035,-1.0,-1.0
1.0,-0.5426629,-0.9990679,0.9982928
0.9999968,-0.22683918,-1.0,-1.0
0.99998057,-0.08844425,-1.0,-1.0
1.0,-0.7444927,-1.0,-0.99335843
0.99999475,-0.18946265,-1.0,-1.0
1.0,-0.7987924,-1.0,-0.97542435
0.98507595,-0.9513856,-1.0,-1.0
0.99999976,-0.8262927,-1.0,-0.99999887
1.0,-0.6823438,-0.9999154,0.9964463
0.99844366,-0.7579875,-1.0,-1.0
-0.9999915,-0.999836,-1.0,-1.0
1.0,-0.8153746,-1.0,-0.9467149
0.99997884,-0.023023857,-1.0,-1.0
0.9999956,-0.24047542,-1.0,-1.0
-0.99999565,-0.99958766,-1.0,-1.0
0.9999973,-0.24364774,-1.0,-1.0
1.0,-0.8529796,-1.0,-0.8594488
0.99953514,-0.79213786,-1.0,-1.0
1.0,-0.6354103,-0.99958324,0.9984001
0.9999818,-0.1969408,-1.0,-1.0
0.9963524,-0.9263057,-1.0,-1.0
0.9999944,-0.20344564,-1.0,-1.0
0.99999744,-0.3012306,-1.0,-1.0
-0.9999597,-0.9999696,-1.0,-1.0
1.0,0.5810652,0.77995604,0.99988437
1.0,-0.80742383,-1.0,-0.9832569
0.99961984,-0.8565835,-1.0,-1.0
0.99998593,-0.17334525,-1.0,-1.0
0.99425507,-0.9765778,-1.0,-1.0
0.9999999,-0.7807536,-1.0,-0.99999994
1.0,-0.4997583,-0.9991393,0.99719775
1.0,-0.8075585,-1.0,-0.9928065
0.9998287,-0.94016397,-1.0,-1.0
0.99998325,-0.14135496,-1.0,-1.0
-1.0,0.9144696,-1.0,-1.0
0.9005563,-0.9347327,-1.0,-1.0
0.99937946,-0.96068937,-1.0,-1.0
1.0,-0.95003074,-1.0,0.96428335
1.0,-0.8136869,-1.0,-0.99155957
0.9999975,-0.24003781,-1.0,-1.0
0.9999965,-0.31007424,-1.0,-1.0
-0.9999993,-0.9983027,-1.0,-1.0
0.99999505,-0.35035148,-1.0,-1.0
1.0,-0.8482238,-1.0,-0.89865404
1.0,-0.5611933,-0.9995293,0.9977334
0.997448,-0.8493102,-1.0,-1.0
0.9999814,-0.15002623,-1.0,-1.0
0.9999971,-0.37889346,-1.0,-1.0
0.9994546,-0.9717549,-1.0,-1.0
0.99869484,-0.9754506,-1.0,-1.0
1.0,-0.49548075,-0.99790335,0.998875
0.9978487,-0.9028649,-1.0,-1.0
1.0,0.60519737,0.7980361,0.9998864
0.99998426,-0.019138185,-1.0,-1.0
0.9999846,-0.13037494,-1.0,-1.0
1.0,-0.95243526,-1.0,0.9262213
1.0,-0.769896,-1.0,-0.999725
-0.9999999,-0.94600445,-1.0,-1.0
-0.999828,-0.99999386,-1.0,-1.0
0.9999999,-0.81368655,-1.0,-0.99999964
-0.99999046,-0.9998034,-1.0,-1.0
0.99838257,-0.95510656,-1.0,-1.0
1.0,-0.8001254,-1.0,-0.923306
-0.99999845,-0.9987258,-1.0,-1.0
0.9999998,-0.7508516,-1.0,-0.9999999
-0.9999995,-0.9946591,-1.0,-1.0
0.9997387,-0.8792378,-1.0,-1.0
0.99998206,-0.20012473,-1.0,-1.0
0.99999976,-0.80736125,-1.0,-0.9999993
0.999997,-0.1905043,-1.0,-1.0
0.8967666,-0.9489782,-1.0,-1.0
0.99999994,-0.8686062,-1.0,-0.9999414
1.0,-0.7727582,-1.0,-0.9975497
0.9782168,-0.927191,-1.0,-1.0
0.96584296,-0.9680952,-1.0,-1.0
1.0,-0.6179741,-0.999513,0.99855703
0.9999968,-0.31086138,-1.0,-1.0
1.0,0.5236752,0.66943145,0.9998882
1.0,-0.753563,-1.0,-0.9994421
0.9999941,-0.33637547,-1.0,-1.0
0.99999714,-0.2798251,-1.0,-1.0
1.0,0.6825969,0.92653376,0.999905
0.999985,-0.29892573,-1.0,-1.0
0.99878323,-0.9782124,-1.0,-1.0
1.0,0.6635144,0.9332597,0.99992126
1.0,-0.5266189,-0.99879646,0.9982994
0.9991992,-0.94026333,-1.0,-1.0
1.0,-0.95008373,-1.0,0.87933207
0.9999986,-0.3980922,-1.0,-1.0
0.9978788,-0.8561906,-1.0,-1.0
1.0,-0.60245043,-0.9997223,0.9972315
-0.9996659,-0.9999971,-1.0,-1.0
0.9613638,-0.9729347,-1.0,-1.0
0.9999867,-0.1757263,-1.0,-1.0
1.0,-0.7959981,-1.0,-0.99788177
0.99999523,-0.29315746,-1.0,-1.0
