h_3_0,h_3_1,h_3_2,h_3_3
-0.0516149,-0.10462235,-0.12664342,-0.99999946
-0.17019972,0.049604505,0.076132625,-0.99999964
-0.37335625,0.41450337,0.52402526,-0.99999994
-0.3494519,0.3789557,0.482747,-0.9999999
-0.38012365,0.42494875,0.5355858,-0.9999998
-0.1322798,-0.025712771,-0.016853658,-0.9999994
-0.34035736,0.3614098,0.46389052,-0.9999999
-0.5118622,-0.47802702,-0.85278875,0.9847845
-0.8534958,-0.1795115,-0.79493433,-0.929324
-0.57519644,-0.5220677,-0.8848796,0.9547976
-0.85300624,-0.24755144,-0.8242237,-0.83703005
-0.85694814,-0.19986351,-0.80380875,-0.8977299
-0.9371785,0.588971,-0.052486837,-0.99996763
-0.10909748,-0.033528306,-0.03907372,-0.99999964
-0.92229503,0.45946616,-0.20674703,-0.9996229
-0.14805949,0.018823914,0.03319903,-0.9999995
-0.94224805,0.6626064,0.08765189,-0.99999267
-0.0073344912,-0.17205785,-0.22787713,-0.99999964
-0.92374754,0.436883,-0.26420632,-0.99954945
-0.12722729,-0.026768057,-0.012403953,-0.99999917
-0.048278738,-0.11122292,-0.13767795,-0.9999995
-0.11489963,-0.064709365,-0.0701917,-0.99999905
-0.8482044,-0.15292853,-0.78101546,-0.9481027
-0.8517454,-0.2218347,-0.80944484,-0.8198222
-0.9374985,0.5850097,-0.060739703,-0.99996275
-0.60759646,-0.5235134,-0.8907837,0.91524327
-0.8735919,-0.11390495,-0.76250064,-0.9393966
-0.11636427,-0.025761876,-0.024453368,-0.9999995
-0.93274146,0.5009262,-0.19809687,-0.9998446
-0.93497074,0.5212958,-0.14515896,-0.9997974
-0.8648868,-0.12428191,-0.7717387,-0.96407914
-0.93587846,0.5121653,-0.17402326,-0.99979794
-0.8517161,-0.25325397,-0.82595396,-0.81866103
-0.8617242,-0.17756149,-0.79640865,-0.93317354
-0.58166385,-0.5200335,-0.885272,0.9464595
-0.08726768,-0.057307728,-0.07079877,-0.9999997
-0.33636376,0.36204046,0.46174732,-0.9999998
-0.5848954,-0.5325921,-0.8914573,0.9411605
-0.068099305,-0.08663324,-0.10317941,-0.9999995
-0.93689734,0.55842423,-0.09981038,-0.99992704
-0.9331076,0.52183443,-0.16755216,-0.999909
-0.84755915,-0.22644556,-0.8150773,-0.88555694
-0.9291096,0.46813133,-0.2493053,-0.9998163
-0.8772601,-0.1038392,-0.7547283,-0.92359704
-0.93320364,0.50611305,-0.17132488,-0.99978995
