h_1_0,h_1_1,h_1_2,h_1_3,h_1_4,h_1_5,h_1_6,h_1_7
-0.8371038,0.19221984,-0.840509,0.035426326,-0.1943838,0.29488653,-0.66269433,-0.7792702
-0.95429754,0.9123439,0.28977677,-0.5503766,-0.4311833,0.7620524,0.5551818,0.6757756
0.15758502,-0.60490036,-0.8428047,-0.46091264,0.22224493,-0.7257687,-0.9754162,-0.9887688
-0.86380905,0.9053896,-0.1444705,0.4330313,-0.45360464,0.936625,0.6683146,0.80351305
-0.5940196,0.13864647,0.32063362,-0.8489195,-0.4358525,0.22903974,-0.7733963,-0.40327153
-0.87979627,-0.353845,-0.9192238,-0.34241793,0.20140865,0.11461929,-0.9399608,-0.9333748
-0.39938134,0.48158985,0.35539937,-0.84499705,0.049746186,0.17292358,-0.781492,-0.3895935
0.16672851,0.060215652,-0.7531861,-0.60855734,0.6636053,-0.73513085,-0.9669841,-0.98524636
0.35084188,-0.024674516,-0.57752407,-0.3187622,0.33091298,0.25123236,-0.9500346,-0.84119856
-0.30373135,-0.14539292,-0.30860615,-0.57984686,-0.5837992,-0.5389313,-0.68998057,-0.8940186
0.3425803,-0.6560275,-0.72076714,-0.12150785,-0.22541976,0.26994148,-0.9627135,-0.8769808
-0.06418375,0.55680645,0.00925612,-0.23490925,-0.3385575,0.31976092,-0.37795714,-0.39146352
-0.5607523,0.5837864,0.42441705,-0.8672611,-0.3136444,-0.36039835,-0.5223196,-0.6047977
-0.93831384,0.8727911,0.38755062,-0.018491423,-0.89281887,0.8366643,0.8888372,0.8678931
-0.9696279,0.46371257,-0.6983004,-0.7760879,0.19357385,-0.17214558,-0.71800536,-0.8746698
-0.97247434,-0.026605388,-0.75508904,-0.7468561,0.05347964,0.4108575,-0.8746928,-0.7930099
-0.95163953,0.9351538,0.42807722,-0.0713175,-0.7980383,0.88603526,0.88451946,0.8901668
-0.9841766,0.50464636,-0.32962215,-0.90276927,-0.03352746,0.07137881,-0.6554026,-0.6345401
-0.15409188,0.34893325,0.6185049,-0.17424959,-0.8992183,0.8283452,0.22815062,0.76387244
0.14296263,0.93121964,0.82477,0.17532644,-0.7657039,0.90628916,0.81159425,0.94254625
-0.020247074,-0.02470372,0.05482584,-0.258874,-0.84385246,0.15761514,-0.42447978,-0.38660142
-0.26255792,0.31708005,0.4480056,-0.56351334,-0.72802603,0.3657746,-0.25305307,0.09160136
-0.795038,0.17061985,-0.8821818,0.20172618,0.08901328,0.4290302,-0.75644755,-0.7880669
0.15485686,0.447522,0.012977012,-0.16396767,-0.6672392,-0.28836456,-0.19179416,-0.6067277
0.117825046,-0.43686816,-0.800855,-0.56283766,0.5761708,-0.31787497,-0.9864224,-0.9746596
-0.97812515,0.8075669,0.018685497,-0.79859424,-0.40918303,0.25456202,0.15415978,-0.10809544
-0.79606456,0.87516785,-0.14082485,0.49112323,-0.7363766,0.79381174,0.7662439,0.67411566
-0.9446681,0.51210964,-0.7129146,-0.73103976,0.42975304,-0.05673395,-0.83054966,-0.8497377
0.14570066,0.4502845,-0.07207549,-0.15460163,0.02190372,0.70812017,-0.7000211,-0.123536155
-0.8892221,0.77989036,-0.20740281,-0.16091754,-0.37726846,0.8688868,-0.03827953,0.54482895
0.29204816,0.28066376,0.038372457,0.41743073,-0.7408651,0.79770184,-0.07667127,0.3618466
-0.9268842,-0.6383235,-0.92509484,-0.35460985,-0.30287877,0.17189848,-0.9375304,-0.93543386
-0.94640595,0.7795286,-0.5820128,-0.44150364,0.08091934,0.1680947,-0.15246291,-0.6260889
0.030414674,0.926298,0.73114216,-0.2773081,-0.43516693,0.6088209,0.56542534,0.68939394
0.18512006,0.24733415,-0.19928364,-0.017342139,-0.38744304,0.28485385,-0.5136916,-0.4888737
0.0020539132,0.590382,-0.09730536,-0.6445327,0.16697316,-0.4665404,-0.75510156,-0.835749
0.4335445,0.692569,0.37950665,0.6841353,-0.87487316,0.8567631,0.6979478,0.76965034
-0.3285894,0.027880695,-0.5314856,-0.7981774,0.5314999,-0.57616824,-0.9496982,-0.9616637
-0.9212642,0.86736506,0.24143487,0.14946823,-0.8175925,0.8774895,0.841446,0.8621542
0.31545857,0.51605505,0.061229818,-0.2169382,-0.0006852,0.6888097,-0.74582374,-0.0039607077
-0.22651964,0.84720224,0.7123407,-0.29006872,-0.75442183,0.64433014,0.57918805,0.6807824
-0.8924571,0.9550944,0.5422867,0.4951549,-0.91388464,0.91436636,0.9740695,0.9597031
-0.9620333,0.49136767,-0.5536282,-0.5179521,-0.33420876,0.5548954,-0.39068285,-0.41283956
-0.89449763,0.6425737,-0.22922477,0.46422914,-0.87371767,0.9178319,0.6902098,0.759049
0.2099041,0.48928255,-0.17718145,-0.59305227,0.49519587,0.0463502,-0.89655674,-0.7247359
0.19417281,0.76728785,0.048475403,-0.22175539,0.16295807,0.26630607,-0.39536375,-0.37763497
-0.96863097,0.023443557,-0.7974471,-0.90375024,0.51868904,-0.38027173,-0.9595149,-0.95385337
-0.25117537,-0.09264493,-0.47076532,-0.82717776,0.5918212,-0.25381196,-0.97092015,-0.9295975
-0.8957036,0.47157595,-0.88847905,-0.44578257,0.5974558,-0.29329932,-0.86394876,-0.95257205
-0.22386515,0.06363298,-0.33800244,-0.55918694,0.048588738,0.14163747,-0.87113905,-0.7833519
0.3370217,0.67345816,0.15777634,0.35829338,-0.66952276,0.44763693,0.35607007,0.105487175
-0.94161737,0.37245163,-0.5510421,-0.4618175,-0.66450965,-0.0027352502,-0.20613423,-0.6225931
-0.92278045,0.19552137,-0.5330979,0.1099721,-0.73864496,0.88235575,-0.091496736,0.33948195
-0.89754474,-0.24400942,-0.9309085,-0.26480332,0.11545221,-0.27484697,-0.89732206,-0.9637529
-0.92367613,-0.05233046,-0.9442361,-0.7022342,0.796977,-0.45497558,-0.9779748,-0.98659587
-0.9004144,0.9715548,0.6274353,0.38367277,-0.8075364,0.9729062,0.9532854,0.9820642
-0.9150166,0.6210509,-0.44122332,0.04074605,-0.6668082,0.65028226,0.34296292,0.08020646
-0.9254454,0.3530559,-0.6541359,-0.3189961,-0.47360513,0.15090115,-0.37942362,-0.6363578
-0.5671561,-0.0926739,0.1998414,-0.8053891,-0.71522224,-0.34280774,-0.62252337,-0.68472624
-0.23540916,0.45026124,0.5658656,-0.09023765,-0.91482747,0.6559181,0.4712298,0.60009146
0.4879573,-0.27244362,-0.7403,-0.022667335,0.19669926,-0.17703587,-0.938197,-0.9300104
-0.8737501,0.7483679,-0.17907232,0.48052105,-0.8975367,0.8144649,0.77456284,0.6651647
-0.17594656,0.53159183,-0.22709225,-0.6051921,0.18884946,-0.43651983,-0.7106937,-0.86854255
-0.16000855,0.113290176,-0.42902917,-0.8204392,0.51509553,-0.6008163,-0.95831335,-0.9514973
0.02030433,0.46791172,0.090170965,-0.3139681,-0.2582491,0.6222114,-0.5896219,-0.101024404
-0.9785277,0.34421477,-0.22774735,-0.70969146,-0.7648677,0.27323627,0.0058085257,-0.2409669
-0.93684006,0.72748715,-0.52581334,-0.5077246,0.16772772,0.51310116,-0.40788636,-0.39928702
-0.34005916,0.08584339,-0.1869919,-0.66445005,-0.23314399,-0.012200941,-0.81693375,-0.77438414
-0.9240856,0.8110393,-0.48690376,-0.4919931,0.05843757,0.13122836,-0.24472691,-0.54746056
-0.9231945,0.8810651,0.5711934,0.4164809,-0.96253234,0.9646754,0.95685554,0.9775013
0.5695796,-0.23895948,-0.6111563,0.41302174,-0.33131936,0.55139464,-0.84312123,-0.63208413
0.20021267,-0.52928615,-0.769798,-0.6184796,0.6321221,0.067838795,-0.9922126,-0.95320445
-0.89188665,0.6071392,-0.56242025,0.20683119,-0.4768005,0.73086673,0.16565055,0.057515126
0.08919185,-0.55458874,-0.8511218,-0.8288526,0.85874605,-0.6238972,-0.9970754,-0.9923213
-0.9460408,0.5537353,-0.45428848,-0.56362253,-0.3541239,0.52824754,-0.46896333,-0.30843922
0.17262016,0.30110884,0.19834438,0.2687226,-0.84503675,0.7340544,0.11294944,0.38149604
-0.9056486,0.82295007,-0.28362164,-0.07661569,-0.45032033,0.73119646,0.23654757,0.29025105
0.5676874,0.73465514,0.4876637,0.64824015,-0.8800696,0.8464025,0.64527106,0.8143061
-0.8522007,0.6902514,-0.09953323,0.4120678,-0.8789591,0.9116784,0.6364724,0.80553395
-0.9101791,0.70809084,-0.30455375,0.5286366,-0.89305395,0.8267777,0.8102541,0.592695
-0.8899497,0.8987167,-0.36779106,0.0017011147,0.054323323,0.72137815,0.30659366,0.19243021
0.18241818,0.8926883,0.7785857,0.3055813,-0.8938093,0.72395355,0.8919312,0.8740484
0.23878792,-0.6759609,-0.81762725,-0.52558947,0.30429628,-0.47962976,-0.9858666,-0.97913307
-0.91951567,-0.22289166,-0.90560615,-0.4139402,-0.16854556,-0.41106918,-0.8532669,-0.9620938
-0.07666551,-0.0070205512,-0.36057436,-0.84651375,0.5769454,-0.28874713,-0.97594553,-0.9113118
-0.9575514,-0.17149523,-0.7534849,-0.71232575,-0.3797409,-0.189212,-0.8175024,-0.8786212
-0.047834333,0.14850347,-0.21492428,-0.6019751,0.026028726,0.10449751,-0.89246696,-0.7323505
0.3514788,0.32610366,-0.06837246,-0.08175052,-0.40647423,0.24983878,-0.58093107,-0.39217648
-0.9277645,0.6897681,-0.5041905,0.12566306,-0.71297306,0.36145863,0.562757,-0.22771485
-0.2537934,0.79670495,0.62471575,-0.6890392,-0.33752987,0.34826097,-0.10865136,0.22521184
-0.88042665,0.6710246,-0.32769313,-0.02381649,-0.6791671,0.62797874,0.25552195,0.19794112
0.60234874,0.27750045,-0.52993214,0.3536408,-0.19909766,0.009863234,-0.6542372,-0.76905364
0.6697831,0.3102329,-0.33608553,0.681291,-0.63239616,0.6691308,-0.28375497,-0.10404101
-0.33108148,0.8367769,0.5727072,-0.6414077,-0.41325745,-0.033748556,0.16870183,-0.08282727
-0.019498317,0.8015814,0.66984546,-0.2118556,-0.5432605,0.8661771,0.18926263,0.8075438
0.26328748,0.47571293,0.2480703,0.28806895,-0.8739013,0.46409857,0.28829947,0.2068345
-0.84597766,0.9140157,-0.2471349,-0.06280573,0.031773727,0.7027922,0.21713391,0.3050418
-0.46798864,0.5688706,0.28254896,-0.8186901,-0.0384248,-0.21894324,-0.6468015,-0.619059
0.03669187,0.02880253,-0.13631426,-0.65373945,0.1137709,0.46377108,-0.937055,-0.5522556
0.11506667,0.613231,0.14180148,-0.29494026,-0.3584052,0.28550455,-0.4572345,-0.2851854
-0.43632615,0.050181855,-0.40498373,-0.8517958,0.2968801,-0.67042,-0.9272539,-0.959911
0.27459264,0.09582481,-0.62908477,-0.23993638,0.25019625,-0.13957973,-0.9142337,-0.91168505
-0.8998839,0.73377794,-0.46727645,0.07123033,-0.08791238,0.90887725,-0.13165027,0.43657175
-0.91939986,0.7168003,-0.6333308,-0.37185082,0.426382,0.6179784,-0.5534414,-0.41827616
-0.91885847,0.44673768,-0.51649505,-0.5039588,0.004218456,0.81432444,-0.752376,-0.02945441
-0.90514445,-0.016545648,-0.9113393,-0.38828114,0.49801615,0.29893267,-0.94226915,-0.9194902
-0.95889306,0.2962245,-0.63716334,-0.40951598,-0.6517034,0.034966215,-0.11251726,-0.6907758
-0.9701846,-0.2534512,-0.80563885,-0.6790235,-0.3602424,-0.15260258,-0.7830108,-0.90330607
-0.9255496,0.005788842,-0.8793183,-0.5218395,0.25478733,0.15235388,-0.9166519,-0.91589195
-0.9402198,-0.030033207,-0.92362154,-0.77819777,0.6663406,-0.5688051,-0.9679399,-0.98597485
-0.84862643,0.65856117,-0.4643626,0.1442558,-0.49406782,0.7128081,0.07093677,0.17593865
-0.6684879,0.64844435,-0.6550267,0.7851742,-0.69390404,0.8950575,0.41626176,0.45242006
-0.32547456,-0.37353715,-0.39423376,-0.850401,0.1400587,-0.23426922,-0.974953,-0.91402245
0.34010977,0.37706116,0.3225725,0.20782477,-0.8513741,0.7161748,0.017296853,0.47925687
-0.951375,0.4742393,-0.65625966,-0.3837476,-0.061342996,0.65283567,-0.5390824,-0.4315743
-0.9379787,0.16083181,-0.6830667,-0.33770666,-0.3832676,0.5277366,-0.5245985,-0.5080378
-0.34833708,-0.58830696,-0.41341084,-0.5317501,-0.6699893,0.007871167,-0.8609796,-0.8237805
-0.9470182,-0.13651793,-0.62950194,-0.40529543,-0.7367637,0.5425655,-0.5772515,-0.4269007
0.49507898,0.44754538,-0.60477567,-0.2268147,0.64838576,-0.19640824,-0.9175318,-0.9089042
-0.94267,0.37542754,-0.6075666,-0.45422366,0.026804483,0.8266458,-0.70755637,-0.14856489
