h_2_0,h_2_1,h_2_2,h_2_3,h_2_4
0.9999993,0.9997762,0.999865,1.0,-1.0
-1.0,0.9978023,0.9945768,-0.9999359,0.99998784
-1.0,0.99545634,0.99131316,-0.9999989,0.9999999
-0.9999998,0.9987444,0.9960454,-0.94312406,0.97276086
-0.99834335,0.99932307,0.9979576,0.98649186,-0.99451447
-0.99834335,0.99932307,0.9979576,0.98649186,-0.99451447
-1.0,-0.3400093,-0.99065125,0.9726294,-0.8800206
-0.99999696,0.45324725,-0.9231166,0.9982917,-0.99707854
1.0,0.9997337,0.99986917,1.0,-1.0
1.0,0.99967104,0.99976885,1.0,-1.0
0.9966844,0.99402875,0.9784337,0.9999998,-1.0
0.99999833,0.9986957,0.99801505,1.0,-1.0
1.0,0.9995369,0.9996957,1.0,-1.0
-1.0,0.99839103,0.9950912,-0.9999176,0.999984
-1.0,0.9957998,0.9906248,-0.99999917,0.9999998
-0.99999994,0.99866,0.9975471,-0.9396087,0.97393143
-0.97953004,0.92754406,0.09912377,0.9999807,-0.99999166
1.0,0.99961007,0.9996027,1.0,-1.0
-1.0,0.99688977,0.99327624,-0.99994254,0.9999898
-0.93723994,0.91743463,0.24134977,0.99999416,-0.9999966
1.0,0.9996921,0.9998625,1.0,-1.0
-0.9999966,0.5683915,-0.897899,0.9983324,-0.9968097
1.0,0.99967104,0.99976885,1.0,-1.0
0.9999989,0.99918014,0.9986068,1.0,-1.0
-0.9612515,0.92508096,0.22909558,0.9999917,-0.999996
-0.9999998,0.9987444,0.9960454,-0.94312406,0.97276086
-1.0,-0.50329834,-0.99323946,0.97313815,-0.8818041
-1.0,0.9976683,0.99371856,-0.9999293,0.99998695
1.0,0.9995766,0.99974597,1.0,-1.0
0.99999905,0.99877745,0.9983213,1.0,-1.0
1.0,0.9997446,0.9998727,1.0,-1.0
0.9907267,0.99970925,0.9995741,0.99999714,-0.9999998
-1.0,0.9984567,0.99642205,-0.94415325,0.97462124
-1.0,0.99545634,0.99131316,-0.9999989,0.9999999
0.99999905,0.99974763,0.99981946,1.0,-1.0
0.99096817,0.99965835,0.9996241,0.99999696,-0.99999994
1.0,0.99946636,0.999558,1.0,-1.0
-0.99999994,0.9989123,0.99591637,-0.9457892,0.9717046
-0.99999475,0.25872973,-0.92939365,0.9990174,-0.997539
-1.0,0.9984567,0.99642205,-0.94415325,0.97462124
0.99999803,0.9992064,0.9983601,1.0,-1.0
0.99999917,0.9997921,0.9998197,1.0,-1.0
-0.95919436,0.91540855,0.27794325,0.99999404,-0.99999654
-0.9667483,0.93461883,0.28832382,0.9999905,-0.9999948
0.9973992,0.99250835,0.9744853,0.9999998,-1.0
-1.0,-0.7177052,-0.9973804,0.8243245,-0.27084264
-1.0,0.99887216,0.9972262,-0.9393039,0.97262275
-0.9999952,0.4321703,-0.91919696,0.9987291,-0.997531
-0.99999994,0.99866,0.9975471,-0.9396087,0.97393143
-0.99999994,0.99866,0.9975471,-0.9396087,0.97393143
-0.99666476,0.9994304,0.9993148,0.99226934,-0.9957817
0.9999989,0.99918014,0.9986068,1.0,-1.0
0.99999803,0.9992064,0.9983601,1.0,-1.0
-0.93723994,0.91743463,0.24134977,0.99999416,-0.9999966
-1.0,0.99796474,0.993051,-0.9527107,0.97696733
0.9962397,0.99549294,0.97978175,0.9999998,-1.0
1.0,0.9997337,0.99986917,1.0,-1.0
-1.0,-0.8592154,-0.99845535,0.8294974,-0.15011269
-0.99666476,0.9994304,0.9993148,0.99226934,-0.9957817
0.9955761,0.9955814,0.975463,1.0,-1.0
0.9962397,0.99549294,0.97978175,0.9999998,-1.0
1.0,0.99946636,0.999558,1.0,-1.0
0.99999803,0.9992064,0.9983601,1.0,-1.0
0.99999905,0.9982911,0.9979362,1.0,-1.0
-1.0,0.9984567,0.99642205,-0.94415325,0.97462124
0.99999833,0.9986957,0.99801505,1.0,-1.0
-0.97953004,0.92754406,0.09912377,0.9999807,-0.99999166
-1.0,0.99545634,0.99131316,-0.9999989,0.9999999
-0.99777883,0.99947846,0.9989731,0.9896384,-0.9952217
0.99599934,0.99377894,0.9724095,0.9999998,-1.0
-0.9979443,0.99928755,0.9984687,0.9882347,-0.99503154
-0.9999938,0.10960611,-0.93689114,0.99929106,-0.99819005
-1.0,0.99792105,0.99254245,-0.9999291,0.9999856
0.9966844,0.99402875,0.9784337,0.9999998,-1.0
0.9918848,0.9997042,0.99974,0.99999726,-0.9999999
-1.0,-0.7177052,-0.9973804,0.8243245,-0.27084264
-1.0,0.997132,0.99165773,-0.9999451,0.99998903
1.0,0.9996569,0.9998544,1.0,-1.0
-0.99815154,0.9989022,0.99706405,0.98717695,-0.9941855
-1.0,0.99792105,0.99254245,-0.9999291,0.9999856
1.0,0.99968743,0.9998557,1.0,-1.0
-0.9260902,0.8934398,0.22831905,0.9999964,-0.999998
-0.99999696,0.45324725,-0.9231166,0.9982917,-0.99707854
0.99193794,0.99971867,0.9997663,0.9999974,-0.9999998
-1.0,-0.81424874,-0.9980525,0.84893155,-0.21273497
0.99096817,0.99965835,0.9996241,0.99999696,-0.99999994
1.0,0.99970376,0.99986506,1.0,-1.0
-0.99815154,0.9989022,0.99706405,0.98717695,-0.9941855
-0.9999952,0.4321703,-0.91919696,0.9987291,-0.997531
-0.98233384,0.945962,0.12571613,0.99996966,-0.9999874
0.99999905,0.9982911,0.9979362,1.0,-1.0
-0.99999994,0.9989123,0.99591637,-0.9457892,0.9717046
-1.0,-0.8483776,-0.99845517,0.47469375,0.5000234
1.0,0.99968743,0.9998557,1.0,-1.0
-1.0,-0.9395979,-0.9992182,0.44746104,0.63972807
-1.0,-0.81424874,-0.9980525,0.84893155,-0.21273497
0.99193794,0.99971867,0.9997663,0.9999974,-0.9999998
-1.0,0.9946237,0.98973644,-1.0,1.0
0.991744,0.99977595,0.999756,0.99999774,-0.99999976
-1.0,-0.8592154,-0.99845535,0.8294974,-0.15011269
-1.0,0.99621874,0.99338084,-0.9999354,0.99999005
-1.0,0.9880306,0.9823576,-0.9999998,1.0
1.0,0.9995369,0.9996957,1.0,-1.0
0.9955761,0.9955814,0.975463,1.0,-1.0
1.0,0.9994143,0.999459,1.0,-1.0
-0.9999948,0.3194862,-0.9244325,0.9990924,-0.9981745
-1.0,0.997132,0.99165773,-0.9999451,0.99998903
-0.9179451,0.808298,0.061103895,0.9999971,-0.99999785
0.99193794,0.99971867,0.9997663,0.9999974,-0.9999998
-0.99776596,0.99938583,0.99843013,0.9897176,-0.9952859
-0.99999475,0.25872973,-0.92939365,0.9990174,-0.997539
-0.9179451,0.808298,0.061103895,0.9999971,-0.99999785
-1.0,-0.9508356,-0.9993335,0.35591742,0.7004126
-1.0,0.9970178,0.9923881,-0.9999988,0.99999976
0.9999992,0.99975485,0.99985373,1.0,-1.0
-0.9823264,0.9553687,0.2961998,0.9999784,-0.9999903
-1.0,0.9978023,0.9945768,-0.9999359,0.99998784
-0.99666476,0.9994304,0.9993148,0.99226934,-0.9957817
-1.0,0.9984567,0.99642205,-0.94415325,0.97462124
-0.99999994,-0.71909344,-0.99558747,0.97688365,-0.86190146
0.99762535,0.9919424,0.97458744,1.0,-1.0
-0.9999966,0.44246286,-0.9116957,0.99871767,-0.9974968
0.99193794,0.99971867,0.9997663,0.9999974,-0.9999998
0.9925189,0.99966246,0.9997771,0.9999971,-0.9999998
-1.0,0.9946237,0.98973644,-1.0,1.0
1.0,0.99967104,0.99976885,1.0,-1.0
0.9999989,0.99918014,0.9986068,1.0,-1.0
0.9925189,0.99966246,0.9997771,0.9999971,-0.9999998
0.99999803,0.9992064,0.9983601,1.0,-1.0
1.0,0.9996921,0.9998625,1.0,-1.0
-0.9999998,0.9987444,0.9960454,-0.94312406,0.97276086
-1.0,0.992744,0.98719627,-0.9999999,1.0
1.0,0.99968743,0.9998557,1.0,-1.0
-1.0,0.99693924,0.99329185,-0.9999985,0.99999976
0.99999887,0.9997805,0.99986184,1.0,-1.0
-1.0,-0.8592154,-0.99845535,0.8294974,-0.15011269
-0.9667483,0.93461883,0.28832382,0.9999905,-0.9999948
1.0,0.99970376,0.99986506,1.0,-1.0
-1.0,0.99693924,0.99329185,-0.9999985,0.99999976
-0.99666476,0.9994304,0.9993148,0.99226934,-0.9957817
0.9973992,0.99250835,0.9744853,0.9999998,-1.0
-0.9968427,0.9993734,0.99922293,0.9908798,-0.99456364
0.9966844,0.99402875,0.9784337,0.9999998,-1.0
-0.9999969,0.5667661,-0.91339535,0.9977724,-0.99634254
-0.9612515,0.92508096,0.22909558,0.9999917,-0.999996
-1.0,-0.48701036,-0.992653,0.97313297,-0.8816524
0.9918848,0.9997042,0.99974,0.99999726,-0.9999999
0.9999985,0.9991388,0.9984862,1.0,-1.0
0.99999833,0.9986957,0.99801505,1.0,-1.0
-1.0,0.997132,0.99165773,-0.9999451,0.99998903
-0.93723994,0.91743463,0.24134977,0.99999416,-0.9999966
0.99999905,0.99877745,0.9983213,1.0,-1.0
1.0,0.9995369,0.9996957,1.0,-1.0
0.9999985,0.9991388,0.9984862,1.0,-1.0
0.9973992,0.99250835,0.9744853,0.9999998,-1.0
0.99729466,0.9947289,0.97793156,1.0,-1.0
1.0,0.99967104,0.99976885,1.0,-1.0
0.99999833,0.9986957,0.99801505,1.0,-1.0
-0.9785955,0.9411842,0.28078613,0.9999865,-0.99999374
-1.0,0.99887216,0.9972262,-0.9393039,0.97262275
-0.9999969,0.5667661,-0.91339535,0.9977724,-0.99634254
0.9999988,0.99888533,0.99836934,1.0,-1.0
-1.0,0.99887216,0.9972262,-0.9393039,0.97262275
-1.0,-0.863329,-0.9985483,0.4010405,0.5657185
0.99999887,0.9997805,0.99986184,1.0,-1.0
-1.0,0.9957998,0.9906248,-0.99999917,0.9999998
0.99999803,0.9992064,0.9983601,1.0,-1.0
-0.99999475,0.25872973,-0.92939365,0.9990174,-0.997539
0.99999905,0.99974763,0.99981946,1.0,-1.0
-0.99999994,-0.71909344,-0.99558747,0.97688365,-0.86190146
1.0,0.9994143,0.999459,1.0,-1.0
-1.0,-0.7177052,-0.9973804,0.8243245,-0.27084264
0.9999985,0.9991388,0.9984862,1.0,-1.0
-0.9612515,0.92508096,0.22909558,0.9999917,-0.999996
0.9999988,0.99888533,0.99836934,1.0,-1.0
-0.9612515,0.92508096,0.22909558,0.9999917,-0.999996
-0.97953004,0.92754406,0.09912377,0.9999807,-0.99999166
1.0,0.9996569,0.9998544,1.0,-1.0
-1.0,0.99688977,0.99327624,-0.99994254,0.9999898
1.0,0.9995369,0.9996957,1.0,-1.0
0.9999993,0.9997762,0.999865,1.0,-1.0
-1.0,-0.8483776,-0.99845517,0.47469375,0.5000234
0.9918848,0.9997042,0.99974,0.99999726,-0.9999999
-0.9999948,0.3194862,-0.9244325,0.9990924,-0.9981745
-0.9999948,0.3194862,-0.9244325,0.9990924,-0.9981745
0.9955761,0.9955814,0.975463,1.0,-1.0
0.99999917,0.9997921,0.9998197,1.0,-1.0
-0.99776596,0.99938583,0.99843013,0.9897176,-0.9952859
1.0,0.9997942,0.99988014,1.0,-1.0
0.99762535,0.9919424,0.97458744,1.0,-1.0
1.0,0.9995369,0.9996957,1.0,-1.0
-1.0,-0.5879353,-0.9940366,0.9757699,-0.8915065
-0.9999998,0.9987118,0.99639654,-0.94762,0.9735337
-0.99776596,0.99938583,0.99843013,0.9897176,-0.9952859
0.99599934,0.99377894,0.9724095,0.9999998,-1.0
1.0,0.99970376,0.99986506,1.0,-1.0
-1.0,0.99688977,0.99327624,-0.99994254,0.9999898
0.9966844,0.99402875,0.9784337,0.9999998,-1.0
0.99999833,0.9986957,0.99801505,1.0,-1.0
-0.9999998,-0.7925087,-0.996485,0.97843987,-0.86961895
-0.9979443,0.99928755,0.9984687,0.9882347,-0.99503154
0.9918848,0.9997042,0.99974,0.99999726,-0.9999999
-0.97953004,0.92754406,0.09912377,0.9999807,-0.99999166
1.0,0.9997337,0.99986917,1.0,-1.0
-1.0,0.997132,0.99165773,-0.9999451,0.99998903
-0.9999998,0.9983875,0.9925968,-0.94941604,0.9740205
0.99999905,0.99877745,0.9983213,1.0,-1.0
-0.9260902,0.8934398,0.22831905,0.9999964,-0.999998
0.9999992,0.99975485,0.99985373,1.0,-1.0
-0.9179451,0.808298,0.061103895,0.9999971,-0.99999785
-1.0,0.9946237,0.98973644,-1.0,1.0
1.0,0.9994143,0.999459,1.0,-1.0
-0.9999966,0.5683915,-0.897899,0.9983324,-0.9968097
0.9999993,0.999733,0.99986166,1.0,-1.0
-1.0,-0.9395979,-0.9992182,0.44746104,0.63972807
1.0,0.9997337,0.99986917,1.0,-1.0
1.0,0.9994617,0.99969345,1.0,-1.0
-1.0,-0.8483776,-0.99845517,0.47469375,0.5000234
0.99193794,0.99971867,0.9997663,0.9999974,-0.9999998
-1.0,-0.3400093,-0.99065125,0.9726294,-0.8800206
-0.9972403,0.99943936,0.99920326,0.99080545,-0.995562
-1.0,-0.8483776,-0.99845517,0.47469375,0.5000234
0.9999989,0.99918014,0.9986068,1.0,-1.0
0.9907267,0.99970925,0.9995741,0.99999714,-0.9999998
0.99999803,0.99881727,0.99791783,1.0,-1.0
1.0,0.9997942,0.99988014,1.0,-1.0
-1.0,0.99545634,0.99131316,-0.9999989,0.9999999
-0.9999938,0.10960611,-0.93689114,0.99929106,-0.99819005
0.9955761,0.9955814,0.975463,1.0,-1.0
-0.9785955,0.9411842,0.28078613,0.9999865,-0.99999374
1.0,0.99927634,0.9994482,1.0,-1.0
-1.0,0.9957998,0.9906248,-0.99999917,0.9999998
-1.0,-0.863329,-0.9985483,0.4010405,0.5657185
-0.9179451,0.808298,0.061103895,0.9999971,-0.99999785
-0.9999998,0.9983875,0.9925968,-0.94941604,0.9740205
0.9973992,0.99250835,0.9744853,0.9999998,-1.0
-1.0,-0.7177052,-0.9973804,0.8243245,-0.27084264
0.99999905,0.9998248,0.9998684,1.0,-1.0
-0.9823264,0.9553687,0.2961998,0.9999784,-0.9999903
-1.0,-0.7177052,-0.9973804,0.8243245,-0.27084264
0.99999917,0.9997921,0.9998197,1.0,-1.0
-1.0,-0.9395979,-0.9992182,0.44746104,0.63972807
0.99999803,0.9992064,0.9983601,1.0,-1.0
1.0,0.99970376,0.99986506,1.0,-1.0
-1.0,0.99621874,0.99338084,-0.9999354,0.99999005
-1.0,0.9972898,0.9941543,-0.9999188,0.99998724
1.0,0.99946636,0.999558,1.0,-1.0
-0.9348144,0.85677785,0.10783081,0.99999565,-0.9999964
-0.98233384,0.945962,0.12571613,0.99996966,-0.9999874
0.991744,0.99977595,0.999756,0.99999774,-0.99999976
0.9978049,0.988891,0.97102594,1.0,-1.0
-1.0,0.997132,0.99165773,-0.9999451,0.99998903
-0.996987,0.99952143,0.9992041,0.9918819,-0.99582404
-1.0,-0.48701036,-0.992653,0.97313297,-0.8816524
-1.0,-0.9508356,-0.9993335,0.35591742,0.7004126
-1.0,0.9957998,0.9906248,-0.99999917,0.9999998
-1.0,0.9946237,0.98973644,-1.0,1.0
-0.99835205,0.99904597,0.9963882,0.9859728,-0.993972
0.9999992,0.99975485,0.99985373,1.0,-1.0
-1.0,0.99693924,0.99329185,-0.9999985,0.99999976
1.0,0.99946636,0.999558,1.0,-1.0
-1.0,0.99796474,0.993051,-0.9527107,0.97696733
-1.0,-0.50329834,-0.99323946,0.97313815,-0.8818041
0.9973992,0.99250835,0.9744853,0.9999998,-1.0
-1.0,-0.5879353,-0.9940366,0.9757699,-0.8915065
0.99762535,0.9919424,0.97458744,1.0,-1.0
-0.9260902,0.8934398,0.22831905,0.9999964,-0.999998
0.99599934,0.99377894,0.9724095,0.9999998,-1.0
1.0,0.9996569,0.9998544,1.0,-1.0
0.9999993,0.9997762,0.999865,1.0,-1.0
-1.0,0.99839103,0.9950912,-0.9999176,0.999984
-1.0,0.997132,0.99165773,-0.9999451,0.99998903
-0.9999998,0.9983875,0.9925968,-0.94941604,0.9740205
0.9966844,0.99402875,0.9784337,0.9999998,-1.0
-1.0,-0.8483776,-0.99845517,0.47469375,0.5000234
1.0,0.99946636,0.999558,1.0,-1.0
-1.0,0.99796474,0.993051,-0.9527107,0.97696733
0.9999994,0.99978006,0.9998432,1.0,-1.0
1.0,0.9995369,0.9996957,1.0,-1.0
-1.0,0.9946237,0.98973644,-1.0,1.0
-1.0,-0.9395979,-0.9992182,0.44746104,0.63972807
1.0,0.99968743,0.9998557,1.0,-1.0
-1.0,0.992744,0.98719627,-0.9999999,1.0
1.0,0.99968743,0.9998557,1.0,-1.0
1.0,0.9995369,0.9996957,1.0,-1.0
0.991744,0.99977595,0.999756,0.99999774,-0.99999976
-0.99666476,0.9994304,0.9993148,0.99226934,-0.9957817
0.99999803,0.99881727,0.99791783,1.0,-1.0
0.99999917,0.9997921,0.9998197,1.0,-1.0
0.99114656,0.99972576,0.99968404,0.999997,-0.9999999
-0.98233384,0.945962,0.12571613,0.99996966,-0.9999874
-1.0,0.99796474,0.993051,-0.9527107,0.97696733
-0.9612515,0.92508096,0.22909558,0.9999917,-0.999996
-0.9972403,0.99943936,0.99920326,0.99080545,-0.995562
0.99999905,0.99877745,0.9983213,1.0,-1.0
-0.95919436,0.91540855,0.27794325,0.99999404,-0.99999654
-1.0,-0.6629286,-0.9969755,0.83915955,-0.31707734
0.9907267,0.99970925,0.9995741,0.99999714,-0.9999998
0.9999988,0.99888533,0.99836934,1.0,-1.0
-0.9999952,0.4321703,-0.91919696,0.9987291,-0.997531
-1.0,0.99688977,0.99327624,-0.99994254,0.9999898
1.0,0.9995766,0.99974597,1.0,-1.0
-0.9670304,0.94287515,0.24417269,0.99998695,-0.9999938
1.0,0.9997337,0.99986917,1.0,-1.0
-1.0,0.99792105,0.99254245,-0.9999291,0.9999856
0.9925189,0.99966246,0.9997771,0.9999971,-0.9999998
-0.99834335,0.99932307,0.9979576,0.98649186,-0.99451447
-1.0,-0.6629286,-0.9969755,0.83915955,-0.31707734
-0.99666476,0.9994304,0.9993148,0.99226934,-0.9957817
