h_1_0,h_1_1,h_1_2,h_1_3,h_1_4,h_1_5,h_1_6,h_1_7,h_1_8,h_1_9,h_1_10,h_1_11,h_1_12,h_1_13,h_1_14,h_1_15,h_1_16,h_1_17,h_1_18,h_1_19,h_1_20,h_1_21,h_1_22,h_1_23,h_1_24,h_1_25,h_1_26,h_1_27,h_1_28,h_1_29,h_1_30,h_1_31,h_1_32,h_1_33,h_1_34,h_1_35,h_1_36,h_1_37,h_1_38,h_1_39,h_1_40,h_1_41,h_1_42,h_1_43,h_1_44,h_1_45,h_1_46,h_1_47,h_1_48,h_1_49,h_1_50,h_1_51,h_1_52,h_1_53,h_1_54,h_1_55,h_1_56,h_1_57,h_1_58,h_1_59,h_1_60,h_1_61,h_1_62,h_1_63,h_1_64,h_1_65,h_1_66,h_1_67,h_1_68,h_1_69,h_1_70,h_1_71,h_1_72,h_1_73,h_1_74,h_1_75,h_1_76,h_1_77,h_1_78,h_1_79,h_1_80,h_1_81,h_1_82,h_1_83,h_1_84,h_1_85,h_1_86,h_1_87,h_1_88,h_1_89,h_1_90,h_1_91,h_1_92,h_1_93,h_1_94,h_1_95,h_1_96,h_1_97,h_1_98,h_1_99
-0.9999999,0.9998695,1.0,-0.99559,-0.48449543,0.10462649,0.9992406,-1.0,0.99979687,0.99970055,0.9987184,0.9999633,-0.99943405,-0.9995819,0.99936235,0.5322314,-0.43000013,0.99987036,0.9999946,-0.9996898,-0.9999952,-0.7925799,0.9982947,0.24579647,0.99958783,-0.2943088,0.99999815,-1.0,0.999149,-0.9998436,0.9944153,-1.0,-0.16580974,-0.3794395,0.99989945,-0.42963135,-0.9901286,0.9998232,1.0,0.9999886,-0.99778664,0.99947625,-0.999672,-0.9989143,-0.6370209,0.9999405,0.9865955,-0.9999998,-0.99908584,1.0,-0.99999744,-0.9991721,-1.0,-0.9995533,-0.9999947,0.99996305,0.9999323,0.62278336,0.9990923,0.16328351,0.9973129,-0.99998736,-0.48906702,-0.9996035,0.20510815,-0.1295574,-0.754222,0.9998707,0.99954337,0.86139446,-0.9999995,-0.8338681,-0.99996763,-0.11537086,-0.99999994,-0.99985516,-1.0,-0.99999744,-0.9998806,-0.999876,-0.19342782,0.99979264,-0.99927086,-0.19389221,-0.30015415,-0.99989015,-0.9999948,0.9999533,0.21711884,-0.9989106,0.99993014,-0.9996659,0.9999998,1.0,-0.9999917,-0.025053324,-0.9999671,1.0,0.09223453,0.9993736
-0.99999964,0.99989015,1.0,-0.997028,-0.33031914,0.5010637,0.9997765,-1.0,0.9998625,0.99984634,0.9979767,0.9995025,-0.9992661,-0.9998276,0.9998925,0.83118343,-0.23170693,0.9999653,0.9999976,-0.9993943,-0.9999703,-0.96582884,0.9990687,0.70526594,0.9999274,0.009677061,0.99999976,-1.0,0.9977952,-0.9999753,0.97175086,-1.0,-0.8404567,-0.27691546,0.99994576,-0.5975686,-0.9923831,0.9999131,1.0,0.9999952,-0.998896,0.9994807,-0.9992965,-0.99951243,-0.8692821,0.99996597,0.96704257,-0.99999976,-0.9979964,1.0,-0.9999995,-0.99846435,-1.0,-0.9990634,-0.9999971,0.9999836,0.999954,0.80735904,0.99891806,-0.4636685,0.9995052,-0.9999882,-0.64926785,-0.9998439,0.75120085,-0.79555976,-0.8194447,0.99998677,0.99994534,0.8138442,-0.9999997,-0.9340303,-0.9999943,-0.76914835,-1.0,-0.9999485,-1.0,-0.9999991,-0.99991345,-0.99996954,-0.5675906,0.9998771,-0.99994814,-0.32593542,-0.89628345,-0.9999645,-0.9999994,0.999924,-0.58354354,-0.9989905,0.99994946,-0.99958736,1.0,1.0,-0.9999993,-0.53765345,-0.99999523,1.0,-0.742933,0.9991121
-1.0,0.9999899,1.0,-0.9957554,-0.86154926,0.8072957,0.99899983,-1.0,0.99997467,0.9999612,0.9996796,0.99987185,-0.9999586,-0.9999793,0.9999334,0.972361,-0.94603187,0.99999493,0.9999999,-0.9998581,-0.99999994,-0.9847593,0.9997916,-0.5295168,0.9999931,-0.9872271,0.9999998,-1.0,0.9996808,-0.999989,0.99981785,-1.0,-0.942469,-0.82476485,0.9999868,-0.93774253,-0.9941298,0.9999805,1.0,0.9999989,-0.9992582,0.99993426,-0.9999495,-0.9997747,-0.9703285,0.99999195,0.9998369,-1.0,-0.999771,1.0,-0.9999998,-0.99954534,-1.0,-0.99989843,-0.9999999,0.99998915,0.99998766,0.95529604,0.999501,-0.95020837,0.99932826,-0.9999908,-0.91712785,-0.99997586,0.93557966,-0.9214508,-0.9334125,0.9999965,0.99996966,0.98895603,-1.0,-0.9621849,-0.99999964,-0.88687414,-1.0,-0.9999702,-1.0,-0.9999999,-0.99998564,-0.99997455,-0.8449906,0.99998164,-0.9999824,-0.76699394,-0.90257597,-0.9999978,-0.9999999,0.99999416,-0.82797545,-0.99972945,0.99999326,-0.9999175,1.0,1.0,-0.99999994,-0.9221199,-0.9999962,1.0,-0.83525455,0.9998391
-1.0,0.99999136,1.0,-0.99937606,-0.93086743,0.8512523,0.99870175,-1.0,0.9999734,0.9999879,0.9998728,0.99960005,-0.9999768,-0.9999965,0.9998684,0.764841,-0.966064,0.99999815,1.0,-0.9998612,-1.0,-0.9515617,0.99998087,-0.110393494,0.999996,-0.9949141,1.0,-1.0,0.99970716,-0.9999944,0.9999453,-1.0,-0.9112497,-0.6768461,0.999991,-0.9243136,-0.9972668,0.99998915,1.0,0.9999999,-0.9996639,0.9999815,-0.9999689,-0.9999418,-0.9717817,0.99999774,0.9999913,-1.0,-0.99981713,1.0,-0.9999999,-0.9998586,-1.0,-0.9998866,-0.9999998,0.99998933,0.9999933,0.0938826,0.9999745,-0.9409433,0.99900246,-0.9999872,-0.8709885,-0.9999793,0.8688559,-0.36253944,-0.17021556,0.9999938,0.9999727,0.9956179,-1.0,-0.7476266,-0.99999994,-0.657604,-1.0,-0.9999853,-1.0,-0.9999998,-0.9999914,-0.999991,-0.7111511,0.99999183,-0.999922,-0.68032616,-0.25640705,-0.99999666,-0.9999999,0.9999993,-0.44213283,-0.9995711,0.999996,-0.9999513,1.0,1.0,-0.9999998,-0.664712,-0.9999965,1.0,-0.46828339,0.9999731
-1.0,0.99996823,1.0,-0.99928766,0.40694338,-0.51439315,0.9987105,-1.0,0.99989325,0.9998368,0.9994045,0.9999606,-0.99989927,-0.99995166,0.9998159,-0.429815,0.3381618,0.9999765,0.9999997,-0.99962217,-0.99998695,-0.06539521,0.9995618,0.6956529,0.99969804,0.22252555,0.9999998,-1.0,0.9991731,-0.9999866,0.9894633,-1.0,0.1272425,0.39172646,0.999962,-0.07359868,-0.9978073,0.9998992,1.0,0.99999833,-0.9991824,0.9998755,-0.9999018,-0.9997064,-0.6229506,0.9999733,0.9986269,-1.0,-0.9991688,1.0,-0.9999991,-0.99944484,-1.0,-0.9996528,-0.9999986,0.99996,0.99995697,-0.65561455,0.9999565,0.4614372,0.9987311,-0.999983,0.029730106,-0.9999168,-0.21302137,0.25703505,0.48172975,0.9999144,0.9999769,0.80057836,-0.9999999,0.72761935,-0.999998,0.77315223,-1.0,-0.99992377,-1.0,-0.9999978,-0.9998614,-0.9999669,0.44956896,0.99996316,-0.9965986,0.39601663,0.49667886,-0.999824,-0.99999887,0.9999894,0.87922424,-0.9997069,0.99995947,-0.9995177,1.0,1.0,-0.9999996,0.49391085,-0.999989,1.0,0.6560932,0.9992418
-1.0,0.99998134,1.0,-0.9960063,-0.87299997,0.8666692,0.99944794,-1.0,0.9999512,0.99990857,0.99976027,0.9999574,-0.99994254,-0.99996716,0.99992,0.97361076,-0.9762581,0.99998885,0.99999976,-0.99991196,-0.99999833,-0.9710283,0.99978346,-0.49201968,0.99996877,-0.9809189,1.0,-1.0,0.99970454,-0.9999858,0.9996012,-1.0,-0.9327005,-0.84123063,0.99997705,-0.92891055,-0.99506503,0.99998695,1.0,0.99999934,-0.99961424,0.9999325,-0.99989754,-0.9998351,-0.97146696,0.99999315,0.9992803,-1.0,-0.9996978,1.0,-0.99999994,-0.99943846,-1.0,-0.99981767,-0.99999976,0.99998415,0.9999838,0.96892446,0.99960077,-0.94683564,0.99945754,-0.99999195,-0.8715151,-0.9999614,0.9472271,-0.9647832,-0.93983525,0.99999845,0.99997693,0.98738605,-1.0,-0.93990254,-0.99999964,-0.9417394,-1.0,-0.99997663,-1.0,-0.9999997,-0.9999908,-0.9999777,-0.9300801,0.99996775,-0.9999921,-0.8508112,-0.9709509,-0.99999726,-0.99999964,0.9999894,-0.7933251,-0.99979234,0.9999856,-0.99989665,1.0,1.0,-0.99999976,-0.90244734,-0.9999978,1.0,-0.9370215,0.9997322
-1.0,0.9999756,1.0,-0.9907342,-0.9637265,0.9776108,0.9997983,-1.0,0.99997383,0.9998977,0.9996929,0.9999257,-0.9998473,-0.99992484,0.999883,0.99730724,-0.9605131,0.9999912,0.9999998,-0.9997715,-0.9999982,-0.9864549,0.99964327,-0.6210096,0.99998945,-0.9855466,1.0,-1.0,0.9996092,-0.99997956,0.9998839,-1.0,-0.9692668,-0.8782126,0.99997646,-0.9833694,-0.99160326,0.99997735,1.0,0.99999815,-0.99885094,0.9998427,-0.9998759,-0.9996318,-0.9646687,0.9999842,0.9976695,-1.0,-0.9995325,1.0,-0.9999999,-0.999555,-1.0,-0.99964046,-0.9999995,0.99998003,0.9999804,0.9879281,0.9980905,-0.98616135,0.9985916,-0.99999493,-0.81830126,-0.99995303,0.946975,-0.99061006,-0.97345066,0.99999785,0.99985546,0.9965834,-0.9999998,-0.9905278,-0.9999988,-0.9832146,-1.0,-0.9999705,-1.0,-0.99999994,-0.99998915,-0.99996895,-0.9597032,0.9999609,-0.99999696,-0.94928306,-0.9961868,-0.99998987,-0.9999997,0.99998564,-0.93060684,-0.99975914,0.9999813,-0.9999076,1.0,1.0,-0.9999995,-0.88317597,-0.99999523,1.0,-0.97881275,0.9998802
-1.0,0.9999816,1.0,-0.99879843,-0.4325851,0.4694033,0.99964684,-1.0,0.9999172,0.99990505,0.99970937,0.9999751,-0.9999099,-0.99995494,0.9998553,0.8081372,-0.8324174,0.9999749,0.99999976,-0.99981886,-0.99999577,-0.47741377,0.99965584,0.097917154,0.9999026,-0.9005427,0.9999998,-1.0,0.9996746,-0.9999849,0.99870896,-1.0,-0.5708036,-0.43261546,0.99997115,-0.7527631,-0.99701744,0.99993557,1.0,0.9999982,-0.9992921,0.99984336,-0.9998437,-0.9997613,-0.8509565,0.99998254,0.99943566,-1.0,-0.9995507,1.0,-0.99999976,-0.99972236,-1.0,-0.9996608,-0.9999989,0.999938,0.9999729,0.7298301,0.9998217,-0.69120014,0.9981837,-0.9999862,-0.3237489,-0.9999304,0.53542316,-0.6340653,-0.53216237,0.9999844,0.99995965,0.9453872,-0.9999999,-0.39890695,-0.9999988,-0.41083482,-1.0,-0.9999289,-1.0,-0.99999917,-0.99995714,-0.99997306,-0.6698529,0.99996465,-0.9998143,-0.46862972,-0.6285011,-0.99997413,-0.9999994,0.9999921,0.2650376,-0.999602,0.9999739,-0.99986076,1.0,1.0,-0.99999934,-0.5598847,-0.9999898,1.0,-0.37908894,0.99969846
-0.9999997,0.9998903,1.0,-0.9998001,0.87092954,-0.7941553,0.9999361,-1.0,0.99990886,0.9998309,0.99916077,0.9999899,-0.9995016,-0.9996289,0.9998104,-0.8251928,0.7247012,0.9999549,0.99999434,-0.9997449,-0.9999945,0.20160165,0.99885446,0.9756945,0.9989593,0.53775805,0.9999999,-1.0,0.9989263,-0.9999758,0.71711916,-1.0,0.6164809,0.62789327,0.99990624,0.7918971,-0.9987014,0.99988705,1.0,0.999996,-0.9995908,0.99952483,-0.999395,-0.99964815,-0.0016035937,0.9999496,0.9723928,-0.9999999,-0.99906284,1.0,-0.99999696,-0.99939626,-1.0,-0.99933976,-0.9999974,0.9999498,0.9999632,-0.4535154,0.99982285,0.82233745,0.99874747,-0.9999824,0.13909397,-0.9996819,-0.59719324,0.8773908,0.37971675,0.99967104,0.9999623,-0.5467222,-0.99999976,-0.08812371,-0.9999944,0.81409657,-1.0,-0.99992716,-1.0,-0.99999255,-0.9998635,-0.9999854,0.8382877,0.999855,-0.9990428,0.84152955,0.77678084,-0.99987787,-0.99999774,0.9999608,0.7283172,-0.9987074,0.99994034,-0.99977833,1.0,1.0,-0.9999986,0.7616552,-0.99998784,1.0,0.8652823,0.99946725
-1.0,0.9999816,1.0,-0.9999708,0.58354557,-0.55031794,0.99995863,-1.0,0.99999046,0.9999649,0.99982524,0.99998826,-0.99989617,-0.999954,0.99997294,-0.80962485,0.4776696,0.9999932,0.9999999,-0.99988306,-0.9999995,-0.33566755,0.9997704,0.967753,0.9999529,-0.15846977,0.99999994,-1.0,0.999626,-0.99999356,0.9556772,-1.0,0.34916028,0.52219796,0.99998575,0.8385775,-0.99916273,0.99996096,1.0,0.9999998,-0.9999073,0.9999331,-0.9999168,-0.9999221,-0.5698251,0.9999912,0.9980834,-1.0,-0.9996216,1.0,-0.9999999,-0.99979067,-1.0,-0.9997595,-0.9999999,0.9999917,0.99998814,-0.8650155,0.99999404,0.81285006,0.99959004,-0.9999913,-0.49642703,-0.99996847,-0.103968665,0.87928706,0.8111564,0.9999393,0.9999942,-0.11834492,-1.0,-0.22097856,-0.9999999,0.43756548,-1.0,-0.99994576,-1.0,-0.99999964,-0.999976,-0.99999523,0.7312886,0.9999787,-0.9998739,0.8414959,0.66396046,-0.9999923,-1.0,0.99999547,0.3926405,-0.99965155,0.9999905,-0.9999603,1.0,1.0,-0.9999998,0.61782014,-0.9999987,1.0,0.78706604,0.99992
