h_2_0,h_2_1,h_2_2,h_2_3,h_2_4,h_2_5,h_2_6,h_2_7,h_2_8,h_2_9,h_2_10,h_2_11,h_2_12,h_2_13,h_2_14,h_2_15,h_2_16,h_2_17,h_2_18,h_2_19,h_2_20,h_2_21,h_2_22,h_2_23,h_2_24,h_2_25,h_2_26,h_2_27,h_2_28,h_2_29,h_2_30,h_2_31,h_2_32,h_2_33,h_2_34,h_2_35,h_2_36,h_2_37,h_2_38,h_2_39,h_2_40,h_2_41,h_2_42,h_2_43,h_2_44,h_2_45,h_2_46,h_2_47,h_2_48,h_2_49
0.75584674,0.8243266,-0.99848837,-0.8728824,-0.7000713,0.82825905,0.8027799,-0.8357364,0.99533165,0.75008065,-0.76785743,-0.85570043,-0.304156,0.039930325,0.9081594,-0.99643284,-0.9994405,-0.959958,-0.9988618,0.87833655,0.87804973,-0.4558697,-0.9743712,-0.09600978,0.6979417,-0.06925555,0.78614765,0.79396516,0.9168299,-0.99930817,-0.7219958,-0.9998033,0.91254467,-0.96457,-0.52431417,0.9932013,-0.9078168,0.9334149,-0.8271387,-0.6695679,0.46628857,0.8606702,0.80589813,0.9999044,0.43914586,-0.63870084,0.95375204,-0.64492834,0.9842284,-0.800232
0.9952183,0.9767836,-0.99855375,-0.9912915,-0.98421735,0.993382,0.9864942,-0.99177694,0.9963489,0.9865194,-0.9827028,-0.99138874,-0.28998238,0.17588894,0.99519163,-0.99732375,-0.99939734,-0.9856235,-0.9993132,-0.02011138,0.99388367,-0.9449055,-0.98468477,-0.20995307,0.9819855,0.010790918,0.8611721,0.9898506,0.9690635,-0.9993829,-0.98741746,-0.9997383,0.9962328,-0.9984678,-0.53303,0.99828684,-0.99670786,0.998532,-0.93872344,-0.97990495,0.928319,0.9944846,0.96305263,0.999951,0.9669185,-0.9488015,0.9820568,-0.7522555,0.9728652,-0.99061537
0.99986416,0.9995856,-0.994349,-0.99990875,-0.99939996,0.9998449,0.9996719,-0.9997943,0.99611187,0.99962795,-0.99915814,-0.9998215,-0.01929063,-0.27486122,0.9999235,-0.99744153,-0.99973303,-0.99758583,-0.9996407,-0.85368097,0.999911,-0.99871564,-0.99054116,-0.36534914,0.9993361,-0.28380835,0.9859705,0.99958754,0.98862576,-0.9993806,-0.99949825,-0.9994925,0.99980634,-0.9999003,-0.50127,0.99976104,-0.9997457,0.99994415,-0.98240125,-0.99905795,0.99491286,0.99979514,0.99840015,0.9999547,0.99893504,-0.9972974,0.9890638,-0.935468,0.9514774,-0.9982463
0.99892217,0.9975088,-0.9960382,-0.9992787,-0.9973799,0.99942774,0.99861485,-0.99853456,0.994431,0.99814165,-0.9945571,-0.9990958,0.09375969,-0.26210067,0.999467,-0.99415016,-0.9995527,-0.99325067,-0.99959123,-0.37525854,0.99937385,-0.9871406,-0.9794175,-0.3891661,0.99713665,-0.14821129,0.98047143,0.99697524,0.9852684,-0.9992437,-0.99774855,-0.99966246,0.99712497,-0.99784625,-0.40100622,0.99950665,-0.99719447,0.99884266,-0.96779394,-0.9953642,0.97861457,0.9981772,0.9931401,0.99992234,0.9929496,-0.992056,0.95962936,-0.9239965,0.94122714,-0.9874521
-0.97258276,-0.9650502,-0.99961597,0.9836504,0.98272514,-0.97179866,-0.9710467,0.9700931,0.98819673,-0.9773291,0.9808457,0.98234177,-0.4349282,0.6622955,-0.9795712,-0.98208874,-0.998404,0.23842534,-0.996505,0.9993088,-0.9665566,0.9909061,-0.66169894,0.3176006,-0.98239785,0.5726602,-0.808389,-0.9795708,-0.30278242,-0.99822307,0.9698291,-0.9998951,-0.98931396,0.98679215,-0.79433846,0.7394466,0.9817957,-0.98785996,0.11049796,0.9809835,-0.9900248,-0.97070503,-0.86083484,0.9996425,-0.9854878,0.97509634,0.21462579,0.7821001,0.98967797,0.93434435
0.9998942,0.9996596,-0.9941661,-0.9999221,-0.9994979,0.9998761,0.9997344,-0.9998409,0.99611497,0.9996865,-0.99929464,-0.999865,-0.017676389,-0.24746315,0.99994445,-0.99757534,-0.99970937,-0.9977696,-0.9996391,-0.8773153,0.9999281,-0.9989113,-0.99040973,-0.3307204,0.99948746,-0.26467058,0.9837861,0.99968797,0.9891853,-0.99932843,-0.99954367,-0.9994935,0.9998471,-0.99991834,-0.51130366,0.99978447,-0.9997902,0.99995285,-0.9822637,-0.9992528,0.9959341,0.99984336,0.9985918,0.9999539,0.9991524,-0.9976938,0.9884969,-0.93006426,0.94646084,-0.998539
0.9999325,0.99979293,-0.99332476,-0.9999529,-0.99967504,0.9999278,0.99984485,-0.99990106,0.9956888,0.99980456,-0.9995161,-0.9999162,0.007196936,-0.29039946,0.9999657,-0.99756014,-0.9997171,-0.99824256,-0.99963945,-0.9135141,0.99995404,-0.9992605,-0.99111325,-0.33047277,0.9996461,-0.28674453,0.9863287,0.9997966,0.99063146,-0.9993328,-0.999684,-0.9994668,0.99990773,-0.9999488,-0.5096549,0.99981993,-0.99986774,0.9999714,-0.98554015,-0.9994724,0.99708474,0.99989474,0.99899507,0.9999586,0.9994244,-0.99843645,0.9898116,-0.9393685,0.93914145,-0.99898475
0.9922898,0.984394,-0.99746066,-0.9942715,-0.9765362,0.99189466,0.98950535,-0.993888,0.99543136,0.9814915,-0.9824131,-0.99346244,-0.32475275,0.25114515,0.9970442,-0.9962026,-0.9994354,-0.98344564,-0.99932086,0.21545072,0.99583447,-0.95408,-0.95663816,-0.026873918,0.98498476,0.08143856,0.8002747,0.9903589,0.93618405,-0.99872935,-0.98398256,-0.99962574,0.9911258,-0.99420446,-0.6292408,0.9985663,-0.98363185,0.9963345,-0.9052374,-0.9800492,0.9166392,0.99420595,0.98179126,0.9998709,0.96581686,-0.94974315,0.9353039,-0.56507725,0.96840626,-0.96755755
-0.9995784,-0.999278,-0.9998846,0.9996044,0.9988739,-0.9992986,-0.9992821,0.99921834,0.98433226,-0.9990241,0.9990658,0.9994471,-0.36904013,0.40932876,-0.99975514,-0.99158436,-0.9984342,0.69472307,-0.9959879,0.99995124,-0.9996078,0.99982345,-0.82691157,0.33911684,-0.99910206,0.2450155,-0.65174174,-0.9992689,-0.6055453,-0.9988611,0.998841,-0.99990624,-0.9988851,0.99658096,-0.34774953,-0.47019964,0.9954811,-0.9989089,0.3732725,0.9991163,-0.9991896,-0.9995903,-0.9921523,0.99964935,-0.99961513,0.9989419,0.52749866,0.4226346,0.99726343,0.98276263
-0.9959963,-0.9961245,-0.99982595,0.99700576,0.9897817,-0.99198496,-0.9948527,0.9959387,0.98729736,-0.98412436,0.9962902,0.99445003,-0.030754024,0.035471883,-0.99728346,-0.9871777,-0.99921864,0.30566463,-0.9974135,0.9997508,-0.99530476,0.9985819,-0.9189329,-0.032109108,-0.9929605,0.116094366,0.26943228,-0.99559546,0.07052782,-0.9994931,0.9898959,-0.99992853,-0.9959089,0.99107075,0.054788146,0.30402535,0.96747386,-0.99562764,-0.07249107,0.99443,-0.99463165,-0.9971621,-0.9553813,0.999729,-0.9961676,0.9932898,0.6359128,-0.1460624,0.9946563,0.9471785
0.99985135,0.9994784,-0.99475676,-0.9998728,-0.9992679,0.99981904,0.99960977,-0.99976164,0.99604845,0.99957484,-0.99909943,-0.9998046,-0.040981792,-0.24352978,0.9999086,-0.9975876,-0.9996883,-0.99721086,-0.9996105,-0.839457,0.99987745,-0.99822164,-0.9899851,-0.33740032,0.99922603,-0.24749272,0.9807995,0.99958926,0.98795575,-0.99932724,-0.99938947,-0.999504,0.9998119,-0.9999027,-0.50089467,0.9997415,-0.9997455,0.9999431,-0.9808181,-0.99894136,0.99422765,0.9997694,0.9979991,0.9999561,0.9986826,-0.99681866,0.9890044,-0.92343074,0.95029706,-0.99839824
0.9992354,0.9977379,-0.9965373,-0.9993581,-0.99723744,0.99926686,0.9986781,-0.99914587,0.9958831,0.99768984,-0.9975935,-0.99929005,-0.16495498,-0.0071300715,0.9997006,-0.9974607,-0.9995982,-0.9948587,-0.99953437,-0.54116434,0.9994645,-0.9923301,-0.98252565,-0.25068823,0.9977141,-0.06583298,0.94475883,0.99837077,0.97907543,-0.9991472,-0.9980693,-0.9995765,0.99911827,-0.99951094,-0.56338453,0.9995183,-0.9983121,0.9995915,-0.9644468,-0.99690986,0.9818554,0.99936503,0.9936733,0.99994195,0.9949597,-0.9911085,0.97905034,-0.8594857,0.9584121,-0.9940712
-0.9734745,-0.95394045,-0.9996824,0.9736387,0.972388,-0.96694994,-0.9682994,0.9601222,0.9924802,-0.9660457,0.95543957,0.96811944,-0.3992799,0.2684356,-0.97158134,-0.99352103,-0.9988095,-0.24151775,-0.9970086,0.99905837,-0.96679455,0.9875356,-0.92594016,0.14400385,-0.97321403,0.22222798,-0.3028159,-0.96426266,0.32322985,-0.9990693,0.9592994,-0.99990493,-0.931101,0.7880978,-0.6172399,0.7731131,0.8592283,-0.93390745,-0.20340471,0.9684323,-0.9798646,-0.96101224,-0.8749278,0.9998465,-0.98505074,0.95580244,0.8290177,0.11534755,0.99478173,0.75550836
0.9996834,0.9992424,-0.99490803,-0.9997995,-0.99874586,0.9996753,0.99941725,-0.9995999,0.99561214,0.99926835,-0.99859905,-0.99966437,-0.1128478,-0.09884375,0.9998663,-0.99755514,-0.9996612,-0.9962818,-0.9995557,-0.7575544,0.99981475,-0.99741125,-0.98490894,-0.25280702,0.99871635,-0.22950497,0.9714208,0.9993291,0.98367953,-0.9992444,-0.9989786,-0.9994682,0.9996676,-0.99978614,-0.5611197,0.9996699,-0.99946624,0.9998834,-0.97586745,-0.9981187,0.99182516,0.999663,0.99777055,0.9999421,0.9978716,-0.99510276,0.9822344,-0.8752238,0.94759697,-0.9973656
-0.9891855,-0.9898927,-0.9998123,0.99337244,0.97962964,-0.98296964,-0.98721814,0.9870306,0.9892552,-0.9632773,0.99093723,0.9862361,-0.18092895,0.21201876,-0.9905316,-0.98677266,-0.9992384,0.17635438,-0.997264,0.9994408,-0.98505676,0.9957315,-0.88213867,0.023927996,-0.98219067,0.18804513,-0.122674145,-0.9855247,0.06629748,-0.99924314,0.97653985,-0.9999163,-0.988287,0.9828453,-0.08702659,0.58479613,0.95469546,-0.98949564,-0.066652074,0.98497,-0.9883143,-0.9906183,-0.89015955,0.9996997,-0.9907126,0.9842563,0.51451975,0.22022553,0.9941248,0.8678938
0.99975353,0.99902934,-0.9959292,-0.99974173,-0.9989923,0.99974483,0.9994958,-0.99966186,0.995894,0.99933535,-0.9988428,-0.9997448,-0.151314,-0.067462295,0.9998836,-0.9975554,-0.9995804,-0.9965412,-0.99960315,-0.7958872,0.9997774,-0.9966211,-0.98762965,-0.27134657,0.99907154,-0.16165258,0.9681323,0.99947894,0.9870153,-0.9993378,-0.9992007,-0.99953604,0.99970585,-0.99983585,-0.43651912,0.9996675,-0.99953544,0.9999003,-0.97441345,-0.99873245,0.9939023,0.9997146,0.997161,0.9999467,0.9979332,-0.9957186,0.98319775,-0.8919979,0.944553,-0.9980347
0.99987966,0.9995694,-0.99497384,-0.9998946,-0.9995011,0.99988055,0.99973845,-0.99983895,0.9965541,0.9996269,-0.99932784,-0.9998715,-0.07149894,-0.16397929,0.9999452,-0.9979053,-0.9996781,-0.9977617,-0.9996617,-0.8839255,0.9999128,-0.9985599,-0.9909487,-0.3262014,0.999545,-0.22847748,0.9806226,0.99968046,0.9905517,-0.99931204,-0.99956465,-0.9995261,0.9998556,-0.9999277,-0.43976226,0.9997793,-0.99977785,0.99995196,-0.9799557,-0.99939066,0.9967789,0.99986696,0.9983334,0.9999543,0.9990538,-0.9977539,0.9878917,-0.9350513,0.9433514,-0.99863863
-0.9211494,-0.811452,-0.9993071,0.796373,0.8988178,-0.877656,-0.8228732,0.82767254,0.99425364,-0.8636667,0.70479536,0.84009564,-0.39711747,0.31707686,-0.7857111,-0.9970473,-0.99941796,-0.6253631,-0.9981608,0.99677026,-0.8002827,0.92681646,-0.9378464,-0.023388354,-0.89343894,0.011601814,0.28701428,-0.81206536,0.54747045,-0.99923414,0.8161982,-0.99986166,-0.52137583,-0.23025586,-0.61998904,0.91056484,0.4107294,-0.36485323,-0.53549814,0.8623241,-0.8805055,-0.66546637,-0.48162314,0.9998841,-0.93988633,0.8580375,0.9238651,-0.14896192,0.99352986,0.32998058
0.99994093,0.99982285,-0.9927427,-0.9999604,-0.9996762,0.999929,0.99983835,-0.99990404,0.9956262,0.9998182,-0.999502,-0.99991673,0.03296767,-0.32195327,0.9999667,-0.99736893,-0.9997307,-0.9981845,-0.9996451,-0.9117185,0.9999604,-0.99936086,-0.9906865,-0.31930587,0.9996396,-0.2864182,0.98715395,0.99979156,0.98995245,-0.9993064,-0.9996889,-0.99944055,0.9998999,-0.9999408,-0.5582386,0.99982965,-0.99986094,0.99996936,-0.9857475,-0.99945027,0.9966665,0.99989116,0.99906075,0.9999574,0.9994906,-0.99845606,0.9891713,-0.9379084,0.9403666,-0.9988512
0.99992675,0.9997684,-0.99339926,-0.9999479,-0.99963987,0.9999211,0.9998326,-0.99989337,0.9957475,0.9997922,-0.9994959,-0.99990904,-0.009071348,-0.25588578,0.9999627,-0.99763906,-0.9997115,-0.99811906,-0.9996413,-0.9110725,0.9999479,-0.99918777,-0.9907681,-0.32736263,0.99961877,-0.27874586,0.98566395,0.99978834,0.99021477,-0.99932265,-0.99967116,-0.9994561,0.99990165,-0.99994797,-0.49638754,0.99981254,-0.99985856,0.99997175,-0.98532444,-0.9994568,0.99711466,0.9998922,0.9989631,0.99995655,0.9993728,-0.99832165,0.989492,-0.93688077,0.9376202,-0.99897695
0.99847525,0.9909503,-0.99797845,-0.9973359,-0.99557364,0.99825865,0.9971393,-0.99827313,0.9966078,0.9970293,-0.99441725,-0.9984854,-0.3396262,0.13004452,0.99926543,-0.9966982,-0.9995027,-0.9909933,-0.9996136,-0.52074337,0.997899,-0.97245604,-0.9833127,-0.16579261,0.99658287,0.0008365519,0.90807384,0.9978645,0.97781134,-0.99934113,-0.99629146,-0.99959594,0.9984202,-0.9991408,-0.2411074,0.9990383,-0.99750125,0.99945986,-0.94263655,-0.99607104,0.9826878,0.99831694,0.9905352,0.9999311,0.9875755,-0.98315924,0.9604417,-0.8023515,0.95826006,-0.99577016
0.99976915,0.9992054,-0.9955293,-0.99981046,-0.99911433,0.99976444,0.9995076,-0.99967366,0.996144,0.99945396,-0.9987523,-0.9997316,-0.10051767,-0.1537484,0.9998807,-0.9975516,-0.99966973,-0.9968714,-0.9996188,-0.8241892,0.99982935,-0.99757344,-0.9896239,-0.30573946,0.9990806,-0.2376821,0.9789239,0.9994201,0.9880094,-0.9993876,-0.999253,-0.99953234,0.99974036,-0.9998606,-0.43763724,0.99968547,-0.9996576,0.99991906,-0.9780113,-0.9987323,0.99435997,0.9997197,0.9976862,0.999951,0.99830735,-0.9960834,0.9861595,-0.91898483,0.9484495,-0.99805635
0.99992377,0.9997832,-0.9933465,-0.99995047,-0.99962693,0.9999166,0.99981385,-0.99988896,0.99593264,0.99976224,-0.9994553,-0.99990284,0.010278757,-0.3091889,0.9999601,-0.9975958,-0.9997188,-0.9982217,-0.9996379,-0.8999126,0.9999515,-0.99922144,-0.9913574,-0.3238782,0.9996084,-0.29276785,0.9864541,0.99975854,0.9904549,-0.9993196,-0.99963754,-0.9994819,0.99989575,-0.99994224,-0.5393814,0.9998141,-0.9998509,0.99996567,-0.98446506,-0.99940825,0.9965687,0.9998806,0.99886763,0.99995816,0.99938,-0.99830025,0.9898025,-0.94172657,0.9438678,-0.9987765
0.99981487,0.9991776,-0.9961925,-0.9997792,-0.99927986,0.9998257,0.9996193,-0.999755,0.9958984,0.9994891,-0.999043,-0.99980336,-0.18057911,-0.052164286,0.9999138,-0.99756867,-0.99957466,-0.9969188,-0.99963814,-0.8516264,0.9998145,-0.9970527,-0.98939544,-0.25875744,0.9993207,-0.15850008,0.96911895,0.99956506,0.98915035,-0.99938154,-0.99940944,-0.99955523,0.99978924,-0.9998842,-0.38728,0.9996836,-0.9996447,0.9999239,-0.97559935,-0.99914134,0.9956437,0.99978477,0.99730486,0.99995416,0.9984031,-0.99685985,0.98347336,-0.91125494,0.9442527,-0.99856085
-0.9605779,-0.9718305,-0.99964845,0.9768372,0.9641817,-0.9571477,-0.9665468,0.96735674,0.9906224,-0.9172385,0.9810386,0.94945556,-0.19820066,0.2009533,-0.96696967,-0.98231614,-0.9991537,0.14913848,-0.99851567,0.9990609,-0.9611437,0.991778,-0.83083355,0.12084077,-0.95511276,0.37659082,-0.064153805,-0.9779958,0.028225224,-0.9990387,0.9372916,-0.99987465,-0.99126923,0.98964316,-0.35185868,0.7572913,0.978104,-0.98961705,-0.07680356,0.9646884,-0.9839502,-0.970605,-0.82186264,0.9996059,-0.9773849,0.97198457,0.1771465,0.20244373,0.9901187,0.92132723
-0.89656526,-0.9186975,-0.999588,0.9308612,0.8986897,-0.8882682,-0.85029185,0.84672135,0.9880693,-0.8518419,0.9004508,0.89634764,-0.6220213,0.7319982,-0.8453936,-0.98732233,-0.99903166,-0.08244411,-0.9976223,0.9964153,-0.86516047,0.9698028,-0.6559519,0.36761844,-0.9034378,0.46378344,-0.6911432,-0.8544969,-0.09548375,-0.998666,0.84400314,-0.99981135,-0.89630526,0.92647254,-0.6217195,0.8701092,0.9082282,-0.86321276,-0.057296943,0.9050015,-0.9405447,-0.83557844,-0.33773437,0.99960154,-0.9456336,0.92467314,0.1566523,0.7914949,0.98860425,0.66855747
0.9998738,0.9995529,-0.9945666,-0.9998981,-0.99943286,0.99985874,0.99968845,-0.9997927,0.99636936,0.99967396,-0.99922574,-0.99984336,-0.04645399,-0.24337803,0.9999291,-0.9976886,-0.9997158,-0.9974835,-0.9996657,-0.86546326,0.9998989,-0.9984358,-0.9909895,-0.3542602,0.9993787,-0.27560484,0.9852675,0.9996272,0.9899306,-0.9994191,-0.99953765,-0.99946976,0.9998369,-0.99990886,-0.45419133,0.99976003,-0.99977654,0.9999496,-0.98224103,-0.99912083,0.99551904,0.9998267,0.99832517,0.9999576,0.9989327,-0.9972224,0.9884364,-0.93659943,0.94487196,-0.9985908
0.9997939,0.99929374,-0.99548537,-0.99980986,-0.9991977,0.9998012,0.9996282,-0.9997428,0.99565315,0.9994775,-0.9990142,-0.99979496,-0.15949367,-0.06128893,0.9999144,-0.9975574,-0.9995966,-0.9968474,-0.9996034,-0.83703065,0.99983144,-0.9974241,-0.98730975,-0.24320865,0.9992256,-0.17945467,0.9687644,0.9995672,0.9876322,-0.99930215,-0.99931276,-0.99950993,0.99977756,-0.99987006,-0.46272427,0.9997002,-0.999625,0.9999239,-0.976486,-0.9989554,0.9951837,0.9997754,0.9978393,0.99994767,0.9983337,-0.99662346,0.98256207,-0.89241695,0.94004524,-0.9983601
0.9998187,0.99937326,-0.99515516,-0.99984235,-0.9992669,0.99982077,0.9996279,-0.9997476,0.99600595,0.9995167,-0.9990447,-0.99981314,-0.05639087,-0.1489066,0.9999147,-0.9975852,-0.99966395,-0.997137,-0.9996358,-0.8321337,0.9998611,-0.9977516,-0.9886629,-0.3242106,0.9993019,-0.20481692,0.978125,0.9995584,0.98858845,-0.9993077,-0.99938154,-0.9995298,0.9997588,-0.9998727,-0.42800373,0.99972916,-0.99965304,0.9999213,-0.9792803,-0.9990433,0.9952789,0.99978775,0.99789816,0.9999482,0.9985759,-0.99685436,0.98497164,-0.9210896,0.9409949,-0.99821514
0.99937516,0.99817425,-0.9962931,-0.99952656,-0.99767417,0.9993888,0.9987536,-0.99924845,0.99624217,0.9983054,-0.9975006,-0.999399,-0.12418859,-0.10508394,0.999736,-0.9974711,-0.99956954,-0.99584454,-0.99952793,-0.6055153,0.9996015,-0.9946011,-0.9870113,-0.2616825,0.99819726,-0.14836536,0.9638769,0.9986548,0.98391694,-0.9992713,-0.9980964,-0.9996149,0.99926776,-0.99959534,-0.5112843,0.9995827,-0.99894243,0.9996861,-0.96597403,-0.9972073,0.9870375,0.9993763,0.99492735,0.9999382,0.99602294,-0.99238884,0.98129016,-0.8895308,0.95698327,-0.994529
-0.992063,-0.9878342,-0.999702,0.99225354,0.98329955,-0.9853587,-0.9863846,0.99115133,0.9896414,-0.9626731,0.99049085,0.98758805,-0.22173451,0.2641598,-0.9907591,-0.9872692,-0.9993363,0.3156002,-0.9976588,0.9995114,-0.9876988,0.99627894,-0.85599536,-0.019509275,-0.98959666,0.16355368,0.052983318,-0.99053127,0.102238834,-0.999309,0.9779276,-0.99989694,-0.9906546,0.9860703,-0.27812096,0.6429878,0.9588196,-0.98862493,-0.14873302,0.99059254,-0.98844117,-0.990413,-0.8760338,0.99972427,-0.99328375,0.98556393,0.51253194,0.15724824,0.99339074,0.9138178
