h_1_0,h_1_1,h_1_2,h_1_3,h_1_4,h_1_5,h_1_6,h_1_7,h_1_8,h_1_9,h_1_10,h_1_11,h_1_12,h_1_13,h_1_14,h_1_15,h_1_16,h_1_17,h_1_18,h_1_19,h_1_20,h_1_21,h_1_22,h_1_23,h_1_24,h_1_25,h_1_26,h_1_27,h_1_28,h_1_29
-0.08426751,0.033045933,0.09856252,-0.113127284,0.111024246,0.113346726,-0.08563456,-0.10505316,0.0059890766,-0.0006794034,-0.15789108,0.012294209,-0.15201166,0.023125032,0.18631248,-0.22517931,-0.06020551,-0.08165165,-0.024784146,0.17239308,-0.14331447,-0.17775723,0.094759844,0.024978722,0.115918405,-0.010308942,0.17046863,0.14700225,0.20811896,-0.026031697
-0.58769,-0.80240464,-0.36552152,0.18723872,-0.07839543,-0.5611015,0.24064213,0.60805625,-0.22273214,0.0416605,0.21494235,-0.48759344,-0.529938,0.17316662,0.4262786,0.078906104,-0.56268865,0.38884178,-0.0740194,0.0012648246,0.31281286,0.47649342,-0.41603765,-0.5538278,-0.27163023,0.63889945,-0.532183,0.21211834,0.20822161,-0.48471737
-0.06301555,0.15496746,0.089997,-0.18743421,0.20018832,0.18860461,-0.19472629,-0.23272708,0.08954083,-0.13544358,-0.0816191,0.06636957,-0.028134326,0.02227556,0.1818595,-0.24255235,-0.027051404,-0.14770286,-0.08044273,0.1440472,-0.22009422,-0.13716953,0.13588142,0.043504138,0.10845123,-0.052029297,0.14986467,0.15270828,0.10725696,-0.028549023
-0.115566775,0.18445739,0.11236801,-0.2307621,0.18292226,0.09906025,-0.11661314,-0.18498762,0.019035108,-0.16859986,-0.007891147,0.032694418,-0.06250948,-0.00078167743,0.16546628,-0.14736013,-0.027049655,-0.10691063,-0.13466427,0.18667062,-0.1715416,-0.08451327,0.115969956,0.0664109,0.061256345,-0.09584737,0.08570477,0.18602495,0.08341603,-0.08316928
-0.08040822,0.15337741,0.17289253,-0.14010595,0.1307403,0.17514868,-0.1318534,-0.19207582,0.092918895,-0.100878365,-0.17818585,0.14014247,-0.056650672,0.065542765,0.120343395,-0.20415357,0.04690071,-0.16520976,-0.0679776,0.2316159,-0.17015356,-0.21771058,0.12082598,0.126943,0.15608694,-0.14419654,0.1387363,0.12244286,0.17081074,-0.0454856
-0.08040822,0.15337741,0.17289253,-0.14010595,0.1307403,0.17514868,-0.1318534,-0.19207582,0.092918895,-0.100878365,-0.17818585,0.14014247,-0.056650672,0.065542765,0.120343395,-0.20415357,0.04690071,-0.16520976,-0.0679776,0.2316159,-0.17015356,-0.21771058,0.12082598,0.126943,0.15608694,-0.14419654,0.1387363,0.12244286,0.17081074,-0.0454856
-0.13277976,0.18288358,0.19473122,-0.18422373,0.1130829,0.08526217,-0.052478354,-0.14356427,0.022440061,-0.1343496,-0.10580121,0.10689968,-0.09090904,0.04255024,0.1036524,-0.10760142,0.046902467,-0.12461634,-0.1223371,0.27265105,-0.12073244,-0.16636632,0.10084221,0.14948021,0.10938762,-0.18704648,0.07441258,0.15607834,0.1473601,-0.09998686
-0.63260305,-0.8407059,-0.25022888,0.4180453,-0.33423105,-0.6024712,0.3682448,0.60953623,-0.24276769,0.32356575,0.34208634,-0.6276268,-0.681548,0.16356254,0.4382848,-0.057045396,-0.54691297,0.2968288,-0.1645644,0.111415185,0.07983447,0.64135873,-0.33058137,-0.726215,-0.44848356,0.6522056,-0.47655547,0.2008876,0.45998934,-0.45677432
-0.7687752,-0.94374764,-0.40596223,0.4935034,-0.5332333,-0.81025136,0.65787655,0.7986585,-0.46381217,0.34151497,0.33696648,-0.62577415,-0.72860473,0.20579955,0.32370463,0.1113045,-0.7170352,0.5839069,0.12552977,0.09828454,0.5477364,0.652856,-0.53167534,-0.7249337,-0.43769136,0.75917464,-0.8200433,0.1843131,0.6330084,-0.52780664
-0.6084875,-0.76901156,-0.29733378,0.10618033,-0.091195315,-0.60079914,0.36155924,0.6687926,-0.27198246,-0.07133967,0.049501512,-0.3148501,-0.5324087,0.20761347,0.29138866,0.24160103,-0.4950483,0.4724955,-0.023263514,0.104986355,0.52675754,0.27743393,-0.45241588,-0.29434153,-0.14506799,0.4575284,-0.5544735,0.19789438,0.19811015,-0.5413678
-0.2120677,0.068449706,0.22568548,-0.06314616,-0.016064141,-0.012283869,0.03495551,-0.12438576,0.03867731,-0.068283305,-0.014182151,0.06036931,-0.14944246,0.053015452,0.07213674,-0.15479967,0.03065583,-0.15571709,-0.15136267,0.30873546,-0.18561772,-0.03397093,0.12088415,0.01124771,-0.019791922,-0.17964654,-0.021721566,0.1418026,0.266809,-0.106855065
-0.08096854,0.169624,0.07194349,-0.1936813,0.21566716,0.21408068,-0.21465865,-0.214581,0.12478586,-0.17172468,-0.058319833,0.082241155,-0.042339712,0.044761114,0.16931966,-0.22396003,-0.018807445,-0.13751006,-0.07886198,0.11169706,-0.19134662,-0.09525749,0.10606149,0.058461785,0.13983348,-0.07386899,0.16373527,0.16358976,0.06920364,-0.07161669
-0.57089794,-0.61088794,-0.096339405,0.058186144,-0.20845988,-0.49807107,0.41612867,0.4943145,-0.36908638,0.0045489646,0.11745551,-0.3339993,-0.5575032,0.14999723,0.23588334,0.18870246,-0.37151778,0.38282228,-0.117604226,0.3054756,0.3738414,0.2558637,-0.25075358,-0.22093065,-0.13218628,0.28695962,-0.48382813,0.19200473,0.3665922,-0.46912912
-0.13277976,0.18288358,0.19473122,-0.18422373,0.1130829,0.08526217,-0.052478354,-0.14356427,0.022440061,-0.1343496,-0.10580121,0.10689968,-0.09090904,0.04255024,0.1036524,-0.10760142,0.046902467,-0.12461634,-0.1223371,0.27265105,-0.12073244,-0.16636632,0.10084221,0.14948021,0.10938762,-0.18704648,0.07441258,0.15607834,0.1473601,-0.09998686
-0.38631433,-0.3353114,-0.08557349,-0.21762763,-0.011886006,-0.5185568,0.3876059,0.40932342,-0.41976783,-0.036882043,0.14594388,-0.27279767,-0.36012566,-0.11100718,0.18647419,0.19402948,-0.3848449,0.35511816,-0.012622528,0.14863166,0.34319422,0.09509055,-0.19537823,-0.069941275,-0.14850329,0.19406788,-0.35703376,0.30463466,0.17900002,-0.24301171
-0.24373677,-0.22834861,-0.027231274,-0.13973159,0.117524445,-0.26215804,0.1024789,0.25950354,-0.13805619,-0.046138994,-0.073390834,-0.1064041,-0.23928274,-0.0052281884,0.22011904,0.022970181,-0.22838753,0.1317648,-0.035722006,0.11602152,0.13611676,-0.062127735,-0.1389464,-0.035202116,-0.026544321,0.12741075,-0.07497512,0.22246678,0.08333343,-0.18541358
-0.22108634,0.0909165,0.04792097,-0.24023613,0.1485498,0.038898528,-0.04341057,-0.13218072,-0.018287124,-0.26445627,0.039440423,0.061440215,-0.09926677,0.043141004,0.116604514,-0.096754365,-0.08247721,0.010655311,-0.10827156,0.18779144,-0.024241008,-0.041877598,0.081022575,0.104657665,0.07708248,-0.11161875,-0.07081773,0.17880872,0.116122946,-0.17869808
-0.3242486,-0.27333483,0.007027956,-0.08329015,-0.12763888,-0.39380434,0.28188667,0.22198147,-0.18270743,0.05799311,0.248286,-0.13296403,-0.09608253,-0.083781995,0.04592943,0.017601384,-0.31725502,0.055909242,0.16927846,0.047345392,0.15429716,0.2708492,-0.22498696,-0.19668119,-0.05435633,0.27124032,-0.5411011,0.28294948,0.2773714,-0.0329542
-0.239621,0.16569941,0.24477719,-0.16227238,0.016687391,-0.075395174,0.100179024,-0.061431814,-0.015139719,-0.15997767,0.005869574,0.10173313,-0.16030909,0.03222142,0.019438252,-0.021291867,0.05864587,-0.08954779,-0.17848076,0.3291886,-0.067032434,-0.058543812,0.08502087,0.14358346,-0.0014764654,-0.29692534,-0.03433649,0.18189439,0.18799001,-0.1738548
-0.30321008,0.07988235,0.30317885,-0.055256777,-0.11737934,-0.20346966,0.22672734,-0.030914016,-0.0010604706,-0.11210773,0.039671652,0.12822321,-0.19893311,0.028789164,-0.06903326,-0.059366204,0.068021566,-0.10874789,-0.18377653,0.38196108,-0.09136231,-0.017113533,0.121301875,0.085868634,-0.12827797,-0.3743064,-0.11379627,0.15980741,0.31619912,-0.16178952
-0.15017562,0.19829997,0.16483147,-0.22918735,0.13941059,0.046642218,-0.04475693,-0.13996339,-0.01463027,-0.16805848,-0.020087399,0.053077355,-0.09382379,0.009366394,0.12638275,-0.07854645,0.009940878,-0.09526909,-0.15538628,0.2507566,-0.12143683,-0.099330485,0.098404095,0.11947397,0.06172837,-0.16326742,0.047653623,0.18769085,0.10362191,-0.1186825
-0.07171734,0.15417252,0.13167496,-0.16386437,0.1656697,0.18188515,-0.16345581,-0.21249337,0.09123013,-0.118196785,-0.13021123,0.103398226,-0.04240114,0.043929767,0.15124789,-0.22343963,0.00993824,-0.15646859,-0.074213065,0.18820558,-0.19525047,-0.17773767,0.1283611,0.08537327,0.1323455,-0.098323755,0.14430505,0.1376077,0.13917716,-0.03701997
-0.08040822,0.15337741,0.17289253,-0.14010595,0.1307403,0.17514868,-0.1318534,-0.19207582,0.092918895,-0.100878365,-0.17818585,0.14014247,-0.056650672,0.065542765,0.120343395,-0.20415357,0.04690071,-0.16520976,-0.0679776,0.2316159,-0.17015356,-0.21771058,0.12082598,0.126943,0.15608694,-0.14419654,0.1387363,0.12244286,0.17081074,-0.0454856
-0.10666798,0.16816816,0.18383457,-0.16224591,0.12192125,0.13047354,-0.09231254,-0.1679217,0.057751443,-0.117647395,-0.1421836,0.12355573,-0.07380163,0.05405367,0.1120058,-0.15625073,0.046901587,-0.14497407,-0.095228344,0.25224686,-0.14553379,-0.19216995,0.1108453,0.13822952,0.13281098,-0.1656997,0.106686056,0.1393008,0.15910788,-0.07279057
-0.07171734,0.15417252,0.13167496,-0.16386437,0.1656697,0.18188515,-0.16345581,-0.21249337,0.09123013,-0.118196785,-0.13021123,0.103398226,-0.04240114,0.043929767,0.15124789,-0.22343963,0.00993824,-0.15646859,-0.074213065,0.18820558,-0.19525047,-0.17773767,0.1283611,0.08537327,0.1323455,-0.098323755,0.14430505,0.1376077,0.13917716,-0.03701997
-0.52881545,-0.66600364,-0.3614378,-0.020125648,0.076108545,-0.4520927,0.1547808,0.47433683,-0.21229242,-0.16681509,0.2169949,-0.3807816,-0.44747323,0.123261675,0.3800632,0.07332745,-0.5123219,0.4051876,-0.10814455,-0.011481226,0.30945033,0.36299884,-0.30076405,-0.3808018,-0.2032239,0.48603007,-0.4187009,0.22892731,0.089926705,-0.4724868
-0.13095096,-0.017353013,0.064574204,-0.09906767,0.10122861,0.1585627,-0.093985654,-0.13927314,0.08173678,-0.12599938,-0.22158244,0.17431402,-0.097453356,0.10405308,0.09308063,-0.25504163,-0.04939942,-0.041588105,0.047242086,0.17115238,-0.03854615,-0.25166863,0.10101762,0.131527,0.19873114,-0.09679943,0.07216881,0.08948267,0.2496536,-0.06846184
-0.24617179,-0.006029518,0.07378731,-0.16756804,0.07156592,-0.09128971,0.039960667,0.010574721,-0.06599504,-0.119004816,0.08504584,-0.056610703,-0.16722073,0.014599224,0.14902325,-0.03816201,-0.116138846,-0.007687506,-0.10436751,0.18355188,-0.026776934,0.06966587,-0.016309028,-0.020090826,0.0089826835,0.002759941,-0.12180319,0.21624437,0.13697493,-0.1683035
-0.15017562,0.19829997,0.16483147,-0.22918735,0.13941059,0.046642218,-0.04475693,-0.13996339,-0.01463027,-0.16805848,-0.020087399,0.053077355,-0.09382379,0.009366394,0.12638275,-0.07854645,0.009940878,-0.09526909,-0.15538628,0.2507566,-0.12143683,-0.099330485,0.098404095,0.11947397,0.06172837,-0.16326742,0.047653623,0.18769085,0.10362191,-0.1186825
-0.18442023,0.2120639,0.21637852,-0.22761145,0.095353805,-0.006033958,0.027565388,-0.09435284,-0.04826253,-0.16751702,-0.03227769,0.07341616,-0.12495357,0.019512543,0.08690284,-0.008976038,0.046904217,-0.08360145,-0.1759724,0.3127176,-0.07070549,-0.11410379,0.08077671,0.17186317,0.062200367,-0.22919624,0.009463639,0.18935569,0.12374263,-0.15389463
-0.59803075,-0.54769397,-0.12953123,-0.08420096,0.016493596,-0.67152816,0.37905225,0.5889485,-0.23470071,-0.27678868,0.24865936,-0.25153142,-0.43544406,0.0797341,0.20738192,0.3543216,-0.3591955,0.3640734,-0.2952926,0.20399795,0.388668,0.33133888,-0.34007382,-0.19564162,-0.37633514,0.11973278,-0.4959058,0.2771992,-0.015802303,-0.558023
-0.6477536,-0.89851004,-0.2477368,0.4713092,-0.6098763,-0.7362417,0.6836294,0.66431296,-0.42548755,0.45778084,0.19705643,-0.41135067,-0.58223236,0.07813462,0.06002509,-0.12052339,-0.65478516,0.46238977,0.4323497,0.07401519,0.49403143,0.44907567,-0.39169392,-0.59846485,-0.26383662,0.64561754,-0.8024848,0.15193203,0.76071584,-0.17311758
-0.5395899,-0.9177026,-0.48521847,0.22702886,-0.33169618,-0.85003644,0.64283264,0.7135748,-0.5666493,0.3763308,0.18566611,-0.53003794,-0.38684508,-0.19709092,0.28313974,-0.09423195,-0.8019117,0.58609414,0.45754623,-0.1745131,0.52262163,0.27630672,-0.42049593,-0.6529583,-0.4881704,0.8005197,-0.8109054,0.24442594,0.57720137,0.0068679927
-0.76815504,-0.9446358,-0.4823284,0.5450281,-0.43856674,-0.6743294,0.4970305,0.7744198,-0.22906902,0.19361374,0.19421045,-0.5217573,-0.76658463,0.37499315,0.33568645,-0.03143989,-0.6729659,0.590379,0.09852487,0.010804976,0.5406957,0.6094297,-0.4977305,-0.68404484,-0.30134106,0.6898256,-0.67663443,0.09975119,0.5847223,-0.6321717
-0.18442023,0.2120639,0.21637852,-0.22761145,0.095353805,-0.006033958,0.027565388,-0.09435284,-0.04826253,-0.16751702,-0.03227769,0.07341616,-0.12495357,0.019512543,0.08690284,-0.008976038,0.046904217,-0.08360145,-0.1759724,0.3127176,-0.07070549,-0.11410379,0.08077671,0.17186317,0.062200367,-0.22919624,0.009463639,0.18935569,0.12374263,-0.15389463
-0.17877592,-0.07483201,0.09350109,-0.08504584,0.16711879,0.0061295,-0.12247412,0.052615657,0.09278491,-0.10648891,-0.18751702,0.04583904,-0.12666051,0.12544848,0.22045381,-0.06460969,-0.025180284,-0.101866566,-0.13554256,0.20842688,-0.065919146,-0.13249345,-0.06238384,0.024685454,0.08454101,0.017300026,0.04316228,0.13701324,0.04384181,-0.19436714
-0.19775571,0.15248796,0.15293285,-0.18746042,0.096782975,-0.01586882,-0.0041527655,-0.12834105,0.016823066,-0.17754836,0.067121044,0.0443342,-0.11539331,0.0004054158,0.09061879,-0.11078145,-0.015279604,-0.09231323,-0.16401719,0.22523405,-0.14332014,-0.0020611405,0.110201694,0.04895486,-0.026191248,-0.18869044,0.009558118,0.19510713,0.13659342,-0.13052718
-0.18807442,0.09771064,0.16692615,-0.13392365,0.065286435,0.06613861,-0.019247716,-0.12521246,0.055674445,-0.16318339,-0.10006219,0.15168533,-0.11003746,0.08225366,0.05365304,-0.13713966,0.025013717,-0.089767806,-0.08322488,0.26136532,-0.07010963,-0.14417508,0.095500715,0.14290045,0.10923526,-0.2085118,0.006760523,0.13184428,0.20689663,-0.1310551
-0.1416202,0.1990822,0.12351237,-0.2520991,0.17424604,0.05358296,-0.0769442,-0.16077076,-0.016333079,-0.18504083,0.029055385,0.01582416,-0.07964668,-0.01231152,0.15723467,-0.09859784,-0.027048776,-0.08636981,-0.16149609,0.20773205,-0.14693296,-0.057988066,0.105978094,0.0778396,0.037542347,-0.117628545,0.053321704,0.20252922,0.07145793,-0.1103136
-0.07171734,0.15417252,0.13167496,-0.16386437,0.1656697,0.18188515,-0.16345581,-0.21249337,0.09123013,-0.118196785,-0.13021123,0.103398226,-0.04240114,0.043929767,0.15124789,-0.22343963,0.00993824,-0.15646859,-0.074213065,0.18820558,-0.19525047,-0.17773767,0.1283611,0.08537327,0.1323455,-0.098323755,0.14430505,0.1376077,0.13917716,-0.03701997
-0.16747892,0.21361889,0.13462569,-0.27319375,0.16554263,0.007882312,-0.037030168,-0.13635881,-0.05166044,-0.2013789,0.06592269,-0.0010551211,-0.09673694,-0.023838086,0.14898114,-0.049357418,-0.027047899,-0.0657553,-0.1880912,0.22860266,-0.12214113,-0.031380747,0.09596482,0.08924787,0.013785962,-0.1392971,0.020826083,0.21891929,0.059479244,-0.13729435
-0.15870854,0.1975175,0.20558003,-0.20601885,0.104226634,0.039696947,-0.0124764675,-0.11903165,-0.0129273925,-0.1509758,-0.06913332,0.09018339,-0.10796296,0.03103551,0.09528437,-0.05843131,0.04690334,-0.10415319,-0.14926454,0.29281282,-0.095779434,-0.1403328,0.090818666,0.16069235,0.08584214,-0.20821804,0.04198246,0.1727663,0.13557063,-0.12703454
-0.252172,-0.19351144,0.00057263655,-0.11891633,0.039053656,-0.14694966,0.06478126,0.105739705,-0.14819393,-0.0055584474,0.042885236,-0.15551318,-0.18799172,0.017811878,0.22679234,-0.03429416,-0.22251351,0.046029247,-0.01813941,0.15193954,0.03546133,0.072337754,-0.10252876,-0.115153484,0.036044367,0.23592958,-0.23176856,0.21028729,0.18641184,-0.13711
-0.66047657,-0.9273453,-0.50883734,0.26648375,-0.2501714,-0.71813893,0.47030273,0.6952275,-0.6094893,0.2812143,0.16720606,-0.7242471,-0.68615466,0.1245095,0.59984964,0.05130887,-0.75342727,0.62774,-0.023905965,0.13977753,0.43103632,0.41938624,-0.384056,-0.69794995,-0.39919233,0.8451699,-0.70323,0.15828444,0.505184,-0.46743855
-0.12418262,0.18367058,0.15381679,-0.20761037,0.14818735,0.092165634,-0.0846334,-0.16434841,0.020737644,-0.1515202,-0.05698319,0.06989374,-0.076724805,0.020894093,0.13469037,-0.127532,0.009939997,-0.11577269,-0.12850565,0.23010983,-0.14623347,-0.12565364,0.108412355,0.1081343,0.08537179,-0.14174768,0.08006124,0.17109115,0.11550775,-0.0915846
-0.15017562,0.19829997,0.16483147,-0.22918735,0.13941059,0.046642218,-0.04475693,-0.13996339,-0.01463027,-0.16805848,-0.020087399,0.053077355,-0.09382379,0.009366394,0.12638275,-0.07854645,0.009940878,-0.09526909,-0.15538628,0.2507566,-0.12143683,-0.099330485,0.098404095,0.11947397,0.06172837,-0.16326742,0.047653623,0.18769085,0.10362191,-0.1186825
-0.20429549,-0.05971751,0.104691684,-0.107493676,0.15839411,-0.03960157,-0.0828522,0.07747305,0.05761674,-0.12323662,-0.15162921,0.028982477,-0.14357029,0.114083566,0.21239804,-0.015176992,-0.025179405,-0.081306025,-0.16236722,0.22929086,-0.04074202,-0.10621272,-0.07245429,0.036163274,0.060894705,-0.004731307,0.010645478,0.15380229,0.031828783,-0.22058824
-0.07171734,0.15417252,0.13167496,-0.16386437,0.1656697,0.18188515,-0.16345581,-0.21249337,0.09123013,-0.118196785,-0.13021123,0.103398226,-0.04240114,0.043929767,0.15124789,-0.22343963,0.00993824,-0.15646859,-0.074213065,0.18820558,-0.19525047,-0.17773767,0.1283611,0.08537327,0.1323455,-0.098323755,0.14430505,0.1376077,0.13917716,-0.03701997
-0.13277976,0.18288358,0.19473122,-0.18422373,0.1130829,0.08526217,-0.052478354,-0.14356427,0.022440061,-0.1343496,-0.10580121,0.10689968,-0.09090904,0.04255024,0.1036524,-0.10760142,0.046902467,-0.12461634,-0.1223371,0.27265105,-0.12073244,-0.16636632,0.10084221,0.14948021,0.10938762,-0.18704648,0.07441258,0.15607834,0.1473601,-0.09998686
-0.7396511,-0.9262256,-0.16798209,0.584394,-0.5701315,-0.6831907,0.53524137,0.64651054,-0.2614372,0.31466764,0.08966198,-0.43713856,-0.6164503,0.38497066,0.277275,-0.0061548613,-0.5307885,0.31444192,0.006742658,0.3820965,0.33972374,0.49609137,-0.41127384,-0.6580589,-0.32270703,0.6805865,-0.8297709,-0.004006662,0.6984815,-0.49591395
-0.11373006,-0.015724687,-0.019738894,-0.14696465,0.17130649,0.17209858,-0.15755977,-0.18075533,0.07835219,-0.16033544,-0.1263337,0.10116162,-0.06908377,0.060997605,0.15506542,-0.29242787,-0.12280975,-0.023660965,0.03472899,0.081830025,-0.090249345,-0.1722472,0.116144784,0.048156183,0.15173635,-0.003971183,0.08346504,0.119993605,0.1879515,-0.05156311
-0.16747892,0.21361889,0.13462569,-0.27319375,0.16554263,0.007882312,-0.037030168,-0.13635881,-0.05166044,-0.2013789,0.06592269,-0.0010551211,-0.09673694,-0.023838086,0.14898114,-0.049357418,-0.027047899,-0.0657553,-0.1880912,0.22860266,-0.12214113,-0.031380747,0.09596482,0.08924787,0.013785962,-0.1392971,0.020826083,0.21891929,0.059479244,-0.13729435
-0.12447344,0.18275775,0.16621865,-0.16855107,0.13782667,0.1564795,-0.11289762,-0.14930066,0.09320287,-0.15411894,-0.11916956,0.1392399,-0.08793166,0.07646863,0.09921136,-0.13701136,0.05512842,-0.13477324,-0.0936517,0.2212023,-0.11602905,-0.1509348,0.08086049,0.15290835,0.16398248,-0.18694453,0.12072242,0.1502275,0.1215112,-0.115583375
-0.47169986,-0.5468974,0.24653469,0.24509005,-0.50507635,-0.63162506,0.6353315,0.22745603,-0.42327246,0.3144295,0.06423938,-0.23587479,-0.48444673,-0.07928397,0.0024856497,-0.17242454,-0.27479568,0.1574606,-0.077256896,0.5197284,-0.0131225195,0.021062206,0.1815132,-0.3030832,-0.4721103,-0.022928718,-0.45526788,0.0999898,0.7261499,-0.045149066
-0.44029847,-0.7804681,-0.37293854,-0.054372124,0.017679427,-0.80149704,0.5079922,0.6581234,-0.59088314,0.18389253,0.118438706,-0.60162675,-0.5292516,-0.25857285,0.4737024,0.066036284,-0.6885101,0.56897086,-0.06306843,0.018443013,0.31956226,0.08955703,-0.20997246,-0.51162386,-0.5957079,0.5947111,-0.34194598,0.30211943,0.2314976,-0.20406501
-0.1610623,0.1595446,0.20911737,-0.15120816,0.073955655,0.05067401,-0.016053323,-0.12730594,0.03900362,-0.13054398,-0.08689965,0.12098308,-0.10877557,0.048895698,0.07007005,-0.1136854,0.052775115,-0.12756437,-0.12361239,0.2811286,-0.11891364,-0.13902494,0.10295677,0.13527277,0.07779097,-0.22192168,0.052594844,0.15230641,0.17941405,-0.110129446
-0.1961623,-0.041324027,-0.052384883,-0.22399229,0.28548944,-0.057477716,-0.17054899,0.017432828,0.015494603,-0.20788051,0.08058688,-0.13624468,-0.10427407,0.016335232,0.32137612,-0.04646554,-0.17145966,-0.024852103,-0.21300864,0.073542066,-0.11881114,0.08625612,-0.052035056,-0.11995193,-0.05971973,0.15816118,0.0008330045,0.22971486,-0.109412186,-0.21437865
-0.08040822,0.15337741,0.17289253,-0.14010595,0.1307403,0.17514868,-0.1318534,-0.19207582,0.092918895,-0.100878365,-0.17818585,0.14014247,-0.056650672,0.065542765,0.120343395,-0.20415357,0.04690071,-0.16520976,-0.0679776,0.2316159,-0.17015356,-0.21771058,0.12082598,0.126943,0.15608694,-0.14419654,0.1387363,0.12244286,0.17081074,-0.0454856
-0.08040822,0.15337741,0.17289253,-0.14010595,0.1307403,0.17514868,-0.1318534,-0.19207582,0.092918895,-0.100878365,-0.17818585,0.14014247,-0.056650672,0.065542765,0.120343395,-0.20415357,0.04690071,-0.16520976,-0.0679776,0.2316159,-0.17015356,-0.21771058,0.12082598,0.126943,0.15608694,-0.14419654,0.1387363,0.12244286,0.17081074,-0.0454856
