h_0_0,h_0_1,h_0_2,h_0_3,h_0_4,h_0_5,h_0_6,h_0_7,h_0_8,h_0_9,h_0_10,h_0_11,h_0_12,h_0_13,h_0_14,h_0_15,h_0_16,h_0_17,h_0_18,h_0_19,h_0_20,h_0_21,h_0_22,h_0_23,h_0_24,h_0_25,h_0_26,h_0_27,h_0_28,h_0_29
0.27918974,0.6496449,0.26750052,0.15728526,0.25819266,0.11919514,0.14514995,0.11645129,0.25555557,0.14995788,0.036248416,0.22096004,0.035103425,0.018729992,0.22772546,0.14478625,0.098434344,0.14434552,0.12759611,0.06585548,0.2120242,0.6321962,0.19139399,0.1008897,0.34028924,0.13069631,0.1948083,0.22312714,0.15907747,0.11399712
0.76809126,0.5836997,0.758137,0.64750797,0.38331679,0.45647505,0.45688847,0.6148111,0.4287879,0.27653748,0.3427485,0.13333187,0.30580032,0.2782939,0.16028146,0.19811037,0.11356061,0.32506156,0.11282152,0.07456159,0.8210601,0.59941363,0.7748892,0.67803776,0.5080235,0.3738297,0.46485624,0.8910653,0.30317366,0.20812017
0.3733731,0.23537369,0.37903392,0.22863203,0.5738918,0.446353,0.39597002,0.44348907,0.55404043,0.37320977,0.11410465,0.1301052,0.105168924,0.06421018,0.1792161,0.17557906,0.07603535,0.2407653,0.114510044,0.10327101,0.38705087,0.40911514,0.38194132,0.22360401,0.77019083,0.40817496,0.37571886,0.6965636,0.39818648,0.33753115
0.46660987,0.32972607,0.44647917,0.31249204,0.19698474,0.16210662,0.120665416,0.13772365,0.3959596,0.05728728,0.13304363,0.375663,0.12825708,0.07435217,0.058809534,0.18293929,0.07717172,0.2102671,0.1029718,0.021564888,0.3660619,0.42777187,0.3480751,0.20812033,0.109423496,0.13942817,0.15031949,0.2898969,0.18963139,0.030696576
0.5967627,0.2854244,0.60058045,0.45408273,0.53597546,0.45156738,0.58762884,0.639165,0.48838383,0.22872789,0.22629006,0.15200672,0.19012392,0.16859981,0.07968181,0.1540992,0.101742424,0.24682705,0.1263297,0.08371682,0.6688011,0.38299572,0.620001,0.5030476,0.47962755,0.34666395,0.5439297,0.77216494,0.40961954,0.24393283
0.6246865,0.4822455,0.6904153,0.46723223,0.68583554,1.0,0.8795689,0.7972167,0.9323232,0.6625948,0.2970125,0.33698726,0.3718607,0.2047038,0.29462555,0.49642503,0.27550504,0.4911915,1.0,0.17592554,0.54927075,0.5250533,0.5970915,0.353372,0.61236215,0.57155746,0.6134984,0.8618557,0.7638478,0.29253575
0.25031948,0.27764627,0.2392371,0.13683987,0.3089284,0.14072756,0.0752343,0.13185884,0.45757577,0.12657961,0.08064458,0.31400284,0.06229091,0.035465207,0.14192474,0.15657765,0.05199495,0.20363705,0.2518433,0.047406822,0.21949483,0.44936034,0.19219084,0.1044534,0.34887406,0.1476749,0.109984025,0.32756013,0.37256062,0.09130263
0.41407543,0.053094354,0.40778106,0.25607637,0.46646205,0.3389976,0.27905342,0.30869782,0.36565655,0.26600674,0.018649286,0.0059450143,0.018187815,0.013201394,0.14688785,0.11977649,0.084242426,0.20212162,0.054426745,0.047026794,0.32301673,0.058102347,0.30922854,0.16444652,0.54764575,0.26254717,0.3198083,0.49896908,0.19554505,0.17558704
0.25173932,0.31484613,0.2355746,0.13611877,0.2753453,0.06944359,0.018172447,0.042420477,0.24191919,0.19987363,0.026253847,0.25897276,0.020826463,0.0120247,0.20967467,0.046414517,0.017686868,0.12354612,0.16192941,0.045852162,0.19281395,0.43816632,0.16992877,0.08825698,0.33698738,0.06134606,0.028905751,0.13687286,0.19495368,0.11170143
0.572152,0.51065266,0.5839956,0.4074231,0.34467816,0.6122937,0.49367386,0.49507952,0.63131315,0.2836984,0.31490132,0.28858733,0.3803892,0.18322444,0.16436075,0.73863673,0.2455303,0.49971586,0.6395002,0.23324074,0.57488436,0.56369936,0.63245183,0.36025363,0.35349667,0.69574374,0.5784345,0.856701,0.6120639,0.3198216
0.19399877,0.1690903,0.18257204,0.097221635,0.43305948,0.11671063,0.05536551,0.12837972,0.25555557,0.35235888,0.034691293,0.31930694,0.029213589,0.022932474,0.45031783,0.1423829,0.03669192,0.2998674,0.3227613,0.13439879,0.12166489,0.12793177,0.10757508,0.051931772,0.33302516,0.053467996,0.031453673,0.14797251,0.06643012,0.11865407
0.41502202,0.35644233,0.406399,0.26205727,0.45021215,0.3098583,0.26874414,0.32117295,0.44191918,0.2752738,0.08538838,0.12391708,0.0700655,0.04741893,0.103783526,0.16138433,0.06020202,0.16361053,0.1384308,0.07725633,0.41373175,0.4869403,0.37596494,0.2218836,0.5549099,0.40817496,0.31757188,0.50824744,0.47861227,0.33687526
0.4997397,0.32499155,0.49277866,0.34277835,0.33447686,0.3080179,0.24273664,0.372167,0.22525252,0.104254425,0.10342205,0.10342999,0.10983367,0.06336968,0.14879152,0.17602968,0.0685101,0.2547831,0.113384366,0.06091511,0.44432586,0.3683369,0.4436974,0.2589953,0.44198638,0.30533323,0.2801917,0.666323,0.26867732,0.15499148
0.41312888,0.1427122,0.4022528,0.26222694,0.37907377,0.23078339,0.16717432,0.29488072,0.38181818,0.1531171,0.07249683,0.100623235,0.05724921,0.03948091,0.1191148,0.09686965,0.04237374,0.240197,0.12393764,0.04958335,0.34044823,0.19269723,0.31819314,0.18128195,0.33764777,0.16261606,0.1365016,0.47216496,0.2282673,0.10278106
0.20062473,0.8150152,0.18658006,0.103202544,0.22722758,0.05018097,0.01163777,0.03197813,0.39646465,0.17523168,0.040702518,0.28438827,0.034490883,0.016171148,0.08994799,0.034255113,0.0081388885,0.06476606,0.15869309,0.05663115,0.15759516,0.79317695,0.13959858,0.07021727,0.18998878,0.04032172,0.018514376,0.103161514,0.26532623,0.118260525
0.3790525,0.41934392,0.37136343,0.23338282,0.2935813,0.25495368,0.1607076,0.19264413,0.44646466,0.19313395,0.07499547,0.21565594,0.073175326,0.040545538,0.093007445,0.19397964,0.083636366,0.22655806,0.15728597,0.1077968,0.3141231,0.5205224,0.2977738,0.1675924,0.24123357,0.2980567,0.24872205,0.44948453,0.31500098,0.24576938
0.38189217,0.31653702,0.36949763,0.23686108,0.3567753,0.20425127,0.17539832,0.21545726,0.2530303,0.19355518,0.0994025,0.18515736,0.08825331,0.059185877,0.1101064,0.10550665,0.074924245,0.17849971,0.05119041,0.028439948,0.3432942,0.42750534,0.31570297,0.19214511,0.35283628,0.17736317,0.22891374,0.38487974,0.14133649,0.095106915
0.58777034,0.46635103,0.58952385,0.4290562,0.4520177,0.41844058,0.48008436,0.4416501,0.46363637,0.21145746,0.14948398,0.31864393,0.15454932,0.100127384,0.30244416,0.22732598,0.09886364,0.29532108,0.19668487,0.105516635,0.48808253,0.4933369,0.47059116,0.3027428,0.4961368,0.26147994,0.2761981,0.53745705,0.26710033,0.13839696
0.2323347,0.38755494,0.22527814,0.12313892,0.40714994,0.18962027,0.059864104,0.1083002,0.48434344,0.2725358,0.059098314,0.18626237,0.055270225,0.023772968,0.2781385,0.21238022,0.041161615,0.1757151,0.206816,0.047579564,0.18214159,0.40485075,0.17271776,0.08299744,0.47170308,0.18570694,0.09297124,0.28395188,0.29765424,0.12114653
0.389938,0.7071356,0.4119273,0.24322376,0.4709759,0.5807006,0.59746957,0.46863818,0.53939396,0.45408592,0.053847548,0.18670438,0.0756255,0.02960041,0.09899038,0.34689218,0.18583333,0.30460316,0.18979006,0.1812805,0.34115973,0.82009596,0.38990986,0.17936492,0.46575975,0.7416344,0.9345048,0.809622,0.49753597,0.5631641
0.37763265,0.31755158,0.36790824,0.23066808,0.3366435,0.24185632,0.13917525,0.23951292,0.41363636,0.18028644,0.0638059,0.1299063,0.06662583,0.033746857,0.1230241,0.14193228,0.03878788,0.22485319,0.10325322,0.06633915,0.29598007,0.37766525,0.29229543,0.15350963,0.39708117,0.26749521,0.14408946,0.5116838,0.27537945,0.19467402
0.36438072,0.35238418,0.35208347,0.22948039,0.415636,0.16140114,0.17326617,0.26138172,0.26565656,0.19502948,0.13079847,0.19443953,0.11487537,0.07209216,0.13614577,0.0703578,0.050454546,0.21007767,0.087493666,0.04111908,0.39630026,0.5026652,0.36351413,0.23417224,0.4967972,0.15504846,0.2327476,0.55292094,0.28858665,0.17788272
0.15802924,0.22455192,0.14871122,0.076945916,0.376546,0.09373658,0.02371134,0.027311133,0.41666666,0.25379106,0.035813868,0.13410537,0.028224096,0.011520402,0.1826495,0.037514646,0.025555555,0.10409168,0.108600214,0.05911861,0.11810744,0.2598614,0.10314259,0.04908081,0.37859076,0.059308633,0.035015974,0.08182131,0.21998817,0.1242949
0.23044157,0.26208997,0.21940432,0.12267232,0.28067166,0.11361266,0.06298032,0.11332008,0.41161618,0.15143219,0.034582656,0.19399753,0.022475617,0.013220072,0.19995241,0.09574308,0.035656564,0.1624929,0.14124501,0.03072012,0.18249734,0.36593816,0.16903232,0.081744,0.43406194,0.14408514,0.10511182,0.31408936,0.3027794,0.09858324
0.2214492,0.24890092,0.20668924,0.117709436,0.20745689,0.05189866,0.019461107,0.05775348,0.30858585,0.15480202,0.08759732,0.068997525,0.06917024,0.03591347,0.16555053,0.03559197,0.015022728,0.11926501,0.20090617,0.06126059,0.19032373,0.20575693,0.16534688,0.08781459,0.18761143,0.03635358,0.024329074,0.14646049,0.22984427,0.08664568
0.40271664,0.34697327,0.40501693,0.2550159,0.57208633,0.4196675,0.44306466,0.45293242,0.43888888,0.368155,0.19391635,0.21455091,0.18461104,0.11226788,0.18887039,0.20299216,0.12555556,0.31047547,0.14968762,0.11529373,0.472074,0.46348614,0.45664623,0.288488,0.64009774,0.35316432,0.44353035,0.728866,0.31973192,0.3073593
0.24605992,0.36557323,0.23101375,0.13370095,0.24826217,0.06441323,0.055834115,0.087972164,0.3429293,0.14342882,0.029295672,0.26759192,0.020072563,0.014714288,0.11445763,0.02888515,0.02699495,0.12875545,0.09269995,0.022014013,0.1924582,0.55490404,0.1701778,0.089117184,0.27161065,0.059502672,0.09145367,0.2553608,0.22255076,0.090122
0.19636519,0.43050388,0.19141732,0.099639446,0.38846257,0.19189006,0.11302718,0.11217694,0.48989898,0.32771695,0.06101756,0.2446075,0.05828582,0.020635117,0.060577217,0.21223,0.086994946,0.19397613,0.29884055,0.13225682,0.14549983,0.43283582,0.13641118,0.06178726,0.24783729,0.14641364,0.12492013,0.22037801,0.31618372,0.16581398
0.34828907,0.1271559,0.33667335,0.21111347,0.41915682,0.17440648,0.13411434,0.22877733,0.5126263,0.095197976,0.1486511,0.099871814,0.14163879,0.07749002,0.18275148,0.09033556,0.05959596,0.24360675,0.2079417,0.019630197,0.31447884,0.13006397,0.29876986,0.16909163,0.38651523,0.12147937,0.13035144,0.3735395,0.29509166,0.037255675
0.22807516,0.23233007,0.24324511,0.1223754,0.50979507,0.4619962,0.38870665,0.36853877,0.8171717,0.50021064,0.07539381,0.23554632,0.07180889,0.033466693,0.12625353,0.25594077,0.11739899,0.34911916,0.6810097,0.12921658,0.20668802,0.3827292,0.2067832,0.09990661,0.44462788,0.370531,0.3597444,0.64089346,0.8296866,0.3145743
0.37006012,0.26885357,0.3599613,0.22536585,0.3535253,0.21323845,0.09533739,0.11232604,0.42070708,0.18744734,0.03943509,0.057881013,0.03416105,0.024183879,0.104803346,0.07103374,0.044393938,0.13064975,0.20625317,0.037180603,0.30238348,0.2857143,0.2763584,0.15835136,0.33962888,0.15601866,0.16453674,0.2854983,0.4011433,0.11681753
0.2943348,0.20662834,0.27834982,0.16704136,0.2932202,0.101619534,0.003423149,0.016207753,0.2888889,0.18913227,0.028535217,0.047140203,0.021062056,0.016245859,0.065234385,0.042126056,0.0028484848,0.045197953,0.078206785,0.058393102,0.23052295,0.22468017,0.20713183,0.111015536,0.2749125,0.1041127,0.008945687,0.085910656,0.2140745,0.1889676
0.3842586,0.22590463,0.38552967,0.2252386,0.5630586,0.49481627,0.26663542,0.42415506,0.47525254,0.30981466,0.11566178,0.1564268,0.09607501,0.061707366,0.24791788,0.2973984,0.08090909,0.42773253,0.22018349,0.14127386,0.29099965,0.16817698,0.2763584,0.14190917,0.44528824,0.2532332,0.15654951,0.48900345,0.20205007,0.14921947
0.27966303,0.14879946,0.28443092,0.15639448,0.3156992,0.3534139,0.32193065,0.19781312,0.27070707,0.297599,0.032953106,0.01768034,0.07708618,0.017833462,0.12876908,0.40307027,0.2060101,0.25951886,0.06723139,0.23009688,0.22981146,0.15138593,0.2718761,0.11155623,0.35811925,0.540996,0.61717254,0.5364261,0.21170905,0.41164896
0.31799895,0.2681772,0.30384907,0.18137857,0.423129,0.18462057,0.10656045,0.15705766,0.33939394,0.22999157,0.04765526,0.12950848,0.038024783,0.025846193,0.05207873,0.044566948,0.042878788,0.17490055,0.06990488,0.021737628,0.25008893,0.30676973,0.22595747,0.12320586,0.32179886,0.1041127,0.13913739,0.3119244,0.18785729,0.09550046
0.13232997,0.24619547,0.12929307,0.062226936,0.4610454,0.19833139,0.10154639,0.08836978,0.26464647,0.43576244,0.105558574,0.23510431,0.0937662,0.030011319,0.41258457,0.20329258,0.06873737,0.1937867,0.35076264,0.12932023,0.11099253,0.25186568,0.10593157,0.04468148,0.4987783,0.14476429,0.10383387,0.18329898,0.19081411,0.19441165
0.333144,0.20121744,0.31649506,0.19639449,0.24401914,0.11174161,0.048898783,0.13180915,0.2671717,0.12426285,0.037189934,0.06512995,0.04000377,0.023249993,0.1061971,0.05246793,0.023265151,0.20382649,0.053863905,0.041775495,0.24831021,0.19429637,0.22969271,0.12379571,0.21283762,0.07219295,0.05,0.28233677,0.11255667,0.07910272
0.27966303,0.20257017,0.2784189,0.15826087,0.23065811,0.23440279,0.26124647,0.16848907,0.18787879,0.19776748,0.06510954,0.22736916,0.07491872,0.030795781,0.15994152,0.280575,0.20017676,0.33604848,0.15334609,0.09677598,0.21237993,0.2044243,0.20772947,0.10086512,0.18549825,0.1983196,0.26709265,0.34948453,0.08555096,0.10645415
0.2072507,0.26580995,0.19832769,0.10871686,0.32454637,0.10352126,0.065206185,0.10437376,0.2732323,0.19313395,0.029005975,0.26405588,0.028365452,0.012809163,0.12502974,0.05779283,0.029368687,0.11123319,0.07778466,0.026401615,0.18214159,0.6476546,0.17261817,0.08260421,0.48953313,0.13089035,0.14464857,0.29890034,0.2775478,0.14698938
0.43915945,0.41156578,0.44025984,0.28984094,0.57660013,0.33408993,0.4215089,0.39666998,0.40858585,0.32350463,0.16625023,0.24239746,0.1038496,0.095103085,0.30074447,0.2651786,0.1474495,0.22466376,0.45502898,0.18283515,0.34863037,0.35154584,0.31520495,0.19416045,0.47170308,0.17881848,0.26709265,0.3597938,0.23082988,0.1606323
0.21056367,0.25701725,0.20641282,0.10795334,0.51069784,0.23151954,0.04758669,0.09249503,0.29545453,0.32982308,0.062574685,0.34207037,0.05560006,0.027228342,0.16830404,0.113392614,0.029242424,0.18033719,0.21019305,0.09090281,0.17253646,0.39285713,0.16061556,0.07810657,0.46311828,0.14738384,0.061565496,0.22,0.20086734,0.1700118
0.2777699,0.39431858,0.26839888,0.15737009,0.20655411,0.19563217,0.14353327,0.09279324,0.26262626,0.23546757,0.14043093,0.3177599,0.08457805,0.06432224,0.14610599,0.31955418,0.13068181,0.25402537,0.26464793,0.23617733,0.2301672,0.39952025,0.20528911,0.11320291,0.1508948,0.1613548,0.14680511,0.19247423,0.18194363,0.17361932
0.5333428,0.34731147,0.52387536,0.38027573,0.37916404,0.2748911,0.2640581,0.36779323,0.37070706,0.15711878,0.12138331,0.09127475,0.11416859,0.08798688,0.08841826,0.086880766,0.05691919,0.19681758,0.08172455,0.044366594,0.5318392,0.41684434,0.5119279,0.34919387,0.48226905,0.22344792,0.3022364,0.66391754,0.29528877,0.18785255
0.5896635,0.30808252,0.5826135,0.43414634,0.5079895,0.38470033,0.52858484,0.59343934,0.38535354,0.23567818,0.16454825,0.23156825,0.13541912,0.11381813,0.121528365,0.19585724,0.107474744,0.22276947,0.13069174,0.080020174,0.5702597,0.48960555,0.5154141,0.3821274,0.52981573,0.33492446,0.4741214,0.7079038,0.33530456,0.22989637
0.41644186,0.2766317,0.41330937,0.27041358,0.4014625,0.3368505,0.23322399,0.32833,0.3949495,0.22872789,0.14278471,0.13806134,0.13226217,0.08845382,0.13794744,0.28808543,0.070479795,0.24284902,0.17163843,0.1122535,0.44432586,0.4067164,0.42875642,0.27374163,0.45189196,0.5177111,0.31669328,0.6219931,0.43899074,0.3263807
0.27871644,0.21981739,0.26667127,0.15639448,0.3757335,0.13131097,0.0913777,0.08026839,0.479798,0.1628054,0.04454101,0.18979844,0.037176646,0.021363547,0.12934698,0.14666386,0.065378785,0.11990907,0.25395396,0.04360654,0.21237993,0.3097015,0.19353554,0.10133209,0.35944,0.14893617,0.15910544,0.19862543,0.4019318,0.10219074
0.19778503,0.39567128,0.18768571,0.10044539,0.44389275,0.12391878,0.020981725,0.053479124,0.28030303,0.24178602,0.06337135,0.29123938,0.057060737,0.022764374,0.17659856,0.05400006,0.017606061,0.116669826,0.2681657,0.04025538,0.15759516,0.45042643,0.14368245,0.0670468,0.37660965,0.08102182,0.028610224,0.14797251,0.27813917,0.10619179
0.21482323,0.17653027,0.207864,0.11147402,0.4393789,0.1800503,0.101405814,0.14557654,0.41565657,0.24684078,0.052399058,0.14979668,0.043773264,0.022073299,0.16823605,0.075314686,0.053156566,0.19056639,0.12506332,0.06526816,0.16791177,0.24440299,0.15175058,0.07535391,0.44726938,0.12700954,0.14408946,0.33017182,0.2166371,0.1511872
0.28723556,0.32465336,0.26826066,0.16275716,0.25250518,0.05677566,0.0016213683,0.020710737,0.38333333,0.10636057,0.105920695,0.18869342,0.086604156,0.04885711,0.19641703,0.047623698,0.0017474748,0.07893541,0.19724771,0.07238506,0.22411953,0.2726546,0.19836645,0.10786964,0.2042528,0.0335885,0.0014736422,0.038178694,0.17228465,0.051488914
0.34166312,0.3659114,0.33598232,0.20144221,0.33113658,0.28041226,0.11862699,0.15198807,0.22525252,0.213353,0.085569434,0.1453766,0.09386043,0.045214962,0.081381515,0.23002975,0.07123737,0.25573024,0.11563573,0.06388624,0.30309498,0.40618336,0.3072364,0.15810558,0.29142177,0.3062064,0.20063898,0.46013746,0.19101124,0.15440115
0.2408538,0.12614135,0.23522907,0.12797455,0.51792,0.21688853,0.088589504,0.13906561,0.30151516,0.33951136,0.05062466,0.03178041,0.045092586,0.021923877,0.19084203,0.06968186,0.04540404,0.15127864,0.16516575,0.04626674,0.19637139,0.09994669,0.18183176,0.08963331,0.5344384,0.13186057,0.12955272,0.254055,0.23970038,0.1671258
0.21908277,0.21339194,0.21885149,0.11227996,0.50708675,0.29881603,0.16628398,0.22350894,0.41717172,0.27885425,0.048560563,0.08258928,0.04287801,0.016974289,0.14178877,0.1336708,0.0664394,0.24701647,0.14912479,0.03756063,0.16755603,0.20389126,0.15697993,0.07139697,0.464439,0.1840576,0.18386582,0.3797251,0.24088311,0.12613145
0.12963226,0.28779167,0.11706171,0.06133616,0.15229756,0.012453224,0.0,0.0,0.29949495,0.30560237,0.08777838,1.0,0.06940583,0.027807351,0.0,0.03367681,0.0,0.0,0.4236506,0.027403507,0.07250089,0.2348081,0.05896708,0.029148644,0.0,0.0,0.0,0.0,0.06780998,0.06919848
0.25363246,0.086574234,0.2428996,0.1378579,0.33763653,0.13401018,0.06930647,0.13156064,0.31767675,0.17101938,0.0018468223,0.029946076,0.0006785092,0.0040213075,0.06690009,0.05194971,0.022050506,0.108732715,0.04795407,0.016279038,0.20206332,0.19323027,0.18332586,0.0933199,0.38321337,0.17474362,0.14305112,0.3676976,0.3045535,0.13695395
0.3757395,0.17653027,0.3639002,0.2304984,0.25593573,0.20277897,0.12977976,0.16008946,0.31666666,0.1417439,0.048198443,0.01617751,0.05036988,0.030833136,0.05296257,0.11602127,0.058333334,0.1591021,0.050627567,0.051276203,0.3290644,0.1652452,0.30673838,0.17730044,0.23330912,0.24430732,0.2516773,0.39415807,0.22136803,0.1816214
0.0,0.12580317,0.0,0.0,0.581114,0.1726888,0.0,0.0,0.43939394,0.5943555,0.04077494,0.25366867,0.03750648,0.005661209,0.2881667,0.064499654,0.0,0.0,0.26324084,0.11073338,0.0,0.20042644,0.0,0.0,0.57604176,0.09014174,0.0,0.0,0.2694658,0.2543618
0.2157698,0.15995942,0.2132541,0.11003181,0.42619842,0.284093,0.1578491,0.12892644,0.3828283,0.3761584,0.060438167,0.31112978,0.04104038,0.026257101,0.35479486,0.29191577,0.14022727,0.28300816,0.1479991,0.15951522,0.15403771,0.20415778,0.1412919,0.06699764,0.41821304,0.17901252,0.14353035,0.23773196,0.15060122,0.17250426
0.16607507,0.323977,0.163223,0.08169671,0.4266498,0.20366849,0.07017338,0.05969185,0.58434343,0.31276327,0.08817671,0.2594148,0.07279838,0.030496938,0.19995241,0.14974314,0.07272727,0.16317484,0.27041706,0.08831171,0.12842405,0.30090618,0.1185816,0.05348014,0.33500627,0.11769557,0.06379393,0.11006873,0.24857086,0.13433032
0.31847224,0.30334798,0.31055215,0.18133616,0.4200596,0.2687565,0.12617151,0.18802187,0.33030304,0.3890059,0.07517654,0.19642857,0.07195024,0.03669793,0.17085359,0.15214649,0.052676767,0.25610912,0.15222041,0.09853793,0.25542513,0.36273986,0.24413566,0.12699077,0.47104272,0.2224777,0.15455271,0.44123712,0.25310466,0.23133937
0.09754366,0.31078795,0.11250086,0.042841993,0.424754,0.54542667,0.46274602,0.24393637,0.64141417,0.7891744,0.12811878,0.34273338,0.1419215,0.03249545,0.2764388,0.47802445,0.25934345,0.47868913,0.38031182,0.24122134,0.075773746,0.3033049,0.09069177,0.027501967,0.33632702,0.33715594,0.36813098,0.3934708,0.30948156,0.33097205
0.4348999,0.21508285,0.43196738,0.27359492,0.41680962,0.38163304,0.15583411,0.26824057,0.46969697,0.33192924,0.022813689,0.028465347,0.027894266,0.015143874,0.095081076,0.11917566,0.049267676,0.22655806,0.16122587,0.09677598,0.32159373,0.18976545,0.31221676,0.16621609,0.3455722,0.22092538,0.16884984,0.42989692,0.31302977,0.22668241
0.607175,0.42069665,0.59574324,0.4735949,0.41238603,0.25556713,0.34653234,0.4720676,0.26363635,0.08403538,0.23418432,0.1451556,0.24068227,0.19723271,0.16252507,0.12525912,0.08563131,0.28812274,0.07989531,0.038078852,0.6897901,0.5026652,0.67926687,0.54384583,0.528495,0.27913767,0.42907348,0.82061857,0.2371378,0.13846254
0.4964267,0.50625634,0.49968904,0.35677624,0.47187868,0.4322434,0.5058575,0.51838964,0.24141414,0.28833193,0.35361215,0.23201026,0.31004098,0.21572363,0.151647,0.25601587,0.11727273,0.29721537,0.050205436,0.14597239,0.5410886,0.5413113,0.52238655,0.3624656,0.43868455,0.3451116,0.39057508,0.5914089,0.1172876,0.24898334
0.29906765,0.4010822,0.28643495,0.17077413,0.29962987,0.1360346,0.078350514,0.12047714,0.38131315,0.1474305,0.05453558,0.2605198,0.059887856,0.026481235,0.1286671,0.13667499,0.04532828,0.12121614,0.14645128,0.03666238,0.2230523,0.45788914,0.21181333,0.1071569,0.28283694,0.13525628,0.09680511,0.19292097,0.2113148,0.07569198
0.5527474,0.2505918,0.536314,0.3959703,0.47639254,0.2779584,0.3413777,0.430666,0.45757577,0.25631845,0.21774398,0.26980197,0.19497715,0.15627253,0.21718735,0.14088082,0.08439394,0.30327713,0.17684472,0.12697096,0.50942725,0.3432836,0.47308132,0.3351848,0.52255166,0.19579707,0.26134184,0.5752577,0.26197517,0.19362456
0.2607317,0.24146093,0.2446272,0.14341463,0.2932202,0.058155943,0.010480318,0.031923458,0.078282826,0.14258635,0.021763535,0.07843441,0.013664421,0.010997426,0.10929055,0.005707934,0.0066161617,0.06421671,0.08510159,0.015518981,0.1924582,0.20495735,0.16967976,0.088232405,0.2590636,0.02157736,0.015479233,0.095670104,0.06938695,0.043945953
