h_2_0,h_2_1,h_2_2,h_2_3,h_2_4,h_2_5,h_2_6,h_2_7,h_2_8,h_2_9,h_2_10,h_2_11,h_2_12,h_2_13,h_2_14,h_2_15
-0.32020026,-0.31898263,0.17579074,-0.19614786,0.2871962,0.43099552,0.30313873,0.27040207,0.29221046,-0.49095988,0.32166713,0.30784833,-0.43324932,-0.12905577,0.26224965,-0.16368179
0.9130949,0.9650327,-0.976535,0.9874096,-0.9885498,-0.98932177,-0.9832089,-0.9929336,-0.97781706,0.9730629,-0.9937782,-0.9966288,0.9706215,0.92609483,-0.9899287,0.8852373
0.50658166,0.5784927,-0.6144432,0.77754617,-0.70356804,-0.713222,-0.7039962,-0.818252,-0.66466695,0.6005343,-0.7770099,-0.86563957,0.6751053,0.49379015,-0.7537784,0.41844094
-0.24977678,-0.3401927,0.04546276,-0.37358898,0.2706582,0.36420608,0.30220404,0.12565365,0.11793155,-0.405953,0.31214124,0.27430388,-0.4757066,-0.058788467,0.236481,0.03556442
0.82623917,0.92504406,-0.94010514,0.96230304,-0.96622574,-0.96583223,-0.9549117,-0.9845026,-0.9531148,0.9364449,-0.97799224,-0.9882774,0.9222118,0.8580399,-0.9703808,0.7868514
0.8674353,0.9506037,-0.92250705,0.9387341,-0.9648325,-0.9493129,-0.96368396,-0.9851723,-0.9283719,0.92819124,-0.9792657,-0.99019337,0.8516226,0.9045739,-0.9693223,0.6813964
-0.3094915,-0.30206713,0.19569175,-0.39786682,0.52578634,0.49810115,0.38147926,0.37729606,0.33880705,-0.5064572,0.45902336,0.38357052,-0.50116026,-0.13444924,0.3372346,-0.19457832
-0.15415435,-0.20781997,0.092665456,-0.08275325,0.000286594,0.20286445,0.0842325,-0.15774949,-0.059653178,-0.20797941,0.14609198,0.07328741,-0.25191283,-0.15684588,0.008498002,0.038157746
-0.49935076,-0.50157607,0.46275225,-0.54719776,0.6353143,0.6535215,0.64133036,0.6006555,0.52483106,-0.7135424,0.6638231,0.6526475,-0.621088,-0.34715793,0.5226935,-0.25321257
0.7219178,0.83054876,-0.8372505,0.8636064,-0.87285876,-0.8375333,-0.90681237,-0.92292774,-0.88622075,0.82350683,-0.92901605,-0.95854276,0.706014,0.79467595,-0.89414287,0.5205143
-0.67991793,-0.7251694,0.7120594,-0.8329946,0.835149,0.8748368,0.8484681,0.77013916,0.70306855,-0.86638105,0.8997492,0.87598944,-0.87343353,-0.66572696,0.78420186,-0.47180018
0.32148546,0.47763607,-0.50669676,0.65142876,-0.54345,-0.5670236,-0.5342757,-0.64355147,-0.5728868,0.35123324,-0.6538927,-0.72282976,0.49659297,0.46135676,-0.6464856,0.3251641
0.29531655,0.42261606,-0.5775378,0.5327913,-0.5269257,-0.48176247,-0.56733364,-0.6471914,-0.609013,0.46844494,-0.6332455,-0.7251822,0.38398397,0.42685002,-0.6244084,0.39855033
-0.10951092,-0.1254637,-0.05985964,-0.16119315,0.12013765,0.17586145,0.124132566,-0.06156789,-0.051087443,-0.17062448,0.14454123,0.07066266,-0.28063044,-0.06761323,0.019712947,0.06076177
-0.42805004,-0.4640391,0.3424497,-0.4210324,0.54178613,0.57057554,0.51880693,0.585987,0.55316675,-0.6622547,0.52267814,0.5764438,-0.5504746,-0.18520434,0.5111181,-0.31885403
-0.10707234,-0.162704,0.00061678875,-0.06875032,0.05138133,0.15949388,0.03798518,-0.07956639,-0.09674415,-0.21429802,0.008451811,-0.07371952,-0.22876127,0.10179624,0.034735095,0.008898789
-0.06780248,-0.00091923744,-0.13482535,0.16707753,-0.08744563,-0.007826377,-0.07892413,-0.1871598,-0.16409749,-0.11368603,-0.095482945,-0.1671622,-0.036195226,0.06419318,-0.16242602,0.13977364
0.48810282,0.5812257,-0.7025305,0.64489746,-0.72854435,-0.6725935,-0.63823974,-0.837129,-0.6528075,0.57916665,-0.7506024,-0.8408661,0.47692063,0.55164397,-0.7270395,0.52721256
-0.41086444,-0.44364282,0.38296992,-0.424373,0.55760777,0.5971256,0.5173443,0.5197668,0.50411236,-0.6447402,0.6083641,0.58601147,-0.6047774,-0.339119,0.4878673,-0.31836483
0.5731021,0.61981755,-0.5888844,0.83252096,-0.8482979,-0.7509935,-0.85724443,-0.91970325,-0.8209317,0.71787536,-0.8958438,-0.9390961,0.68684816,0.71820855,-0.7900584,0.3894454
-0.09823643,-0.18182795,-0.021901678,-0.09292318,0.11381307,0.16438916,0.073706746,0.00044220677,-0.0029219452,-0.18879989,0.07494116,-0.017907001,-0.18786861,-0.009526158,0.04263439,0.021416994
0.30204946,0.46806023,-0.5495419,0.6685908,-0.4883638,-0.5591272,-0.5558425,-0.606991,-0.5458463,0.41587055,-0.6160177,-0.727805,0.5231315,0.4015271,-0.64336467,0.3656068
-0.5771354,-0.6339977,0.6323807,-0.64581007,0.7334727,0.7593263,0.74644923,0.71724945,0.6853429,-0.8012385,0.8119943,0.8216948,-0.7295964,-0.56647897,0.70179546,-0.43830517
-0.35484454,-0.41548353,0.318948,-0.42668414,0.53829426,0.54742,0.4662306,0.44276312,0.44552797,-0.56091905,0.5324216,0.48605892,-0.51428056,-0.28999224,0.42559695,-0.23272343
-0.46812394,-0.49518773,0.40646172,-0.5928397,0.64296824,0.66241896,0.6193019,0.5921476,0.4923398,-0.68294907,0.70450175,0.70574266,-0.69252926,-0.45668232,0.53189206,-0.32213935
0.6316626,0.7366871,-0.7685243,0.87878376,-0.8366466,-0.83736295,-0.84120584,-0.9111386,-0.8113853,0.76675975,-0.88272405,-0.939925,0.78823173,0.640834,-0.86815816,0.5486118
-0.3566491,-0.40140662,0.30235782,-0.38320717,0.4782719,0.491602,0.4444595,0.40507478,0.39214253,-0.54497457,0.462702,0.43416163,-0.45981488,-0.18880513,0.40238002,-0.1676323
-0.5785269,-0.6257876,0.5901794,-0.68852305,0.7275459,0.7940186,0.6782913,0.7017694,0.6122401,-0.7902737,0.7797957,0.7897469,-0.78573585,-0.41344598,0.69975424,-0.48793802
-0.014585325,0.0013102285,-0.18607911,-0.045474965,0.16252069,0.11285953,0.07269872,-0.1025772,0.017085752,-0.15876679,0.1829268,0.073602095,-0.27612314,-0.12838629,-0.08351825,0.019600518
0.17934813,0.31684846,-0.15416093,0.056273427,-0.020408968,-0.017595159,-0.32165277,-0.41022307,-0.22334407,0.044349343,-0.23625027,-0.43761465,-0.1821349,0.35421082,-0.2635964,-0.10559914
-0.2643466,-0.18751712,0.14454158,-0.2404818,0.30560347,0.34244743,0.27562228,0.22447576,0.18036914,-0.4301802,0.31839862,0.34864625,-0.43956944,-0.10937425,0.1689407,-0.11702304
-0.5477191,-0.565224,0.5395502,-0.5659944,0.6061537,0.65256864,0.67713445,0.6578274,0.51166445,-0.7390444,0.71315235,0.75839835,-0.6399711,-0.44151357,0.57135963,-0.29126522
-0.15015179,-0.17734821,0.07683804,-0.2709036,0.2144937,0.34327754,0.21007839,0.03104583,0.06638417,-0.24827512,0.30253455,0.19282266,-0.44385687,-0.15985072,0.22188433,-0.082391046
-0.35435575,-0.48802817,0.44174305,-0.25925073,0.20431297,0.54453826,0.19730139,0.012692962,-0.08010597,-0.44504008,0.379432,0.25950435,-0.4895047,-0.29833248,0.31960174,-0.24576646
-0.36882016,-0.3968233,0.3171758,-0.3598088,0.41575968,0.4823919,0.40114522,0.36889273,0.32459286,-0.5226401,0.49083057,0.50251037,-0.4802362,-0.26439634,0.38002223,-0.16819404
-0.55218834,-0.53610957,0.570223,-0.5909198,0.71603954,0.7551305,0.6739694,0.63725585,0.55551654,-0.7824126,0.78615093,0.71943897,-0.7420195,-0.51214623,0.5807462,-0.42042753
-0.43565914,-0.53315747,0.3914954,-0.56165415,0.53970546,0.60949945,0.56960434,0.5069729,0.403415,-0.6015716,0.62800205,0.6496459,-0.61998576,-0.42330128,0.5141961,-0.20416255
-0.48050916,-0.58815205,0.47543854,-0.62953395,0.5384937,0.72262716,0.49673292,0.39215457,0.3314994,-0.62994003,0.6543065,0.5990474,-0.725543,-0.39175275,0.56085604,-0.2888791
-0.23942356,-0.13697442,0.16940159,-0.00048400456,0.31991044,0.26002574,0.21992266,0.23666833,0.18382382,-0.3982865,0.19943793,0.09949755,-0.12819503,-0.012507769,0.115068495,-0.053469554
0.038756885,0.27043274,-0.33442715,0.176186,-0.24563,-0.0533635,-0.1509435,-0.44645676,-0.280618,-0.01628742,-0.1352398,-0.31656334,-0.19859809,0.2133714,-0.363706,0.12803465
-0.55144215,-0.5480171,0.5603745,-0.5852973,0.7081486,0.71916884,0.6528823,0.6560784,0.56421524,-0.7526967,0.7298131,0.6955684,-0.6451187,-0.37509036,0.59293103,-0.33247772
-0.56162643,-0.61169124,0.5074814,-0.6806635,0.68233055,0.7726622,0.65465707,0.6370006,0.44088358,-0.7477588,0.7394627,0.71332943,-0.76915944,-0.39460015,0.64885205,-0.37246296
0.5289084,0.654245,-0.75480145,0.810327,-0.79620504,-0.7936339,-0.7710856,-0.8462524,-0.7780075,0.6931568,-0.8484591,-0.8862378,0.70388246,0.59357375,-0.8316634,0.5737617
0.68158436,0.8317163,-0.8666813,0.8961275,-0.90584105,-0.8946931,-0.8784182,-0.95046264,-0.8884434,0.8375063,-0.93201125,-0.9612948,0.8143489,0.7742287,-0.9194643,0.6921754
0.34787163,0.5060497,-0.55062824,0.6404976,-0.5537527,-0.572655,-0.5957607,-0.68048906,-0.6599401,0.43621624,-0.68566763,-0.772412,0.49518514,0.47730762,-0.66190207,0.34355274
-0.45269257,-0.41763878,0.3814995,-0.5204768,0.60423267,0.6322259,0.55455244,0.503614,0.46564555,-0.66937155,0.64684784,0.6451404,-0.66572374,-0.29222408,0.46934012,-0.3094518
-0.5257536,-0.45446607,0.45523605,-0.55061316,0.6943455,0.6847206,0.6123254,0.64784515,0.56757534,-0.7298526,0.7005141,0.6793691,-0.6515233,-0.31217116,0.5285912,-0.3424021
-0.4066064,-0.4842107,0.4251245,-0.45657617,0.5580395,0.6002748,0.50933474,0.45156497,0.45051274,-0.60545015,0.6284979,0.578155,-0.5641692,-0.39113757,0.4837655,-0.27815306
-0.5239227,-0.58474296,0.44085228,-0.66962427,0.69643295,0.71696126,0.71939224,0.6505692,0.59873027,-0.75978935,0.76927876,0.77978307,-0.7493367,-0.4958488,0.6038192,-0.3179312
-0.2687444,-0.2685871,0.1559534,-0.18326944,0.24758022,0.35819143,0.12698558,0.19776571,0.041417878,-0.34368128,0.21765286,0.17195126,-0.3308706,-0.068318896,0.18352956,-0.0809902
-0.44687855,-0.4061336,0.44168526,-0.39151236,0.5399864,0.5851691,0.51574165,0.49655837,0.41998124,-0.6402962,0.64574796,0.6288521,-0.56714505,-0.41698894,0.41099462,-0.28168958
-0.37597907,-0.41136944,0.37862858,-0.41146192,0.49669307,0.5747984,0.40496895,0.38648844,0.39774424,-0.5387415,0.56908566,0.53788126,-0.56202126,-0.3438275,0.44346237,-0.29545134
-0.8818207,-0.94454247,0.89364433,-0.9802537,0.9611084,0.9766235,0.9500038,0.9448227,0.91705316,-0.9690291,0.97604495,0.9701452,-0.96517515,-0.71481454,0.9470961,-0.6217918
-0.41056028,-0.41040546,0.39229235,-0.41428453,0.49396798,0.528886,0.43065864,0.45163807,0.35107276,-0.53184867,0.53574973,0.5276348,-0.48005646,-0.30757436,0.4306396,-0.2260448
-0.25733092,-0.31357923,0.16314416,-0.2228811,0.15394874,0.3071386,0.19437292,0.09128535,-0.015126667,-0.34007776,0.2500642,0.2538693,-0.36381632,-0.18082483,0.16209264,-0.04102073
-0.74579585,-0.73972523,0.82404,-0.77488774,0.8611306,0.8770712,0.8635945,0.8604456,0.8060263,-0.91409624,0.9185376,0.9096176,-0.8321551,-0.68089354,0.82715297,-0.6109364
-0.59772074,-0.70586705,0.68196934,-0.71934855,0.73457617,0.81091744,0.74710447,0.65912515,0.6230916,-0.806212,0.82856596,0.7949562,-0.7973038,-0.5845267,0.752105,-0.43843794
-0.5786883,-0.67691857,0.63046396,-0.71929246,0.75859356,0.8036077,0.7504463,0.71308887,0.70307136,-0.8268996,0.8329493,0.83379954,-0.8069656,-0.5475622,0.7286579,-0.48818514
-0.26413476,-0.314962,0.25556937,-0.22445941,0.33683154,0.39143878,0.28198346,0.25639954,0.18797733,-0.44393224,0.34928066,0.24613762,-0.349541,-0.16340455,0.24566492,-0.11509117
-0.3807636,-0.61472243,0.668937,-0.5932364,0.53507525,0.7415497,0.48902175,0.34340313,0.47325382,-0.70902723,0.6787045,0.57804114,-0.7430981,-0.4437358,0.67334986,-0.4992024
-0.24915978,-0.31047922,0.2282535,-0.32529852,0.21471107,0.36311844,0.29864627,0.15483986,0.08359307,-0.3992256,0.3155375,0.3315111,-0.46644846,-0.14756496,0.24332677,-0.08105265
0.82730764,0.9242087,-0.9476381,0.97022337,-0.9636314,-0.96797836,-0.9592052,-0.9789602,-0.9499554,0.9376792,-0.9801259,-0.98894334,0.9389466,0.84948057,-0.97489846,0.81388277
0.7252505,0.835534,-0.88539696,0.92689955,-0.9121359,-0.91059273,-0.8992588,-0.9494441,-0.8980744,0.84960276,-0.9325423,-0.9666634,0.8541231,0.7236159,-0.9263726,0.6920982
-0.4475488,-0.48365507,0.35067394,-0.5123646,0.5470218,0.61318684,0.54885644,0.50908196,0.4652049,-0.6548404,0.5951461,0.60570854,-0.6215268,-0.28077257,0.4909397,-0.24061482
0.5383258,0.6437354,-0.7424323,0.7437695,-0.7299382,-0.7411253,-0.6722478,-0.84447414,-0.7263567,0.6241693,-0.76619923,-0.8633211,0.6136369,0.52430654,-0.79872173,0.56221133
-0.6302111,-0.61368275,0.5802582,-0.6706416,0.70270604,0.7573625,0.7143184,0.7279084,0.605715,-0.76930064,0.78354347,0.8140952,-0.72425604,-0.5147975,0.64572483,-0.3420448
-0.5409702,-0.5912329,0.5117678,-0.69862384,0.6772478,0.76162195,0.64056635,0.6391933,0.49317166,-0.7465811,0.72235495,0.7425595,-0.778961,-0.3737003,0.640138,-0.38219222
-0.41614288,-0.47514004,0.46790144,-0.31789464,0.44500825,0.5700064,0.44927374,0.38996804,0.25421298,-0.60925657,0.53739727,0.49325892,-0.51373786,-0.31046212,0.4143734,-0.29076427
-0.32205805,-0.42168024,0.36729085,-0.10420208,0.15562789,0.45884892,0.16545984,0.08088513,-0.12076944,-0.44915575,0.2819294,0.19337574,-0.4046032,-0.18676133,0.24345118,-0.21980198
0.10581334,0.13688032,-0.3616875,0.3717264,-0.3624565,-0.19987485,-0.32703534,-0.40503266,-0.3778308,0.14345671,-0.38763693,-0.44449383,0.09675026,0.24910656,-0.33275893,0.21070273
0.66871196,0.82559854,-0.8729194,0.90971774,-0.90259576,-0.90421534,-0.8580919,-0.9235338,-0.859827,0.805925,-0.9363639,-0.9486498,0.8300851,0.76910585,-0.9169846,0.6993576
-0.36605766,-0.38630888,0.40804943,-0.24745679,0.47617465,0.48502898,0.47762862,0.38634288,0.42323172,-0.6352525,0.51658356,0.41149077,-0.41739857,-0.24325784,0.389902,-0.20623118
-0.63700616,-0.63718414,0.68771887,-0.7188094,0.7948651,0.8289811,0.76249933,0.7749497,0.7151303,-0.8397811,0.84201914,0.84410733,-0.8029753,-0.57555586,0.7414919,-0.54243654
0.35319144,0.37275603,-0.396066,0.6430997,-0.55879027,-0.5172131,-0.59367895,-0.69030905,-0.5438423,0.40936172,-0.62162703,-0.75293463,0.47017282,0.3748075,-0.5648521,0.23992404
0.3937185,0.5302693,-0.58958554,0.6801236,-0.601328,-0.60480464,-0.58023685,-0.72803813,-0.5652495,0.47016025,-0.6642946,-0.75897884,0.5082825,0.44334003,-0.66166234,0.38964134
-0.35347658,-0.2919299,0.22029212,-0.31769475,0.4612543,0.4709956,0.38365975,0.36265483,0.3227095,-0.51446956,0.45928556,0.4297924,-0.45123875,-0.18757078,0.29013973,-0.1451805
0.2021545,0.19469933,-0.24971694,0.24145569,-0.42805398,-0.1357461,-0.36897668,-0.62336636,-0.4171962,0.2125873,-0.3646335,-0.5104466,-0.07250504,0.21719964,-0.29163936,0.11671231
-0.10957505,-0.116926685,0.119129285,-0.028504157,0.114983335,0.22792843,0.00029999015,-0.102929465,-0.06856205,-0.20257044,0.061997905,-0.089077204,-0.19902344,0.0049174177,0.04963754,-0.09421006
0.011922599,-0.004225601,-0.24038036,0.08384802,0.016627066,0.053131904,-0.07886077,-0.19663583,-0.085699365,-0.0231675,-0.06753677,-0.25350136,-0.08042087,0.085317664,-0.13629594,0.11355629
-0.31698543,-0.4134705,0.40284118,-0.23072186,0.36291632,0.5268427,0.2127795,0.20090544,0.12926567,-0.45773906,0.38018546,0.19970071,-0.4049791,-0.24790047,0.35311097,-0.2323232
0.7495747,0.8448731,-0.9012379,0.9154541,-0.9061689,-0.9179791,-0.8853967,-0.9433147,-0.8875705,0.85409456,-0.9363091,-0.96109295,0.836823,0.7418397,-0.92973655,0.71193355
0.0775554,0.18655677,-0.20213547,0.301455,-0.2908864,-0.05112043,-0.017269785,-0.35663345,-0.40555283,0.0022481042,-0.040187858,-0.2884647,-0.2481943,-0.17723687,-0.023046449,0.121039204
-0.41272253,-0.4508892,0.37526387,-0.282672,0.47647715,0.540059,0.4781732,0.4892897,0.42311814,-0.6158857,0.5531593,0.53712386,-0.4630755,-0.36141986,0.42123884,-0.26397166
-0.32854724,-0.32875943,0.16874285,-0.39660957,0.42706606,0.43039373,0.45293966,0.3546212,0.28855482,-0.5023518,0.46929386,0.49734235,-0.5012271,-0.2701792,0.2977259,-0.08432782
0.2598093,0.1744509,-0.029267948,0.60312295,-0.3816622,-0.32023364,-0.56182516,-0.60728383,-0.3514396,0.22343326,-0.5984047,-0.738779,0.51386094,0.32016996,-0.42734066,0.027949901
-0.013313041,0.112940155,-0.30132055,0.24689308,-0.13606393,-0.14938712,-0.05489337,-0.16927826,-0.17940551,-0.08003677,-0.20689255,-0.20038866,0.046591323,0.16908671,-0.29654753,0.24181986
-0.18748036,-0.10837344,0.10839201,0.07916935,0.16442725,0.16485497,0.0014064898,0.14062317,0.084254265,-0.24605538,0.089495264,0.039842065,-0.079515815,-0.008729265,0.031242391,-0.07273559
-0.41408986,-0.43056622,0.35946575,-0.4986594,0.51193345,0.5682749,0.51862276,0.4738122,0.36670405,-0.6084682,0.5787178,0.61472833,-0.6136379,-0.31442577,0.43808785,-0.25122228
-0.5487986,-0.60372823,0.56117684,-0.674188,0.73118085,0.7651845,0.699569,0.6333222,0.58223146,-0.7172357,0.8128349,0.77803254,-0.7582096,-0.57779974,0.7066194,-0.4026711
-0.23723646,-0.27255145,0.25910044,-0.06939989,0.35864857,0.35967016,0.24974795,0.18963207,0.24723054,-0.42448112,0.34337074,0.1734474,-0.22920997,-0.1722896,0.22197597,-0.14472106
0.8244825,0.9042377,-0.9379203,0.9455169,-0.95965135,-0.94606185,-0.94473314,-0.9814862,-0.93489844,0.92459756,-0.96541953,-0.9812301,0.8565408,0.8289852,-0.95762897,0.7392961
-0.13748957,-0.16210258,0.08663637,-0.012232646,0.16957708,0.21197316,0.13164586,0.01797545,0.08881019,-0.3150193,0.19974412,0.087899044,-0.23001409,-0.12420726,0.07193059,-0.08218433
-0.42233413,-0.47533864,0.38034168,-0.5557301,0.51553106,0.6738401,0.4762545,0.3851967,0.32473716,-0.60512805,0.6232777,0.54636955,-0.7033212,-0.36119598,0.49247098,-0.28033188
-0.23050655,-0.34900898,0.23400427,-0.23917834,0.32645753,0.40278536,0.27501807,0.21415533,0.20880012,-0.42942795,0.32038063,0.20113917,-0.37234622,-0.13926166,0.285583,-0.15436766
-0.47285914,-0.41796744,0.41708016,-0.4755801,0.67727363,0.63649297,0.6636472,0.5907812,0.54999983,-0.73419946,0.7311482,0.66111064,-0.6346373,-0.4774095,0.4665558,-0.3158403
-0.42770228,-0.369577,0.3535201,-0.3991299,0.5458099,0.5837059,0.44194394,0.4903716,0.37843126,-0.584341,0.5522841,0.518161,-0.5441982,-0.27934638,0.38933066,-0.2848314
-0.3552775,-0.33903173,0.31016836,-0.361193,0.4912236,0.5045316,0.45372033,0.37372455,0.41620782,-0.58272034,0.51882535,0.47032547,-0.50705904,-0.2437776,0.37601435,-0.2072981
-0.42521355,-0.5702809,0.5063526,-0.53144246,0.64632595,0.66832227,0.6120719,0.56412995,0.56432194,-0.71305907,0.7135141,0.67389816,-0.6589339,-0.4625001,0.61477447,-0.40375808
0.5917771,0.7508292,-0.8239395,0.7902778,-0.81688035,-0.8089469,-0.7728448,-0.8858272,-0.8142253,0.7102185,-0.86535656,-0.9059991,0.6272654,0.70853347,-0.8507819,0.5985984
-0.5313518,-0.5456635,0.41382155,-0.6595374,0.67960465,0.70554584,0.6727432,0.6386349,0.5624349,-0.7237082,0.74168485,0.76299894,-0.731317,-0.4660219,0.563849,-0.30111158
0.8914327,0.95997685,-0.9621139,0.9691969,-0.98382384,-0.9774922,-0.96299905,-0.9924434,-0.95963657,0.95567507,-0.9811544,-0.993714,0.9128184,0.873091,-0.9749579,0.81970775
-0.73840004,-0.73771054,0.7536166,-0.8872943,0.8966032,0.9095316,0.88855344,0.8443368,0.8015414,-0.9253051,0.9309083,0.89721674,-0.9186632,-0.64655644,0.81121117,-0.5933838
-0.5662244,-0.5461106,0.53697896,-0.644014,0.6695805,0.7112995,0.6694693,0.67107046,0.5473499,-0.73261416,0.7343991,0.7700069,-0.7051991,-0.4294531,0.60809046,-0.34110343
0.8055279,0.9152441,-0.9416399,0.96631163,-0.9603302,-0.96891165,-0.94197035,-0.9696953,-0.942303,0.9169291,-0.97940385,-0.9840711,0.9353783,0.85086143,-0.96941316,0.82090163
0.75790894,0.8698476,-0.9171669,0.9187468,-0.9376345,-0.935532,-0.90997255,-0.9587103,-0.9317667,0.88476956,-0.96018517,-0.9720998,0.8534513,0.8249437,-0.9480867,0.7734516
0.022544093,0.06394663,-0.25555658,-0.028767867,-0.03132535,0.104579136,-0.04190183,-0.21885468,-0.10504577,-0.061107848,-0.0389473,-0.1216315,-0.31608802,0.08410984,-0.13099107,0.05695135
0.35881004,0.1883275,-0.28455618,0.5088596,-0.66706216,-0.3663605,-0.66153556,-0.81130093,-0.60679144,0.4852193,-0.65559065,-0.7854519,0.29838157,0.35548073,-0.45825538,0.2020335
-0.62077314,-0.5667005,0.6315576,-0.605225,0.7916737,0.79876894,0.7206004,0.74935794,0.70950484,-0.8369102,0.83207357,0.8060211,-0.7584858,-0.5013923,0.6733282,-0.52391654
-0.3292434,-0.42118782,0.33546552,-0.30959782,0.49525645,0.5232341,0.42641935,0.4118622,0.4347518,-0.5864568,0.50542396,0.460919,-0.47783408,-0.26425445,0.4183397,-0.26551443
0.9041969,0.96913654,-0.97900194,0.98808384,-0.984646,-0.99077266,-0.9789567,-0.990823,-0.9760079,0.96824044,-0.9923513,-0.9954736,0.974181,0.89844865,-0.99130434,0.8934827
-0.15084359,-0.1789048,0.08073886,0.012078442,0.024837634,0.22332162,0.06123915,-0.03554473,-0.06610315,-0.2980937,0.046609458,-0.029026771,-0.25318295,0.012239335,0.052985165,-0.07027377
0.06833171,-0.02884639,-0.12684384,0.33792904,-0.28078997,-0.12900418,-0.4029642,-0.40812424,-0.30992225,0.18568039,-0.33785686,-0.5134364,0.21764246,0.170039,-0.29651028,0.103925236
0.5763898,0.70987827,-0.77866715,0.8618497,-0.8559937,-0.825992,-0.8431476,-0.9015229,-0.8189297,0.75445485,-0.89810693,-0.93093127,0.7518874,0.7040634,-0.85744494,0.5857658
0.64203906,0.77940184,-0.8595435,0.869487,-0.85428864,-0.86895967,-0.84480387,-0.8961939,-0.8488259,0.78855294,-0.9001703,-0.92634624,0.7733715,0.6522824,-0.89421195,0.6595939
-0.25956208,-0.2979449,0.20167804,-0.21134956,0.12497265,0.28914312,0.2530273,0.11279912,0.006020726,-0.39145872,0.2827752,0.26674008,-0.3674731,-0.18106511,0.2108658,-0.02038308
-0.030898487,0.0307371,-0.11058349,0.12897111,0.007014151,0.05455037,-0.09539268,-0.18772857,-0.09262879,-0.089295775,-0.010703646,-0.13106589,-0.1058315,0.016453985,-0.13862014,0.012005734
-0.41958624,-0.43324503,0.42845184,-0.38509634,0.48484573,0.5610496,0.48247826,0.46103507,0.34602773,-0.6100279,0.5848398,0.5537202,-0.51910937,-0.39303684,0.39559504,-0.24689768
-0.45382717,-0.5088808,0.37613893,-0.5555601,0.55467397,0.6364487,0.52965856,0.49601007,0.40193436,-0.6511829,0.5832139,0.5635293,-0.63781506,-0.24485716,0.50149816,-0.21530095
-0.55287373,-0.5379962,0.5849706,-0.5298614,0.6632511,0.70296603,0.6314054,0.64742905,0.49932,-0.74627745,0.71593297,0.6675511,-0.6204298,-0.4424223,0.5718236,-0.35548192
-0.34384814,-0.31509018,0.27168423,-0.34122032,0.47306675,0.4732326,0.43362746,0.44996458,0.34414348,-0.5788361,0.512155,0.51249033,-0.52313364,-0.26074004,0.3395838,-0.22642931
-0.49189582,-0.467919,0.47856137,-0.52367204,0.6734578,0.67841715,0.6348399,0.6192939,0.55955064,-0.7472465,0.70971435,0.66257995,-0.65701413,-0.43175328,0.5135045,-0.35994983
0.442427,0.6172299,-0.5132306,0.55357414,-0.67225057,-0.48635763,-0.6934261,-0.8250822,-0.6505908,0.5312827,-0.69431293,-0.81410176,0.22664925,0.5563231,-0.6674883,0.20448068
-0.3819578,-0.5574573,0.42513028,-0.61244273,0.64842856,0.6742007,0.6379608,0.43368718,0.47457117,-0.645643,0.75901055,0.6510071,-0.66178435,-0.5193928,0.61632437,-0.23784934
